@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,8-10,14'

@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.041891,1.116025,1.29184,1.20194,1.291737,-1.301081,QSO,3.572824
0.776917,0.63358,0.553173,0.497224,0.451108,-1.098159,GALAXY,-0.254073
0.925378,0.888721,0.887311,0.838658,0.799603,0.187013,GALAXY,-0.266725
0.631843,0.83528,0.826496,0.761351,0.722459,-1.270335,GALAXY,-0.240201
-0.362231,-0.543946,-0.457519,-0.346773,-0.254184,-0.421752,STAR,-0.367965
-0.44578,-0.763002,-0.755257,-0.697474,-0.618237,1.576721,STAR,-0.366984
0.780027,0.39687,0.180252,0.067844,-0.048508,-0.489393,GALAXY,-0.206048
0.414925,0.202525,0.116744,0.139824,0.167869,0.943359,STAR,-0.367843
-1.309028,-1.238368,-0.552616,-0.205127,-0.038292,0.06403,STAR,-0.366269
0.921099,1.888068,1.968949,1.995507,1.91563,0.758884,QSO,2.039825
-1.685268,-1.237518,-0.960845,-0.811655,-0.688318,0.002539,STAR,-0.36677
0.431934,0.707747,0.803118,0.878195,0.922676,0.125522,STAR,-0.367942
0.212545,1.036788,1.33276,1.533641,1.49091,-0.255725,QSO,1.747733
0.148162,0.158267,0.085965,0.007339,-0.040407,-0.181936,GALAXY,-0.183196
0.639353,0.811705,0.809605,0.830323,0.840583,1.95182,STAR,-0.367148
0.197404,1.407728,1.715144,1.614114,1.547154,0.094776,QSO,4.390027
-0.829747,-1.128521,-1.07886,-0.998008,-0.91022,2.831148,STAR,-0.368263
-0.926712,-1.479351,-1.627879,-1.681448,-1.742933,-0.962878,GALAXY,-0.252961
-0.79004,-1.27999,-1.35933,-1.472394,-1.564652,1.755047,GALAXY,-0.236864
-0.04625,0.126094,0.223657,0.161584,0.176287,-1.227291,GALAXY,-0.161889
-0.858834,-1.408841,-1.486147,-1.443688,-1.363473,0.857271,STAR,-0.365621
0.673105,-0.087541,-0.436739,-0.54482,-0.675126,-0.710763,GALAXY,-0.121933
0.353966,0.634441,0.94839,1.104236,1.194638,0.512918,STAR,-0.368753
0.351399,-0.501399,-0.881849,-0.984293,-1.11318,1.207772,GALAXY,-0.138065
-1.728616,-1.386064,-1.176254,-1.056518,-0.955581,-0.710763,STAR,-0.364613
-2.126819,-1.847006,-1.636024,-1.563302,-1.536839,1.687406,GALAXY,-0.28458
0.680928,1.034237,1.215207,1.284057,1.33683,0.986403,STAR,-0.367217
-1.768672,-1.780237,-1.650439,-1.542043,-1.431254,-1.706925,STAR,-0.36803
0.52462,1.484647,1.902476,1.922587,1.824809,-1.337976,QSO,0.873466
0.945389,0.544778,0.113882,-0.047321,-0.182073,0.795779,GALAXY,0.061234
-1.045821,-1.426867,-1.59871,-1.668559,-1.749796,2.216233,GALAXY,-0.214486
0.742176,0.571838,0.382855,0.211047,0.119148,-0.458647,GALAXY,-0.141079
-1.236304,-0.934304,-0.740296,-0.5986,-0.47286,0.205461,STAR,-0.367487
0.849508,0.470739,0.36812,0.384951,0.414893,-0.975176,STAR,-0.368513
0.026703,-0.332287,-0.548887,-0.676277,-0.779122,0.082478,GALAXY,-0.149838
-0.927086,-0.754807,-0.33427,-0.135407,-0.008991,-1.657732,STAR,-0.368277
0.631493,0.465233,0.297541,0.188109,0.095891,-0.212681,GALAXY,-0.1558
-1.103561,-1.216197,-1.248151,-1.25424,-1.322518,-0.391007,GALAXY,-0.31307
-0.873745,-0.966711,-0.887875,-0.895943,-0.92643,0.408383,GALAXY,-0.241939
-1.650998,-1.583044,-1.418638,-1.266425,-1.150699,-0.083549,STAR,-0.368034
-0.561718,-1.035839,-1.228614,-1.249756,-1.369509,1.097088,GALAXY,-0.225933
-0.36434,0.086705,0.276808,0.367482,0.452462,0.2854,STAR,-0.36647
0.3615,0.6324,0.722144,0.783304,0.845733,0.826525,STAR,-0.370093
0.650624,0.063555,-0.088759,-0.131732,-0.123872,0.869569,STAR,-0.367287
0.008368,0.316124,0.477679,0.573186,0.65701,2.326918,STAR,-0.368114
-1.879102,-1.607724,-1.340272,-1.157467,-1.016875,-0.00361,STAR,-0.367784
-2.215322,-2.012176,-1.795033,-1.650448,-1.507721,0.205461,STAR,-0.36891
0.840082,0.727155,0.513995,0.362611,0.258414,0.014837,GALAXY,-0.064853
0.005403,1.290962,2.016018,2.389359,2.353993,1.435291,STAR,-0.367882
0.702048,0.079477,-0.336247,-0.530454,-0.669851,-0.22498,GALAXY,-0.045718
0.655928,0.12501,-0.234634,-0.417399,-0.570737,0.150119,GALAXY,-0.102204
-1.417083,-1.75831,-1.602514,-1.42126,-1.293175,-0.403305,STAR,-0.367346
1.051997,0.286257,-0.126817,-0.283472,-0.405288,0.469874,GALAXY,-0.138491
-1.268646,-0.974076,-0.963453,-1.036086,-1.058189,0.303847,QSO,-0.180061
-0.805349,-1.328318,-1.280729,-1.179553,-1.083302,1.041745,STAR,-0.367919
0.898992,-0.376141,-0.740277,-0.764222,-0.754193,0.93721,STAR,-0.367672
0.437792,1.373333,1.425974,1.566286,1.465312,-0.51399,QSO,2.161694
-2.077191,-2.09882,-1.89368,-1.700298,-1.543903,0.039434,STAR,-0.36797
-1.116074,-1.152765,-1.023948,-0.902229,-0.792397,-0.114295,STAR,-0.36772
1.022127,0.823174,0.646989,0.473433,0.364759,-1.055115,GALAXY,-0.135212
0.196874,-0.483543,-0.759786,-0.832043,-0.928562,-0.643122,GALAXY,-0.174375
0.624743,0.623664,0.465731,0.350513,0.276413,0.814227,GALAXY,0.000751
1.092211,1.186291,1.542228,1.676317,1.755013,0.783481,STAR,-0.370244
0.218451,1.239189,0.751991,0.412998,0.300531,2.068653,QSO,0.188643
0.878668,2.014836,2.256763,2.272795,2.176272,-0.058953,QSO,4.975651
-1.405571,-1.438155,-1.387312,-1.313111,-1.242899,-0.815298,STAR,-0.368059
-0.261794,-0.866876,-1.088397,-1.161362,-1.242322,-0.987474,GALAXY,-0.225169
-1.67008,-1.591675,-1.429729,-1.469431,-1.543593,0.389935,GALAXY,-0.210465
-1.487926,-1.237932,-0.535338,-0.203711,0.006692,-0.452498,STAR,-0.367552
0.904175,1.303291,1.337958,1.073288,1.128194,2.326918,GALAXY,-0.11405
-0.149291,0.109354,0.266131,0.340025,0.439847,-0.237278,STAR,-0.366406
-0.16947,-0.937482,-1.174823,-1.243382,-1.314501,-0.58163,GALAXY,-0.207403
0.00075,0.968063,1.425212,1.413614,1.2407,1.724301,QSO,0.779951
1.160233,0.479816,0.001206,-0.153888,-0.311499,0.943359,GALAXY,-0.055414
0.204589,-0.392403,-0.583273,-0.566985,-0.530518,0.506769,STAR,-0.368172
-1.683002,-1.413709,-1.088124,-0.905966,-0.743133,-0.544735,STAR,-0.368926
-0.435558,0.116794,0.187163,-0.055198,0.101843,1.595169,GALAXY,-0.092018
0.494725,0.629031,0.730844,0.778469,0.833544,0.156268,STAR,-0.36838
-1.259159,-1.487875,-1.36979,-1.220417,-1.087967,-1.793013,STAR,-0.367858
0.878174,0.357002,-0.010676,-0.201997,-0.369483,-1.737671,GALAXY,-0.064673
0.18758,0.055478,0.120896,0.068284,0.091335,-1.067413,GALAXY,-0.245413
0.503247,1.326854,1.640065,1.908441,1.803032,-0.993623,QSO,1.527136
1.055348,1.808172,1.459286,1.420138,1.040684,-0.341814,QSO,0.486529
0.49446,1.653643,1.579099,1.643707,1.783018,2.203935,QSO,2.821544
0.325771,0.3842,0.281186,0.159685,0.112427,-0.058953,GALAXY,-0.08269
0.710992,1.005997,1.152434,1.207189,1.271222,0.377637,STAR,-0.364782
-0.319028,-1.005367,-1.216722,-1.267516,-1.335309,0.568261,GALAXY,-0.232102
-0.001119,1.360515,2.089798,2.448739,2.772845,-0.72921,STAR,-0.368329
0.940217,1.427231,1.337101,1.182994,1.267594,-1.577793,GALAXY,0.154143
-1.068676,-0.422705,0.692984,-0.224909,-0.451451,-1.128905,STAR,-0.368056
-0.19089,0.136394,0.237526,0.318669,0.383569,-0.839895,STAR,-0.368388
-1.845796,-1.578835,-1.401257,-1.287201,-1.199077,-1.774566,STAR,-0.368787
0.588881,0.34886,0.067228,-0.052033,-0.164091,-1.467108,GALAXY,-0.056622
-0.308625,-0.380839,-0.524002,-0.626119,-0.717644,1.632064,GALAXY,-0.367953
0.904766,0.664329,0.631021,0.673476,0.750765,-0.58163,STAR,-0.367909
0.170282,0.136691,0.181947,0.226952,0.292848,1.816538,STAR,-0.368484
0.964965,0.342547,-0.117835,-0.253025,-0.390106,-0.145041,GALAXY,-0.057621
0.364695,0.646441,0.694764,0.720442,0.757813,0.482173,STAR,-0.367896
1.102348,1.406038,1.484501,1.521816,1.536621,0.389935,STAR,-0.368169
0.934202,1.080121,1.053006,1.027429,1.083528,0.014837,STAR,-0.36696
1.0942,0.135235,-0.166428,-0.216214,-0.232683,-0.181936,STAR,-0.368006
0.968678,0.669973,0.553719,0.560095,0.570904,0.199312,STAR,-0.368177
-0.446443,-1.125396,-1.312035,-1.344981,-1.413005,-0.138892,GALAXY,-0.176445
-1.251107,-1.53343,-1.395994,-1.235372,-1.093877,1.017149,STAR,-0.368169
1.170311,0.647652,0.053811,-0.147065,-0.25915,-0.341814,GALAXY,0.191659
-0.361459,-0.470746,-0.72267,-0.564558,-0.669508,1.103237,STAR,-0.367838
0.494833,-0.205551,-0.534726,-0.629961,-0.732742,-0.464797,GALAXY,-0.154496
-0.769379,-0.838901,-0.961109,-1.049476,-1.177534,0.06403,GALAXY,-0.269469
-0.80066,-1.089014,-1.108462,-1.036825,-0.96048,-0.809149,STAR,-0.367419
0.031512,-0.250808,-0.224155,-0.161554,-0.056349,-1.030518,STAR,-0.368816
-0.153775,0.380002,0.551017,0.47608,0.519792,0.254654,GALAXY,-0.070864
0.667235,1.314855,1.309975,1.354735,1.351117,-1.362572,QSO,2.30191
1.162861,0.347532,-0.049647,-0.23785,-0.399252,0.248505,GALAXY,-0.192486
0.077536,0.163199,0.278089,0.362453,0.447965,0.340742,STAR,-0.368571
0.333305,0.364867,0.350522,0.285014,0.251191,0.377637,GALAXY,-0.263676
0.883019,1.16463,1.294637,1.36387,1.432625,-1.737671,STAR,-0.368339
-0.107752,0.024283,0.050967,-0.039241,0.003131,-0.686166,GALAXY,-0.101947
0.050293,1.361121,1.513237,1.506694,1.11909,-0.00361,QSO,0.354584
-0.952605,-0.979359,-0.813906,-0.710548,-0.609301,0.014837,STAR,-0.367039
-2.153194,-2.202439,-1.96457,-1.764575,-1.599922,0.832674,STAR,-0.367947
-0.719727,-1.2619,-1.488567,-1.577413,-1.663899,1.58902,GALAXY,-0.207466
-0.100398,-0.545976,-0.792571,-0.908269,-0.993518,-1.614688,GALAXY,-0.146124
0.867361,0.026738,-0.308688,-0.427677,-0.533812,-0.501691,GALAXY,-0.191733
0.034875,0.427395,0.535067,0.627494,0.650155,0.156268,STAR,-0.36842
-0.499397,-0.593496,-0.464957,-0.341261,-0.228486,-1.74382,STAR,-0.367789
0.476016,0.234071,0.104137,0.032228,-0.039947,-1.460959,GALAXY,-0.158319
-0.204572,-1.364615,-1.663913,-1.642799,-1.584464,0.254654,STAR,-0.368341
0.930176,1.09227,1.109151,1.027465,1.036955,-0.181936,GALAXY,-0.177077
0.555877,0.611451,1.205236,1.501824,1.740935,0.888017,STAR,-0.369067
0.396602,0.156354,-0.030157,-0.179156,-0.29386,-0.138892,GALAXY,-0.116801
0.764212,0.715867,0.479374,0.32077,0.279506,-1.239589,GALAXY,-0.049685
-1.901475,-1.442066,-1.15118,-0.97864,-0.839622,-0.72921,STAR,-0.367141
0.390165,-0.285797,-0.618995,-0.739763,-0.866131,-1.706925,GALAXY,-0.159528
1.095056,2.073963,2.018051,2.016414,2.12603,-1.264186,QSO,3.013582
0.911649,0.782424,0.50005,0.321808,0.209601,-0.520139,GALAXY,0.010984
-2.051033,-1.617715,-1.221637,-0.995995,-0.829231,-1.651583,STAR,-0.367765
1.078457,2.099759,2.114165,1.976077,1.672593,-1.682328,QSO,0.602607
0.628275,0.82632,0.872501,0.90916,0.938435,1.373799,STAR,-0.367947
0.919484,0.461226,0.190524,0.005932,-0.12281,-0.489393,GALAXY,-0.198862
-0.313423,-0.635565,-0.779097,-0.89953,-0.96313,-0.397156,GALAXY,-0.19025
-0.094745,0.122141,0.238374,0.143393,0.256993,-1.571644,GALAXY,-0.175526
-0.416307,-0.040106,0.136065,0.235023,0.321247,0.06403,STAR,-0.366408
0.793721,0.847418,0.589649,0.361459,0.275786,1.80424,GALAXY,-0.184246
0.719406,0.54025,0.414454,0.301613,0.236127,-1.221142,GALAXY,-0.061456
0.028366,0.087087,0.483922,0.679815,0.798776,-1.393318,STAR,-0.367955
0.692404,0.332216,0.260613,0.271105,0.299937,-0.015909,STAR,-0.368474
0.782281,-0.067591,-0.463959,-0.608236,-0.752203,-0.618525,GALAXY,-0.277004
0.460527,-0.334753,-0.65146,-0.761523,-0.861349,-1.793013,GALAXY,-0.164109
0.700734,-0.24358,-0.623873,-0.751369,-0.859359,-0.015909,GALAXY,-0.157016
0.882393,1.796438,1.975135,1.799404,1.858248,-0.114295,QSO,3.918286
0.566605,-0.00349,-0.338083,-0.530498,-0.706751,-0.304919,GALAXY,-0.206028
-1.628203,-1.094807,-0.723536,-0.553058,-0.420595,-0.101997,STAR,-0.367212
0.310329,-0.31154,-0.597085,-0.688366,-0.776698,-0.15119,GALAXY,-0.154036
0.773819,0.69799,0.715026,0.760709,0.827617,0.248505,STAR,-0.367664
0.185229,-0.464922,-0.568472,-0.520326,-0.48795,1.472186,STAR,-0.368478
1.132014,1.259139,1.28959,1.294897,1.335576,1.349203,STAR,-0.368304
0.54105,0.380831,0.339167,0.377847,0.430693,-0.009759,STAR,-0.367744
1.072393,0.008499,-0.376875,-0.423017,-0.452061,-0.809149,STAR,-0.367537
0.341779,0.226036,0.076097,-0.055102,-0.162377,1.595169,GALAXY,-0.088157
0.484527,0.769807,0.600401,0.408461,0.372944,-1.024369,GALAXY,0.1199
-0.078761,0.206872,0.392525,0.487861,0.553357,-1.048966,STAR,-0.366934
-0.899385,-1.347971,-1.132669,-1.108655,-0.983202,0.273102,GALAXY,-0.26995
-0.063862,-0.595069,-0.948633,-1.070691,-1.193468,-0.87679,GALAXY,-0.120058
0.709401,0.106665,-0.369936,-0.532195,-0.691519,0.334593,GALAXY,-0.044501
0.792684,1.972651,2.205251,2.132969,2.100173,0.266952,QSO,4.653541
0.288523,0.522043,0.561195,0.534739,0.512628,-0.317217,GALAXY,-0.282626
0.534709,0.413897,0.061936,-0.06516,-0.107971,0.162417,GALAXY,-0.001935
0.633723,1.728277,1.812181,1.944848,1.982809,-0.354112,QSO,2.328223
0.940073,0.926133,0.651433,0.489997,0.337908,0.193163,GALAXY,-0.026894
-0.822828,-0.751077,-0.750144,-0.811558,-0.850598,2.24083,GALAXY,-0.221143
0.19644,1.815506,2.461711,2.783562,3.013465,1.675108,STAR,-0.366376
0.620837,1.445013,1.752703,1.844726,1.700432,0.709691,QSO,5.503072
0.3659,0.383339,0.224006,0.11875,0.064258,-0.108146,GALAXY,-0.036796
-6.785355,-3.888396,-3.316396,-2.928845,-3.076933,-0.206532,STAR,-0.367609
-0.660962,-1.379548,-1.52428,-1.560612,-1.621398,-0.790701,GALAXY,-0.278324
0.356353,-0.575534,-0.886048,-0.982359,-1.071891,-0.575481,GALAXY,-0.199422
-0.343065,-0.088827,0.034725,0.121836,0.200698,0.008688,STAR,-0.365106
0.153358,-0.095555,-0.444949,-0.550342,-0.653934,-0.360261,GALAXY,-0.017548
0.639618,0.719013,0.563784,0.401471,0.380534,-0.753807,GALAXY,-0.010555
-0.289628,-0.462573,-0.568641,-0.628212,-0.681956,-1.270335,GALAXY,-0.242221
0.838117,1.854311,2.124475,2.045955,1.967753,0.371488,QSO,1.450165
-0.076579,0.262524,0.537487,0.649597,0.767309,0.014837,STAR,-0.368898
0.221453,-0.457875,-0.771866,-0.937898,-1.062653,-0.72921,GALAXY,-0.159439
0.970486,0.590555,0.296289,0.132579,-0.005806,-0.169637,GALAXY,-0.057269
-0.078833,0.24319,0.371575,0.43649,0.485358,-0.022058,STAR,-0.367739
0.772312,1.183463,1.204709,0.896931,0.967142,0.260803,GALAXY,-0.084807
0.885033,1.578828,1.767419,1.952647,1.86634,-1.073562,QSO,1.523129
0.899654,0.103094,-0.382195,-0.496016,-0.646594,-1.762267,GALAXY,-0.083061
-0.776696,-0.567244,-0.326954,-0.287375,-0.263723,-0.51399,GALAXY,-0.194816
-0.970506,-0.549547,-0.30993,-0.177635,-0.072643,0.78963,STAR,-0.366577
-2.980508,-2.433006,-1.878596,-1.587559,-1.362411,-1.159651,STAR,-0.367334
-1.065506,-1.791376,-1.878239,-1.803506,-1.726489,-1.768416,STAR,-0.368906
0.788091,0.257464,-0.005818,-0.104838,-0.211098,-0.969027,GALAXY,-0.233502
-2.608933,-2.054169,-1.696217,-1.525514,-1.368112,-0.790701,STAR,-0.368061
0.632795,0.234634,0.361011,0.349951,0.422685,0.051732,GALAXY,-0.238283
0.229324,1.551523,1.670665,1.750679,1.905514,0.592857,QSO,2.878429
-0.809399,-0.96112,-0.878111,-0.767722,-0.686228,-0.046654,STAR,-0.367468
0.154828,-0.339291,-0.514332,-0.584727,-0.671523,-0.360261,GALAXY,-0.283038
0.946148,0.080614,-0.331087,-0.470827,-0.634832,0.93721,GALAXY,-0.084143
-0.229621,-0.156096,-0.111442,-0.0637,-0.016264,2.290023,STAR,-0.369536
0.897521,0.167769,-0.118541,-0.266556,-0.385208,-0.864491,GALAXY,-0.241158
0.199634,0.507865,0.681092,0.764999,0.840123,-1.110457,STAR,-0.366915
0.518689,0.801661,0.888394,0.915456,0.978762,-1.74382,STAR,-0.367497
0.212123,-0.000259,-0.007146,0.061884,0.139329,0.57441,STAR,-0.367585
0.496955,0.641669,0.648948,0.511643,0.488058,-0.557034,GALAXY,-0.157847
-0.895045,-0.561185,-0.23648,-0.049827,0.088417,1.355352,STAR,-0.367927
0.674335,0.427427,0.327031,0.311055,0.318688,0.506769,STAR,-0.367005
0.997885,0.79284,0.571533,0.520083,0.495992,-0.981325,STAR,-0.366811
-2.54942,-2.649341,-2.336747,-2.092364,-1.907546,0.71584,STAR,-0.368359
-2.618793,-2.124063,-1.792793,-1.606066,-1.452396,-0.507841,STAR,-0.365065
-1.407162,-1.75137,-1.817414,-1.85187,-1.937198,-0.231129,GALAXY,-0.312759
-0.798309,-0.661924,-0.510171,-0.384271,-0.285876,1.632064,STAR,-0.368748
-0.972844,-0.519436,-0.239888,-0.087421,0.028377,0.758884,STAR,-0.366396
0.89916,0.985718,0.965432,0.981791,0.994788,1.841135,STAR,-0.368804
-2.578218,-2.930076,-2.881624,-2.819421,-2.786321,1.373799,GALAXY,-0.265948
0.548813,0.436982,0.242347,0.15615,0.2143,-0.753807,GALAXY,-0.082239
0.83027,0.818231,0.763092,0.771426,0.787808,-0.421752,STAR,-0.36647
1.063172,1.818068,1.682227,1.573117,1.246243,-1.036668,QSO,0.379887
0.639775,0.415778,0.04255,-0.155743,-0.3065,-0.833746,GALAXY,-0.152242
-1.206602,-0.803657,-0.556966,-0.418876,-0.284238,0.592857,STAR,-0.368843
-0.899891,-0.709593,-0.681241,-0.812411,-0.811633,1.293861,GALAXY,-0.161328
-0.581813,-0.669959,-0.670508,-0.632045,-0.553307,-1.682328,STAR,-0.368582
-1.206011,-1.016495,-0.802372,-0.730567,-0.712377,-0.29262,GALAXY,-0.312208
1.171504,0.252968,-0.309676,-0.447608,-0.619985,0.174715,GALAXY,-0.043655
1.144056,0.179461,-0.49455,-0.661287,-0.801401,-1.135054,GALAXY,0.056658
-0.652102,-1.21558,-1.428119,-1.486056,-1.563598,-0.993623,GALAXY,-0.264159
-0.328684,0.820506,1.032094,1.140581,1.194094,-0.600078,QSO,3.274619
0.118123,0.465594,0.638205,0.712749,0.762795,0.045583,STAR,-0.370228
-1.142847,-0.68705,-0.339787,-0.191842,-0.035559,-0.58163,STAR,-0.369507
-1.137362,-1.004634,-0.280394,0.055518,0.261098,-1.793013,STAR,-0.366381
-0.073276,0.00344,-0.069345,-0.084291,-0.184564,-0.772254,GALAXY,-0.276513
0.241222,0.228895,0.209882,0.124869,0.065654,-0.169637,GALAXY,-0.204563
-0.014101,0.331854,0.535387,0.628092,0.710195,0.039434,STAR,-0.367276
0.730918,0.759285,0.775973,0.747873,0.756977,-0.046654,GALAXY,-0.287975
0.363441,0.46045,0.52454,0.522351,0.558314,1.712003,GALAXY,-0.304526
0.354605,0.392267,0.364269,0.406922,0.454786,-1.251888,STAR,-0.367566
-1.033417,-0.857427,-0.809509,-0.850119,-0.860053,1.318457,GALAXY,-0.183277
1.012254,1.111763,0.834622,0.629938,0.54126,0.230057,GALAXY,0.000313
-0.013764,-0.294768,-0.452905,-0.553155,-0.622618,-0.022058,GALAXY,-0.172889
0.314946,-0.259661,-0.547353,-0.640028,-0.719408,1.65666,GALAXY,-0.285424
0.811368,0.883045,0.820904,0.71296,0.67954,-0.237278,GALAXY,-0.074973
0.999609,0.125956,-0.296005,-0.442157,-0.600464,0.71584,GALAXY,-0.139861
-2.381479,-2.821461,-2.839207,-2.825417,-2.840794,0.801928,GALAXY,-0.290627
-0.30736,0.294399,0.517158,0.409648,0.515938,-1.676179,GALAXY,-0.083844
-0.313833,1.413372,2.185601,2.26992,2.097489,0.71584,STAR,-0.36784
0.240547,0.017937,-0.08907,-0.211862,-0.298826,1.785793,GALAXY,-0.181603
1.008433,0.841551,0.545245,0.377689,0.247296,-0.237278,GALAXY,-0.119062
-2.985486,-2.822631,-2.504428,-2.252395,-2.034532,-0.981325,STAR,-0.36755
-2.534967,-1.896653,-1.457063,-1.247567,-1.058331,-1.793013,STAR,-0.368038
-0.53726,-0.546986,-0.543935,-0.582133,-0.640357,0.414532,GALAXY,-0.264061
0.963193,-0.390277,-0.773514,-0.77676,-0.728771,0.900315,STAR,-0.368262
0.706652,2.030067,2.057041,1.67462,1.762804,-1.141203,QSO,4.443837
0.428197,0.408561,0.412345,0.461001,0.500899,0.039434,STAR,-0.367799
-0.062813,0.895289,0.789606,0.70423,0.732181,-0.772254,QSO,0.200164
0.177129,-0.651539,-1.046056,-1.148684,-1.270938,1.650511,GALAXY,-0.098582
-0.987309,-0.490526,-0.288651,-0.16799,-0.096418,-0.114295,STAR,-0.365942
-1.920376,-1.83235,-1.617532,-1.465184,-1.332458,0.980254,STAR,-0.367122
0.256459,1.250318,1.704279,1.706622,1.799136,1.269264,QSO,1.15702
0.788176,0.289467,-0.050278,-0.26311,-0.436294,-1.583942,GALAXY,-0.148291
1.120828,0.248908,-0.215624,-0.348268,-0.49707,-0.975176,GALAXY,-0.079673
0.31403,-0.659872,-0.939227,-0.971967,-0.958114,0.408383,STAR,-0.367916
0.501331,0.831857,0.977992,1.058553,1.132382,-0.58778,STAR,-0.365842
0.92351,0.731353,0.349515,0.127603,-0.010086,1.834986,GALAXY,-0.055042
-0.687976,-1.271763,-1.429955,-1.462564,-1.526715,-1.737671,GALAXY,-0.243498
0.56693,-0.160794,-0.512176,-0.625548,-0.724783,-0.846044,GALAXY,-0.168809
0.692922,0.675266,0.678174,0.591764,0.594654,0.666647,GALAXY,-0.214246
-0.171495,0.101829,0.247309,0.343216,0.383745,0.057881,STAR,-0.36747
-0.061403,-0.094875,-0.048386,0.016482,0.046911,-1.663881,STAR,-0.368083
0.383692,-0.480971,-0.968001,-1.075843,-1.163556,1.066342,GALAXY,-0.000981
-0.629705,-1.244384,-1.417244,-1.430465,-1.47684,0.894166,GALAXY,-0.190835
0.908418,0.7991,0.660096,0.591676,0.741511,1.44144,STAR,-0.368987
0.18717,-0.021272,-0.196558,-0.301724,-0.362118,0.205461,GALAXY,-0.096015
0.04077,1.067611,1.187177,1.272056,1.265119,0.906464,QSO,2.052148
0.014757,1.177905,1.216271,1.243332,1.265395,0.303847,QSO,2.604431
0.716935,0.077883,-0.287371,-0.415403,-0.537874,0.082478,GALAXY,-0.118214
0.610531,0.776503,0.818079,0.821259,0.770377,-0.962878,GALAXY,-0.288435
0.277168,0.049069,-0.303669,-0.457851,-0.592222,1.705854,GALAXY,-0.000723
-0.052796,-0.273787,-0.543812,-0.664003,-0.779431,-0.298769,GALAXY,-0.053596
-0.369524,-0.31831,-0.27997,-0.316309,-0.31496,-0.015909,GALAXY,-0.231257
0.943171,0.903579,0.937995,0.905301,0.913715,-0.126593,GALAXY,-0.294218
0.181866,0.092891,0.203866,0.174482,0.188652,-0.132742,GALAXY,-0.183907
0.986868,0.236749,-0.246837,-0.452303,-0.624332,1.914925,GALAXY,-0.181645
-3.612361,-2.933083,-2.261404,-1.914706,-1.640325,0.826525,STAR,-0.367686
1.135269,1.74777,1.856236,1.940136,2.047347,1.785793,STAR,-0.367889
0.702879,0.413195,0.124851,-0.009058,-0.127065,1.582871,GALAXY,-0.122442
1.004286,1.081992,1.312536,1.415803,1.48933,-0.108146,STAR,-0.367023
-0.278369,-0.169477,0.239052,0.462364,0.588727,2.406857,STAR,-0.368324
-0.081341,0.140804,0.163841,0.111145,0.079146,-0.052803,GALAXY,-0.18305
0.368492,-0.111275,-0.380086,-0.505397,-0.654812,0.193163,GALAXY,-0.293881
0.839744,0.872044,0.752424,0.680984,0.63387,0.266952,GALAXY,-0.057602
0.140809,-0.235534,-0.354777,-0.415588,-0.461692,1.183176,GALAXY,-0.177362
-0.40811,-0.372049,-0.374577,-0.451037,-0.485785,0.777332,GALAXY,-0.246241
-0.241097,-0.380456,0.197614,0.465248,0.601969,2.474497,STAR,-0.367943
0.633591,2.038155,2.747492,3.132557,3.494631,0.119373,STAR,-0.367837
0.473461,0.719119,0.824934,0.862774,0.880158,-0.126593,GALAXY,-0.289737
0.968111,0.244296,-0.094748,-0.222236,-0.342974,0.451427,GALAXY,-0.208638
-0.318184,0.597762,1.149252,1.424745,1.694772,0.346891,STAR,-0.368093
-0.775285,-0.460256,-0.242835,-0.193618,-0.19233,-1.479406,GALAXY,-0.295563
-2.484484,-2.438384,-2.245878,-2.075247,-1.928922,-1.055115,STAR,-0.367567
1.114391,1.916011,2.137026,2.273956,2.104921,-0.028207,QSO,1.567533
0.565942,1.299273,1.387258,1.310766,1.218814,-0.403305,STAR,-0.378649
0.62009,-0.248257,-0.595541,-0.70333,-0.807796,0.107074,GALAXY,-0.173608
-2.164477,-1.592238,-1.264251,-1.103124,-1.039003,0.2854,GALAXY,-0.333647
0.771866,0.711594,0.429745,0.275193,0.15803,-1.01822,GALAXY,-0.03756
1.092283,0.839754,0.575704,0.440147,0.320829,-0.311068,GALAXY,-0.12772
0.240752,0.13228,0.077105,0.089912,0.139136,-0.089698,STAR,-0.36917
-0.288229,-1.113343,-1.444003,-1.523097,-1.605205,-0.661569,GALAXY,-0.103637
0.575923,-0.2549,-0.687776,-0.813668,-0.943325,-1.417915,GALAXY,-0.09727
1.035881,0.902687,0.230361,0.002626,-0.118212,0.297698,GALAXY,0.111987
-0.072469,1.158274,1.445201,1.330258,1.316892,0.414532,QSO,4.572345
1.09215,0.319451,-0.067537,-0.204063,-0.324097,-0.145041,GALAXY,-0.151698
-0.044442,-0.921273,-1.189869,-1.271912,-1.367034,-0.575481,GALAXY,-0.200351
-3.017551,-2.875572,-2.715487,-2.660146,-2.640024,-1.012071,GALAXY,-0.3323
-0.513597,1.182369,7.499842,6.843,5.358961,1.275413,GALAXY,-0.352483
-0.413366,-0.889791,-0.906037,-0.861127,-0.800682,1.011,STAR,-0.36818
0.898871,0.706652,0.640643,0.640207,0.66369,0.223908,STAR,-0.369358
0.60331,0.34361,0.221897,0.19349,0.201835,-0.009759,STAR,-0.368754
