@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R1-3,5,7-10,13,15-19'

@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
0,11.1,57,1015.3,7,No
0,11.3,30,1019.3,7,No
0,9.2,49,1023.5,4,No
0,9.9,55,1016.7,6,No
22.2,0.1,75,1005.9,7,Yes
0,11,34,1014.8,2,No
0,10.5,34,1010.6,7,No
0.2,6.8,51,1015.8,5,No
8.2,2.9,53,1005.4,7,No
0,8.2,40,1011.7,3,No
0,7.6,65,1018.5,7,No
0,0.5,99,1008.7,8,Yes
0,8.5,42,1025.9,3,No
3.6,0.7,84,1011.5,7,Yes
0,12.3,33,1021,3,No
8.2,10.7,52,1015.2,5,No
1.2,10.3,27,1018.4,0,No
0,0.5,47,1021,8,Yes
0,13,41,1018.6,0,No
0.2,3.6,55,1025.1,7,No
0.2,6.2,44,1023.5,6,No
0,12.4,31,1028.7,1,No
0,10.5,14,1012.6,1,No
0,13.2,25,1019.6,0,No
0,10.6,49,1013,0,No
28.6,9.1,49,1012.7,7,No
46.2,1.5,90,1001.3,8,Yes
0,10.4,20,1023.9,0,No
3,1.6,70,1030.5,7,No
4.6,0.4,68,1022.5,7,Yes
0,5,78,1018.4,7,Yes
0,10.6,47,1016.4,1,No
25.4,0,81,1005.6,7,Yes
0.6,1.6,55,1024.2,7,No
0,12.1,47,1023.5,1,No
2.8,4.6,71,1028.8,7,Yes
3.6,10.2,64,1022.4,6,No
0,0,94,1023.2,8,Yes
0,10.5,51,1014.9,2,No
0.2,10.8,53,1019.4,3,No
0,13.1,24,1010.5,0,No
0,12.4,42,1014.3,5,No
5,3.8,67,1020.6,7,No
0,9.4,35,1029.3,1,No
0,0.6,42,1021.3,8,Yes
0,10,49,1013.1,1,No
0,0.5,84,1031.8,8,No
0,12.9,12,1013.6,1,No
0,6.4,50,1018.3,7,Yes
1.4,4.9,47,1009.3,7,No
0,12.1,38,1015.8,2,No
34.2,10.1,39,1007.3,6,No
0,10.3,46,1018.8,1,No
0,6.7,61,1015.5,6,No
0,0.1,69,1033,8,No
0,10.9,34,1029.9,1,No
0,7.9,57,1034,5,No
3,9.5,68,1012.4,6,No
0.8,1.8,76,1017.1,7,No
0.4,6.6,62,1024.4,3,No
2.2,4.2,94,1022.1,6,No
3.2,6.4,58,1022,7,No
0,9.8,55,1020.9,3,No
34.2,10.4,38,1020,5,No
1.8,10.7,46,1026.3,5,No
0,9.4,55,1017.3,2,No
0,13,48,1017.2,0,No
3,1.7,79,1033.2,6,Yes
1.8,8.3,52,1010.9,7,No
0.2,5.2,54,1023.4,7,Yes
0,13.1,50,1007.1,0,No
2,7.7,64,1013.1,5,Yes
0,12.7,8,1011.1,1,No
0,9.1,25,1021.4,7,No
0,12.4,22,1011,1,No
0,7.9,56,1019.3,2,No
1.8,2.2,78,1025.8,7,Yes
0,9.6,39,1018.9,5,Yes
0.2,0,86,1011.4,8,Yes
0,11.2,28,1007.6,2,No
0,10.2,57,1019.6,1,No
3.2,8.6,52,1019.4,7,No
0.8,4.1,65,1021.5,7,No
0,12.8,28,1012.6,0,No
0,10.1,56,1017.1,2,No
0,6.9,37,1014.1,3,Yes
0.6,5.2,49,998.7,2,Yes
0,12.5,67,1014.1,4,No
0,0,99,1007,8,Yes
0,12.3,22,1010.5,7,No
0,9.6,41,1024.2,1,No
0,7.6,63,1013.7,7,No
6.8,9.6,26,1010.4,3,No
0,12.6,8,1020,0,No
0,12,72,1015.4,1,No
0,10.9,37,1024.1,2,No
0,10.7,32,1026.5,0,No
0,2.8,67,1013.9,7,No
0,12.1,33,1014.4,1,No
8,1.1,69,1010.6,7,Yes
0,5.3,49,1014.8,7,Yes
0,8.9,48,1024.5,3,No
9.4,1.7,65,1015.8,7,No
3.4,6.3,59,1028.6,7,Yes
0,11.2,49,1014,5,No
0,11.2,18,1015.5,4,No
0,0.1,79,1016.4,7,Yes
3,11.1,47,1016,3,No
0.4,1.4,69,1015.4,7,Yes
0,4.1,75,1016.2,7,No
0.2,1.2,74,1011.3,7,Yes
0,9.1,35,1018,4,No
0,11.3,31,1025.1,3,No
0,10.3,27,1030.9,1,No
24.8,0.2,76,1011.3,8,Yes
0,1.5,65,1023.8,7,No
0,5.4,85,1016.7,7,Yes
0,9.9,21,1018.1,2,No
206.2,0,96,1017.7,8,Yes
0.8,8.3,36,1011.5,7,No
0,2.4,57,1012.5,6,No
0,3.2,72,1016.1,5,No
0,10.2,49,1022.6,2,No
0,6.8,72,1016.8,5,No
1.4,7.9,74,1013,7,Yes
0,13.7,12,1015.9,2,No
0,6.9,49,1014.5,4,No
2,10.2,58,1012.7,3,No
12.8,4.6,58,982.2,6,Yes
0,11.2,35,1015.6,0,No
0,6.7,58,1032.2,1,No
0,12.6,14,1011.9,1,No
7.2,11.1,40,1024.1,3,No
0,1.9,58,1026.1,7,No
0,0.7,53,1026.2,7,Yes
6.8,0.2,90,1011,7,Yes
0,11,7,1018.9,0,No
0,0,81,1013.8,8,Yes
0,10.5,33,1034.8,2,No
0,5.6,53,1024.7,7,No
0,0.7,84,1007.1,7,Yes
0,12.4,39,1020.5,1,No
0.6,10.1,65,1007,7,No
0,10.8,43,1019.2,1,No
0,13.6,19,1013.6,1,No
1.2,5.1,49,1011.7,7,No
0,8.6,57,1022.1,1,No
28.8,5.3,64,1025.1,5,Yes
0,13.1,44,1014,1,No
0,8.2,66,1017.3,7,No
0,12.5,42,1015.2,1,No
3.4,0.7,93,1009.9,7,Yes
0,10.8,61,1011.5,2,No
0,11.7,27,1010.6,7,No
0,11.1,42,1014.8,5,No
0,0.4,88,1008.6,8,No
0.2,0,76,1028.2,7,No
0,1.7,59,1022.8,7,No
0,12,41,1019.7,0,No
10.2,10.8,49,1012,6,No
0,9,59,1015.2,3,Yes
0,10.6,29,1026.9,1,No
0,12.7,16,1015,1,No
0,12.5,38,1024.2,3,No
0,9.8,16,1014.7,7,No
0,2.5,71,1011,7,No
0,8.2,43,1008.2,1,No
0,4.4,61,1020.9,6,No
2,4.6,74,1005.8,6,Yes
0,9.5,32,1015.5,7,No
0,13.1,43,1020.2,1,No
16,0,92,1021.1,8,No
0,11.8,51,1021.4,2,No
0,12.5,11,1019.1,1,No
1.4,8.4,42,1021.1,7,No
0,9.4,58,1017.3,7,No
0,12.9,36,1018.2,5,No
0.2,3.4,66,1020.7,7,Yes
0,8.1,73,1034.7,7,No
11.8,11.5,70,1016.4,2,No
0,5.6,52,1009.9,6,No
0,8.8,46,1030,1,No
5,10.7,52,1025.5,5,No
0,0.4,75,1029.7,7,No
0.8,7.4,44,1011.8,7,No
0,9.3,28,1020.7,3,No
0,8.5,56,1024.7,7,No
0,11.7,61,1010.6,4,No
4.6,8,50,1019.5,3,No
0,12,47,1024.3,1,No
0,10.1,14,1020.2,0,No
0,5.2,48,1021.8,5,No
0,11,36,1024,1,No
0,12.3,11,1009.8,6,Yes
0.2,8.7,49,1020.6,7,No
0,13.3,7,1008.3,0,No
0,3.9,71,1019.3,7,Yes
0,11,57,1010.3,5,No
0.8,10.5,36,1029,4,No
7.6,4.1,37,1010.4,6,No
5,9.8,50,1012.4,7,No
0,11.8,54,1012,6,No
0,12.1,46,1027.7,1,No
0,10.6,53,1017,2,Yes
11.8,6.2,45,1011.2,7,Yes
0,7.2,63,1021.5,3,Yes
1,2.1,73,1027.1,7,No
0,11.2,43,1021.4,1,No
0,6.8,47,1021.2,6,No
0,11,22,1014.9,1,No
0,11.6,10,1008.9,1,No
0,5.1,53,1026.3,6,No
0,10.2,31,1012.7,7,Yes
0,1.3,33,1022.1,7,No
1.2,4.7,55,1027.3,4,No
1.6,6.9,70,1015.3,7,Yes
0,4.8,66,1030.5,7,No
4.2,1.8,56,1009,7,No
15,2.3,90,1008.2,8,Yes
0,10.1,29,1022.1,1,No
0,1.8,37,1017.5,7,No
0,13.2,26,1011.5,4,No
0,12.3,32,1025.2,2,No
8.8,8.4,46,1018.2,2,No
0.4,1.5,60,1015.8,7,Yes
0,10.8,23,1023.3,6,No
2.8,3.5,85,1015.5,7,No
4,2,96,1011.9,8,Yes
0,8.3,57,1025.3,5,No
17.8,1.3,78,1012.2,8,No
4,10.5,41,1018.9,1,No
3,5.9,60,1020.9,2,Yes
6,4,80,1003.3,7,Yes
0,13.1,13,1017.2,0,No
0,10.6,53,1015.8,1,No
0,4.1,61,1017.7,7,Yes
1,11.7,39,1023.8,6,No
0,2.7,51,1024.1,7,No
0.2,8.8,53,1022.9,3,No
0,9.8,25,1022,2,No
0,12.8,31,1010.2,2,No
0,12.2,21,1016.2,5,No
0.8,13,41,1017.8,5,No
0,12.9,24,1012.8,0,No
0,8.8,45,1020.6,3,No
0,9.5,34,1027.5,5,No
0,12.4,34,1011.5,2,No
0,9.6,45,1011.7,7,No
0,5.8,29,1022.5,5,No
1,0.3,94,1017.4,8,Yes
0,8.6,38,1029.8,3,No
0.4,3.3,54,1006,5,Yes
0,9.8,45,1016.7,3,No
0.2,0,74,1028,8,No
0,13.7,13,1013.6,1,No
0.2,1.8,59,1020.7,7,No
0.2,8.5,60,1017.8,1,No
0,12.7,22,1015.9,3,No
16,6.6,70,1020,7,No
0,7.7,29,1019.8,3,No
0.2,11.1,65,1012.4,1,No
0.2,4.6,31,1007.4,7,Yes
0,2.5,51,1016.9,8,Yes
0,10.6,49,1028.3,2,No
0,13.2,35,1016.5,0,No
0,10.4,7,1021.1,0,No
0,11.9,54,1012.1,7,No
0,12.7,6,1010.9,0,No
0,13.4,42,1012.3,2,No
0,10.5,13,1013.1,4,No
14.8,0,67,1010.6,6,Yes
0,7.7,59,1015.7,7,No
0,13.4,11,1012.9,1,No
0.4,7.3,64,1004.1,7,Yes
22.2,0.5,86,1011.2,7,Yes
4,0,92,1011.1,8,Yes
0,9.6,68,1023.9,3,Yes
0,11.6,42,1020.4,3,No
7.4,0,66,1017,8,No
0,11.1,58,1012.4,6,No
0,8.2,45,1035.1,2,No
0,8.9,53,1028.3,6,No
1.2,4.9,81,1014,7,No
0.4,4,77,1009.7,5,Yes
0.2,11.1,11,1016.7,7,No
0,9.9,18,1020.5,1,No
0,12,63,1009.1,3,No
0,5.2,41,1022.6,5,No
0,10.8,42,1019.8,1,No
0,8.3,58,1021,7,No
0,3.7,60,1024.6,7,No
0,3.3,54,1014.9,7,No
2.6,5.8,62,1017.4,6,No
0,11.3,51,1017.1,7,No
0,13,10,1011.1,5,No
4,5.9,60,1020.9,3,Yes
0,10.1,33,1018.5,0,No
0.4,0,53,1013,8,No
0.2,7.7,52,1029.8,5,No
1.2,7.6,65,1020.2,8,No
25.6,6.6,62,1007.4,7,Yes
3.2,6,36,1015,3,Yes
0,10.8,41,1018.9,2,No
0,9.9,21,1028.3,3,No
1.6,7.1,43,1015.8,7,No
0,10.4,20,1022.7,1,No
0,2.8,20,1015.8,7,No
0,4.6,72,1015.1,7,Yes
0,0,53,1023.2,8,No
13.2,5.1,53,1019.5,4,No
6.2,8,81,1008.2,7,Yes
0,12.7,61,1018.5,7,No
0,4.8,59,1024.6,6,No
0.2,8.8,59,1030.5,1,No
0,3.6,79,1024.7,8,No
1,7.8,77,1027.4,7,Yes
8.6,8.2,57,1016.3,6,No
0,0.9,52,1023.5,7,Yes
0,6.6,47,1020.6,5,Yes
0,11.9,51,1015.2,3,No
0,10.4,61,1015.2,1,No
0,13.2,11,1014.6,0,No
0,10.6,23,1001.5,6,Yes
0.4,9.4,68,1017.9,5,Yes
0,12.6,34,1019.8,0,No
1.2,0.6,74,1013.4,8,Yes
0.8,1.1,79,1016.7,8,Yes
2.2,6.9,64,1022.8,7,No
0,11.3,42,1011.7,2,No
0,6.4,35,1023.3,7,No
0,9.8,32,1018.3,5,No
0,9,29,1021.1,6,No
0,10.4,38,1030.2,1,No
13.8,8.9,56,1008.7,5,No
0,5.9,28,1014.3,7,No
0.2,11.6,48,1027.3,1,No
0,6.2,53,1008.1,5,No
0,11.2,24,1027.9,0,No
55.2,0.2,87,1003.1,7,Yes
10,0,100,1014.5,8,Yes
5.2,5.1,64,1026.5,7,Yes
1.2,10.4,54,1015.6,2,No
0,9.2,31,992.4,7,No
7.8,0.4,75,1016.4,8,No
15.8,12.3,13,1009.3,1,No
0,10.3,19,1023.2,0,No
0,4.7,55,1011.3,4,No
0,11.1,33,1012.7,1,No
0,3.9,94,1019.9,7,Yes
0.4,9.1,47,1026.5,0,No
0,10.4,40,1030.3,4,No
0,9.1,46,1025.8,6,No
0,3.9,52,1014.7,7,No
0,11.6,33,1021.7,1,No
0,4.8,54,1004.2,6,Yes
54,0,95,1012.3,8,Yes
0,10.7,56,1017.6,1,No
0,9.9,37,1020,0,No
8.4,5.1,74,1018.3,7,Yes
0,10.2,29,1020.4,6,No
0,6,53,1021.7,5,No
0,8.9,18,1007.7,3,No
2,9.3,43,1029.3,2,No
0,13,7,1016.2,1,No
1,2.4,71,1016.7,7,No
0.2,2,46,1024.4,7,No
4.6,5.7,71,1022.8,4,Yes
0,12,13,1016.6,1,No
0,4.4,63,1016.5,7,Yes
0,4.2,23,1017,8,No
0,8.6,57,1012.8,5,No
0,10.9,47,1014.5,1,No
7,3.7,83,1003,6,Yes
0,7.2,52,1014.3,3,No
0,12.4,24,1012.8,0,No
0,5.6,56,1012.6,7,No
0,12.2,43,1011,1,No
0,10.1,46,1009.6,7,No
0,9.2,72,1015.6,5,Yes
0,1.2,58,1016.4,7,Yes
0,8.8,34,1016,1,No
0,10.5,43,1014.8,6,No
15.2,0.4,91,1007.8,8,Yes
3.6,6.2,51,1023.7,7,No
0,10.3,74,1012.3,2,No
0,7.5,41,1012.4,7,No
0,11.1,31,1014.2,1,No
0,10,13,1020.8,6,No
0,11.9,20,1025.6,0,No
0.4,10.1,61,1021.6,1,No
0,5.6,60,1018.6,6,No
0.2,10.5,59,1013.7,1,Yes
0,10.3,30,1007.9,6,No
17.4,3.4,74,996,6,Yes
0,10.4,52,1018.3,1,No
0,9.9,69,1011.8,4,No
0,11.7,30,1013.4,6,No
0,1,61,1009.4,7,Yes
0,9.3,50,1028.6,2,No
0,7.9,69,1016.7,6,Yes
0.6,5.7,86,1009.6,7,Yes
0,8.1,17,1012.3,5,No
0,3.3,57,1013.4,7,No
0,11.5,39,1021.5,2,No
0,9.8,60,1020.1,3,No
0,7.9,42,1016.7,4,No
0,9.6,41,1019.5,7,No
15.4,4.3,74,1006.6,6,No
0.4,0.4,7,1013.5,7,No
0,9.9,46,1025.8,2,No
1.4,8.1,59,1026.5,2,No
0,0.3,84,1009.3,7,Yes
0,8.8,41,1021.2,7,No
3.2,7.9,48,1008.7,2,No
0,7.4,15,1004.6,7,No
0,10,22,1024.2,0,No
18.6,4.9,78,1015.6,7,No
3,0,60,1017.7,7,No
0,9.8,32,1030.8,7,No
0,13.8,59,1022.3,1,No
0,12.6,24,1016.3,2,No
0,9.5,27,1027,1,No
0,10.6,58,1015.9,3,No
0,12,22,1017.6,6,No
0,9.5,36,1028.2,1,No
15.4,4.7,80,1013.6,6,Yes
0,9.3,47,1023.1,2,No
0,10.3,29,1017.4,0,No
0,10.4,31,1024.3,1,No
4.4,3.8,64,1011.5,7,No
0,11.3,23,1017.6,0,No
0,0.9,46,1023.2,7,No
0,11.3,15,1016.1,5,No
0,10,27,1014.1,0,No
0,13.1,42,1017,1,No
0,8.8,37,1027.5,7,No
4,5.8,45,1009.5,7,No
0,9.2,51,1009.7,4,No
0,1.4,39,1023.1,7,No
0,2,81,1019.8,7,No
0.6,3.9,80,1023.1,6,No
40.2,1.1,75,1004.2,8,Yes
1,8.7,65,1021,5,No
0,11.1,46,1013,0,No
0.4,3.9,82,1024.6,5,Yes
0,5.6,75,1025.6,7,No
0,5,64,1019.4,7,Yes
0,13.5,16,1017.2,1,No
6.6,0.4,91,1022.9,8,Yes
0,8.9,51,1004.9,3,No
4,6,66,1005.3,7,Yes
0,10.7,73,1008,5,No
2.4,0,86,1017.4,8,No
0,8.8,77,1013.1,5,No
0,12.8,21,1008.9,1,No
0,7,64,1029.7,7,No
7,11.1,50,1012.3,3,No
16.2,0,93,998.6,8,Yes
7.6,0.5,65,1000.2,8,Yes
0,10,41,1014.5,1,No
5,8.7,52,1015.2,6,Yes
31.8,0,85,1014.4,8,Yes
0,10.7,20,1017,1,No
13.6,9.2,29,1017.9,1,No
0.2,5.4,60,1019.2,7,No
0,12.3,52,1016.4,4,No
0,11.1,64,1009.7,7,No
0,9.1,37,1029,4,No
8.8,9.1,62,1013,2,Yes
0,10.8,34,1009.4,5,No
9,7.2,71,1011.1,4,No
0,12.7,49,1021.3,1,No
0,2.9,58,1016.5,7,No
0,11.1,59,1012.9,1,Yes
0,10.9,32,1034.3,0,No
0,11.2,14,1019.4,0,No
0,11.4,35,1014.5,1,No
0,6.6,64,1011.3,6,No
0.8,5.5,72,1026.2,7,Yes
0,12,46,1017,1,No
0,7.7,39,1021.6,2,No
0,9,20,1016.9,7,No
0,13,22,1011.2,2,No
0,11,15,1016.2,1,No
0,11.8,43,1020.2,1,No
0,4.8,58,1008.1,7,Yes
0,11.2,36,1029.9,0,No
0,10.7,59,1007.2,4,No
0,11.6,18,1011.2,2,No
0,6.1,46,1018.2,6,No
3.6,5.3,46,1006.7,7,No
17,2.4,73,1001.5,8,Yes
0,9.9,28,1020.6,5,No
4.8,7.6,69,1016.9,2,No
75.8,0,90,1013.1,7,Yes
0,4.9,7,1008.8,5,No
0,7.6,37,1018.5,5,No
6.2,6.5,67,1008.9,7,Yes
0.6,7.8,54,1022.6,5,No
0,2.8,81,1014.1,5,Yes
0,11.1,31,1012.2,2,No
0,10,45,1014.6,1,No
0,9.5,46,1025.8,1,No
0,0,87,1024.2,8,No
8.4,1.1,59,1012.4,8,No
0,3.7,43,1022.1,6,No
6,7.2,57,1006.9,4,No
0,10.2,52,1018.9,0,No
0,4,64,1010,5,No
0,8.1,55,1022.9,5,No
0,11.8,10,1016.6,4,No
0,11.7,21,1013.3,0,No
0.6,1.9,74,1023.3,7,No
6.6,11,51,1021.3,1,No
2.8,3.1,63,1011.9,8,Yes
4.6,2.5,86,1022.3,8,Yes
0.6,2,83,1005,7,No
0.6,0,94,1021.1,8,Yes
0,9.3,57,1019,8,No
0,12.2,28,1020.4,2,No
1,5.9,54,1017.2,3,No
0,11.9,13,1013.2,5,No
0,12.9,49,1010.9,1,No
0,10.8,35,1010.8,2,No
0,12.8,10,1008.7,1,No
0,13.3,15,1011,0,No
0.2,9.3,44,1015.2,1,Yes
0,10.1,25,1019.7,1,No
0,3.5,61,1012.9,7,No
0,5.9,33,1015.4,5,No
0,10.2,36,1029.9,1,No
0,6.1,51,1020.1,7,No
4,5.1,52,1005.9,7,Yes
0,9.9,54,1022,7,Yes
0,5.7,58,1016.6,7,No
0,4.4,69,1022.6,7,No
3.6,12.8,26,1018.2,1,No
0,12.6,37,1019.2,2,No
0.2,2,29,1014.3,8,No
0,4.1,82,1009.7,8,Yes
0,3.6,53,1017.1,8,No
0,4,47,1005.8,7,Yes
0,10.5,37,1024.5,2,No
0,10.1,33,1015,7,No
0,8.8,25,1020.5,7,No
0,13,6,1017.6,1,No
0,11.5,34,1010.5,1,No
0,1.4,58,1024.3,7,Yes
0,9.8,57,1017.4,2,No
0,9.4,43,1010,5,Yes
0,11.6,30,1012.2,3,No
0,8.8,27,1019.6,6,Yes
0,10.7,54,1019,1,No
0,13,7,1006.6,4,No
3.4,9.6,33,1009.6,4,No
0,11.4,38,1012.3,5,No
5,2,80,1004.6,6,Yes
0.2,2,71,1015.7,7,No
13.6,1.7,61,1032,7,No
0,3.5,50,1021.1,7,Yes
3,4.3,53,1008.7,1,No
4.4,6.9,67,1014.3,7,No
0,9.7,47,1015,4,No
0,8,66,1013.5,7,No
8.2,2.5,75,1015.5,7,Yes
3.4,9.9,41,1019.9,1,No
0,0.2,69,1032.3,7,No
0,11.1,63,1016.5,1,No
0,10,40,1020.4,2,No
0,11.2,41,1022.9,6,No
0,10.7,47,1021.5,1,No
0,11.2,51,1013.6,1,No
3.4,6.5,46,1023.8,2,No
0,8,29,1024.1,3,No
0,7.8,45,1019.6,6,No
0.4,0,88,1012.2,8,Yes
0,10.2,33,1018.3,3,No
0,9.9,31,1028.1,3,No
0.8,8.5,56,1025,6,No
13.2,6.7,65,1010.5,7,No
0,10.9,29,1020.1,0,No
0,7.2,61,1012.9,7,No
20,5,61,1019.2,4,No
0,11,52,1024.5,3,No
0,13.1,46,1022.1,3,No
0,7.8,61,1036.1,7,No
0,12.6,46,1018.8,1,No
0,10.4,43,1023.6,1,No
0,10.5,45,1025.4,6,No
1.4,7.3,54,1026.4,4,No
0,12.7,50,1008.3,4,No
0,10.6,59,1015.2,3,No
0,9.3,38,1013.3,6,Yes
0,10.9,7,1009.9,1,No
0,10.8,38,1017.3,3,No
1.6,3,79,1027.7,8,No
4,10.8,64,1008,8,No
0,4.1,72,1011.8,7,No
0.6,10.7,24,1003.5,3,No
24.2,1.9,57,1023.8,8,No
2,11.3,36,1019.6,1,No
0,9.6,28,1005,8,Yes
0.2,8.5,57,1006.1,4,No
0,11,44,1023.8,4,No
1,6.7,54,1003.2,7,No
28.2,3.9,81,1029.9,7,Yes
0.2,7.7,54,1034.8,7,No
0,6.4,21,1012,7,Yes
0,2.8,40,1011.9,7,No
0,7.5,50,1019.7,5,No
0,10.1,24,1021.4,5,No
0.2,11.2,43,1010.5,7,No
0,10.4,54,1019.8,1,No
13.2,0,94,1023.6,8,Yes
0,2.3,48,1021.5,7,No
0,0,74,1018.3,8,Yes
0,11.2,21,1025.8,0,No
0,2.1,36,1016.4,7,Yes
0,10,22,1016.6,1,No
0,1.2,46,1011.7,7,No
0,10.1,66,1022.8,3,No
0.2,1.4,80,1018.5,7,Yes
0.2,7.6,49,1025.4,3,No
0,3.1,74,1014.8,7,No
0.4,1.9,50,1012.9,6,No
0,2.6,65,1019.7,7,Yes
11.8,7.6,85,1010.5,8,Yes
2.4,8.1,55,1012.8,3,No
0,10.6,26,1014.2,0,No
0,11.4,1,1013.7,0,No
0,5.7,56,1002.7,3,Yes
0,10.7,48,1014.9,6,No
3.4,11,33,1017,1,No
0,10.8,44,1012.1,2,No
1.2,1.7,72,1027.7,8,No
0,12.3,50,1012.9,5,No
0,12.2,64,1013.2,1,Yes
0,6,42,1019.6,7,No
0,11.4,46,1012.3,2,No
0,11.6,19,1022.5,0,No
57,2.3,92,1013.3,7,Yes
0.8,11.4,31,1008.8,5,No
0,9.6,68,1018.7,7,No
0,12.2,9,1013.9,6,No
7,1.9,69,1013.4,7,No
22.4,8.2,53,1007.2,3,No
0,10,12,1027.7,3,No
0,9.3,29,1026.6,7,No
0,10.6,52,1026.6,2,No
0,8.8,34,1029.9,1,No
0,10,41,1031.7,2,No
48.6,0,88,1010.8,8,Yes
0,0,81,1019.2,7,Yes
0,7.4,46,1017.2,5,No
0,9.4,22,1009.4,5,No
0,10.7,44,1018.2,4,No
0,7.7,55,1016.7,3,No
0,6.5,52,1025.5,7,No
0,8.5,55,1022.1,1,No
0,10.6,52,1008.6,1,No
0,11.5,26,1034,0,No
0,12.2,9,1019.1,1,No
0,11.2,15,1012.7,2,No
0,12.1,21,1011.9,3,No
3.2,0,57,1022.9,8,Yes
0.2,6.7,68,1025.6,4,No
0,13.3,10,1006.6,1,No
3.4,2.3,74,1015.8,7,Yes
0,11.5,4,1013.9,2,No
0,11.2,33,1021.8,1,No
0,10,18,1017.7,5,No
0,11,34,1022,1,No
0,11.7,36,1014,1,No
0,12.9,24,1015,5,Yes
0,12.3,52,1011.6,1,No
12.2,0,85,1025.2,7,Yes
0,5.6,67,1011.4,8,Yes
0,11.7,5,1021.1,1,No
1.6,0.3,65,1011.5,8,Yes
0,6.2,33,1013.2,7,No
0,12.2,43,1015.5,1,No
0.4,9.9,60,1017.4,1,No
0,1.4,56,1023.1,7,No
9,4.5,62,1022.7,6,No
0,13.4,22,1018.6,1,No
0,7.1,35,1003.3,7,Yes
0,11.2,47,1020.3,7,No
0,10.7,24,1029.4,0,No
0,10.5,39,1020.6,2,No
0,6.9,53,1022.4,2,No
0.2,8.8,60,1017.6,1,No
3.2,4.1,85,1016.6,7,Yes
0,10.9,25,1020.3,0,No
0,10.8,40,1019,4,No
2.6,5,64,1009.4,7,Yes
0,11.4,66,1021.8,3,No
3.6,5.7,57,1010.6,6,Yes
0,4,66,1008.5,7,Yes
0,10.7,56,1006.1,2,No
0.6,1.7,51,1024.7,7,No
15.8,6.8,70,1012.4,8,Yes
0,12.4,56,1022.9,2,No
6.8,3.5,83,1013.3,6,Yes
0,7.5,67,1008.3,4,No
0,2.2,88,1017,8,Yes
0,3.8,72,1013.9,7,Yes
0,0,86,1023.2,8,Yes
0,11.4,16,1016.5,1,No
0,8.1,54,1012.8,5,No
17.2,0.8,69,1017.8,7,Yes
10.2,8.2,77,1010.3,2,Yes
0,12.1,53,1017.9,2,No
0.2,8,57,1024.6,1,No
0,11,27,1022.3,3,No
0,7.6,63,1014.1,7,No
6.8,9.8,58,1024.2,1,No
0,9.6,63,1021.7,3,No
0,9.7,19,1019,1,No
27.6,7.2,53,1010.8,7,No
0,9.5,28,1021.4,1,No
0,11.6,47,1017.9,2,No
0.2,10.8,66,1009.1,1,No
4.6,11.8,41,1007.5,7,No
3.8,5.7,68,1010.3,7,No
6.2,0,94,1014.9,8,Yes
0,11.9,44,1015.8,6,No
0,11.6,25,1012.3,5,Yes
3.4,9.7,59,1026.8,3,Yes
3.4,4.7,75,1010.8,7,No
0.2,12.5,9,1015.4,1,No
0,8.5,40,1022.5,1,No
0,10.1,47,1020.6,1,No
0,11.7,45,1017.4,1,No
0,7.8,41,1021.4,6,Yes
0,8.1,48,1021.6,2,No
27.2,0,80,1024.9,8,Yes
0.4,3.3,75,1014.2,8,Yes
0,7.5,44,1013.1,6,Yes
0,6.5,53,1021.7,7,No
0,12.7,18,1014.3,0,No
0,9.3,50,1013.6,4,Yes
0.6,0.6,94,1013.8,8,No
0,8.4,44,1024.2,1,No
0,7.5,42,1023.2,7,No
0,11.8,52,1030,1,No
0.8,7.3,51,1011.1,7,Yes
0,12.5,17,1018.6,7,No
0,12.1,13,1010.9,3,No
0,9.7,48,1020.5,5,No
2.2,10.4,63,1017.5,2,No
1,11.5,32,1020.4,0,No
0,3.2,76,1013.8,7,No
11.4,8.8,47,1028.4,3,No
0,13.1,20,1016.5,3,No
1.4,9.9,52,1023,3,No
0,10.8,50,1024.1,3,No
0,9.7,49,1028,3,No
10.8,5.4,70,1017.8,3,No
0,10,22,1021.1,6,No
0,9.6,16,1015.2,6,No
1.4,0.8,83,1014.2,7,Yes
2.6,7.2,58,1017.9,6,No
0,11.7,54,1018.5,5,No
1.6,1.4,92,1013.9,7,Yes
0,3.9,52,1017.9,6,No
0,5.2,65,1025.2,7,Yes
0,8.5,49,1027.1,7,No
0.4,3.4,49,1022,4,Yes
0.6,9.3,60,1022.9,3,No
1.4,7.7,64,1016.6,5,No
0,11.1,40,1015.2,3,No
0,0.5,83,1031.7,8,No
0,2.7,57,1022.1,6,Yes
0,12.8,49,1019.4,2,No
0.8,2.2,67,1009.8,7,No
0,12.3,20,1021.4,1,No
3.6,5.4,52,1015.8,7,Yes
0,11.1,52,1007.8,1,No
0,10.5,61,1006.7,5,Yes
7.2,2.1,59,1020.4,6,No
0,10.4,50,1021.9,2,No
0.2,9.9,34,1016.3,4,No
0,0,84,1006.8,8,Yes
0,11.5,30,1011.7,3,No
