@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-2,5-11,14'

@attribute u numeric
@attribute g numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
0.884912,0.120397,GALAXY,0.046929
0.229541,0.445283,STAR,-0.366709
0.744057,1.617069,STAR,-0.368233
-0.890525,-0.672042,STAR,-0.36868
-1.756835,-1.330858,STAR,-0.367791
-1.410923,-1.287951,STAR,-0.366333
-0.893056,-0.788564,STAR,-0.368734
0.421145,-0.415499,GALAXY,-0.180968
-1.499872,-1.194302,STAR,-0.36665
0.298456,0.603352,GALAXY,-0.165196
-1.926403,-1.867498,STAR,-0.367214
0.905573,0.700222,GALAXY,-0.224858
0.484876,1.415465,QSO,3.756701
0.129972,0.239034,GALAXY,-0.124255
-0.241121,0.601832,STAR,-0.367787
1.134521,0.324489,GALAXY,-0.168931
0.805546,0.8664,GALAXY,-0.015238
0.726638,0.501137,STAR,-0.368176
1.13915,1.708348,QSO,5.324318
0.204938,1.113453,STAR,-0.373266
-0.79855,-0.440667,STAR,-0.368183
0.862804,1.079303,STAR,-0.376558
0.775278,0.812545,GALAXY,-0.112441
0.114711,0.136075,GALAXY,-0.19626
-0.007845,-0.078953,STAR,-0.368264
-0.6092,-1.636517,STAR,-0.367932
-0.23302,-0.630835,STAR,-0.368145
0.425183,0.25959,GALAXY,0.00173
0.833802,0.257656,GALAXY,-0.243448
-0.768004,-1.675662,STAR,-0.368497
0.538012,1.753562,QSO,2.676969
0.577972,-0.047535,GALAXY,-0.142671
0.993522,1.109361,STAR,-0.368981
-1.018602,-1.068777,GALAXY,-0.135286
0.803232,0.404235,STAR,-0.368146
0.565158,-0.137421,GALAXY,-0.237416
0.826304,0.018299,GALAXY,-0.118235
0.200575,-0.18592,GALAXY,-0.24975
-1.695936,-1.107614,STAR,-0.367795
0.832476,0.767862,GALAXY,-0.233128
0.197163,1.016626,QSO,0.014094
-1.216824,-1.102715,STAR,-0.368772
0.356401,-0.276465,GALAXY,-0.2383
0.706435,0.355014,QSO,-0.177104
0.701493,1.656874,STAR,-0.367962
-0.773453,-0.306714,STAR,-0.368024
-0.914115,-0.751512,STAR,-0.366139
-0.747018,0.348541,QSO,0.74038
-0.232382,1.277708,STAR,-0.368262
-0.868104,-0.500411,STAR,-0.366817
-0.677259,-0.6032,GALAXY,-0.095411
0.997596,1.899653,QSO,4.15699
0.608241,0.539804,GALAXY,-0.153903
0.483177,0.444752,GALAXY,-0.071674
0.764164,0.542068,STAR,-0.367763
0.667042,0.159607,STAR,-0.367627
0.237316,-0.327408,GALAXY,-0.273598
-0.562791,-1.153222,GALAXY,-0.216816
0.967701,1.422013,STAR,-0.368338
-0.001637,0.007479,GALAXY,0.0531
-1.341972,-1.125683,STAR,-0.365764
-0.58731,-0.257663,STAR,-0.366164
-0.159778,-0.865909,GALAXY,-0.1906
-0.738893,-1.883303,STAR,-0.368372
0.858742,0.056551,GALAXY,-0.160033
0.47105,0.576281,GALAXY,-0.298229
-1.303266,-0.025109,QSO,0.531807
-0.309505,-0.831939,GALAXY,-0.200251
0.836598,1.244599,QSO,5.847528
-0.902917,-0.715598,STAR,-0.367432
-0.269437,-0.111785,GALAXY,-0.142538
-1.077958,-0.9366,GALAXY,-0.241301
-0.803565,-0.31949,STAR,-0.370585
-0.155029,0.222996,STAR,-0.367016
0.577418,0.085706,GALAXY,-0.247435
0.708231,0.900412,GALAXY,-0.155416
0.908852,0.242308,GALAXY,-0.172767
0.302591,1.12694,STAR,-0.368054
-4.170128,-1.538723,GALAXY,0.756935
0.866975,1.064571,STAR,-0.369976
1.102698,0.999471,GALAXY,-0.042551
-0.033895,-0.227404,STAR,-0.366942
0.161229,0.470218,STAR,-0.369166
0.025328,0.466083,GALAXY,-0.355755
0.397362,0.398453,STAR,-0.367892
0.964206,0.675159,GALAXY,-0.100163
-2.322124,-2.321363,GALAXY,-0.250398
-0.068165,-0.646278,STAR,-0.36796
-0.839511,-0.443239,STAR,-0.367506
1.125782,0.782987,GALAXY,-0.169276
0.385283,1.724206,QSO,4.787251
1.034687,0.57541,GALAXY,-0.207105
-1.911842,-1.166306,GALAXY,-0.357239
0.221007,0.570095,STAR,-0.365999
-2.683296,-2.192288,STAR,-0.36803
0.660412,0.373901,GALAXY,-0.06787
0.360837,0.128507,STAR,-0.367671
0.782052,0.352102,GALAXY,-0.183963
0.64714,1.607025,QSO,1.422692
0.366165,0.498065,GALAXY,-0.077668
-0.100844,-0.748983,GALAXY,-0.18676
-1.075692,-0.914992,STAR,-0.367844
0.29537,1.17445,QSO,5.481065
0.635158,0.722542,STAR,-0.368636
-1.03138,-0.769496,GALAXY,-0.248053
0.159445,0.024729,GALAXY,-0.2237
1.12929,0.758881,GALAXY,-0.162372
0.283605,-0.357137,STAR,-0.368138
0.999754,0.021955,GALAXY,-0.054544
0.865191,1.921995,QSO,2.212302
0.347891,0.5509,STAR,-0.369347
1.120321,0.856813,GALAXY,-0.08425
-0.67609,-0.738142,GALAXY,-0.030503
0.20313,0.539644,STAR,-0.366365
0.958468,0.119537,GALAXY,-0.168599
0.86976,0.646558,STAR,-0.366419
-1.594487,-0.674019,GALAXY,-0.289013
0.400134,0.663085,STAR,-0.366062
-0.240868,-0.583229,STAR,-0.367866
-0.285047,0.137488,STAR,-0.366825
-0.239988,-0.426361,GALAXY,-0.125903
1.085147,0.993062,GALAXY,-0.095725
1.120382,2.142592,QSO,4.881758
0.710474,-0.06858,GALAXY,-0.235047
0.441264,-0.347146,GALAXY,-0.101329
0.178214,0.215173,GALAXY,-0.178644
-1.253783,-1.046181,STAR,-0.368828
0.382848,0.590587,GALAXY,-0.193217
0.59034,-0.473095,GALAXY,-0.147656
0.217523,-0.496648,GALAXY,-0.096451
-0.339665,-0.065614,STAR,-0.367756
-0.069913,0.069624,STAR,-0.368634
-1.288668,-1.725787,STAR,-0.367934
0.702385,0.813757,GALAXY,-0.158564
-4.688766,-4.424728,GALAXY,-0.344985
0.648502,0.650575,GALAXY,-0.175008
0.967328,0.438428,STAR,-0.368441
0.642511,0.465531,GALAXY,-0.035099
-1.463516,-0.985226,STAR,-0.367378
1.179171,0.98187,GALAXY,-0.136651
-0.985477,-0.965658,STAR,-0.366953
0.731966,0.840881,GALAXY,0.044893
0.895146,0.560157,GALAXY,-0.132831
0.49499,-0.307033,GALAXY,-0.183889
0.91723,0.665253,GALAXY,-0.101616
-1.299276,0.005831,STAR,-0.368291
-0.658322,-0.558783,STAR,-0.367665
-0.158645,-0.122541,GALAXY,-0.214503
0.574151,-0.167245,GALAXY,-0.166841
0.35786,0.62935,STAR,-0.369233
-0.128979,-1.135802,STAR,-0.367996
-0.22181,0.095792,GALAXY,-0.046892
0.532744,0.133938,GALAXY,-0.253451
-0.658647,0.929365,QSO,4.546009
-0.124495,-0.9711,GALAXY,-0.158204
1.059628,0.84966,GALAXY,-0.201088
1.105543,0.568267,GALAXY,0.012933
0.73985,1.675325,QSO,1.565963
-1.545739,0.148213,STAR,-0.368289
-1.204155,-0.802615,STAR,-0.367154
0.790117,0.111937,GALAXY,-0.237514
0.216197,-0.695042,GALAXY,-0.148628
0.966954,1.061787,STAR,-0.368492
-0.087561,-0.174654,STAR,-0.367433
0.15789,-0.49042,GALAXY,-0.203504
1.034012,1.470734,QSO,3.911645
1.02549,0.954119,STAR,-0.368374
-0.509523,-1.232958,GALAXY,-0.266133
0.581408,0.836279,STAR,-0.369083
0.7253,0.395786,STAR,-0.366676
-0.641663,-0.758294,STAR,-0.369415
0.215329,0.509554,STAR,-0.367884
-1.198272,-1.099228,GALAXY,-0.256284
0.83473,2.113608,QSO,4.342185
-0.559971,-0.140674,STAR,-0.365208
-0.330215,-0.550217,STAR,-0.368089
-0.530244,-0.256292,GALAXY,-0.215754
0.170619,-0.381933,GALAXY,-0.252225
-0.443815,-0.262319,GALAXY,-0.301382
0.438768,-0.319426,GALAXY,-0.070768
-0.156536,-0.102783,STAR,-0.36717
-2.296014,-2.246824,STAR,-0.36782
-3.279347,-2.176388,STAR,-0.36895
0.752387,0.748157,GALAXY,-0.195684
0.09628,0.414843,STAR,-0.366415
-1.113904,-0.986459,STAR,-0.366683
-0.783651,-0.625988,GALAXY,-0.312618
-2.351404,-2.384422,STAR,-0.368421
-1.684075,-1.634349,STAR,-0.368225
-2.989368,-2.975152,STAR,-0.367841
0.986819,0.296206,GALAXY,-0.068695
-0.175377,0.20667,GALAXY,-0.296771
1.054782,0.876243,GALAXY,-0.194739
0.899257,1.369613,QSO,1.040847
0.947317,1.179563,GALAXY,0.23237
-2.669554,-2.549815,STAR,-0.368045
-0.079773,0.055712,GALAXY,-0.24572
0.65647,-0.137294,GALAXY,-0.128512
-0.408423,-1.052048,GALAXY,-0.22528
0.959348,1.247905,STAR,-0.367528
1.170323,0.264001,GALAXY,-0.156684
-0.036016,-0.801818,GALAXY,-0.117145
0.31268,0.550283,GALAXY,-0.299469
-2.301571,-2.230775,STAR,-0.367793
0.509359,0.626757,GALAXY,-0.152971
-1.298215,-0.873976,STAR,-0.367935
-1.026052,-0.903353,GALAXY,-0.223386
0.382668,0.681048,STAR,-0.368073
-1.072365,-0.72493,GALAXY,-0.30645
-1.451161,-1.228388,STAR,-0.368919
-1.212593,-0.638541,STAR,-0.369489
0.421229,-0.373282,GALAXY,-0.107948
0.308208,0.311554,GALAXY,-0.225069
-0.635636,-0.301177,STAR,-0.368366
0.932671,0.789757,GALAXY,-0.103242
-0.80571,-0.351567,GALAXY,-0.145527
-0.120638,0.026196,GALAXY,-0.186521
0.953465,0.458505,GALAXY,-0.123121
-0.1105,0.202227,STAR,-0.366098
-2.011555,-1.540806,STAR,-0.369976
-0.982186,-0.596993,STAR,-0.368343
-0.061282,-0.636883,GALAXY,-0.225561
0.804088,0.610101,STAR,-0.366574
-0.066345,0.008297,GALAXY,-0.18608
0.401967,0.551166,GALAXY,-0.211
-0.538827,1.078878,STAR,-0.367988
0.945292,1.208696,STAR,-0.366679
-3.511478,-2.824576,STAR,-0.366517
-0.451939,0.278254,STAR,-0.359273
1.176531,1.370857,STAR,-0.368286
0.947173,0.885745,GALAXY,-0.125819
-0.986622,-1.084593,GALAXY,-0.292203
-1.387755,-1.071934,STAR,-0.366154
0.600068,-0.054656,GALAXY,-0.194049
0.61217,0.532725,STAR,-0.365152
0.987362,0.707513,STAR,-0.368417
0.209157,-0.488943,GALAXY,-0.202972
0.83708,-0.088445,GALAXY,-0.133805
0.903765,-0.523199,STAR,-0.36801
0.119292,-0.35483,GALAXY,-0.16448
0.496256,-0.311529,GALAXY,-0.155022
0.45908,0.482409,GALAXY,-0.263477
-0.44091,-0.0838,STAR,-0.367171
-1.008272,-1.594842,STAR,-0.368037
-0.085089,-0.386249,STAR,-0.368445
0.535939,0.752546,STAR,-0.365896
1.158582,0.383977,GALAXY,-0.027314
0.665222,0.408965,STAR,-0.368343
-0.733469,0.645335,QSO,0.384329
1.09332,0.514391,STAR,-0.367974
-0.466839,-0.020528,GALAXY,-0.152619
0.320913,-0.057749,GALAXY,-0.02309
0.279169,0.332577,GALAXY,-0.237498
0.124934,0.054202,STAR,-0.368022
0.970317,0.951238,STAR,-0.368822
1.100275,0.822387,STAR,-0.368181
-1.672346,-1.104862,STAR,-0.367562
-1.298504,-1.627791,STAR,-0.367341
-0.667845,-0.295703,GALAXY,-0.245839
1.03218,0.277818,GALAXY,-0.146294
-0.588792,-1.034245,GALAXY,-0.154226
1.113571,0.074896,GALAXY,-0.074983
-0.104907,-0.637573,STAR,-0.367502
0.655687,0.233646,GALAXY,-0.01374
0.486733,0.559382,GALAXY,-0.179132
0.160735,0.064937,GALAXY,-0.164497
0.892808,0.964301,GALAXY,-0.139914
0.942689,0.130399,GALAXY,-0.186132
0.787658,0.495865,STAR,-0.367712
0.435164,0.775079,STAR,-0.365066
1.154049,1.425743,STAR,-0.367874
1.00243,1.013947,STAR,-0.367663
1.15059,1.808513,STAR,-0.368521
0.05139,1.31612,QSO,3.15067
-1.637087,-1.425974,STAR,-0.366416
0.854704,0.262651,GALAXY,0.0047
0.242198,0.182798,GALAXY,-0.276709
-0.030471,0.248685,STAR,-0.36919
1.127313,0.412164,GALAXY,-0.157026
-1.545751,-1.08048,STAR,-0.366752
0.245923,0.474724,STAR,-0.366853
0.213485,1.289367,QSO,3.820328
0.801387,0.850341,GALAXY,-0.1688
-0.775478,-0.333711,STAR,-0.369792
0.420795,0.491199,GALAXY,-0.112315
0.387863,0.709256,STAR,-0.368423
0.93542,0.109174,GALAXY,-0.177629
-0.193747,-1.012116,GALAXY,-0.233128
0.746588,0.709022,STAR,-0.365489
-1.053379,-0.891757,STAR,-0.367895
-0.453362,-0.14263,GALAXY,-0.067323
0.332992,0.482292,GALAXY,-0.207213
1.04538,0.50424,GALAXY,-0.170685
0.954731,1.652824,QSO,1.190781
0.90831,1.073978,STAR,-0.367102
0.866806,0.206202,GALAXY,-0.182684
0.597283,0.634239,GALAXY,-0.156309
-1.390274,-1.651588,STAR,-0.367554
0.445965,-0.041774,GALAXY,-0.052556
-2.593202,-2.231561,STAR,-0.36821
-1.774217,-1.54054,STAR,-0.367681
-3.61922,-3.810828,GALAXY,-0.320198
-0.5558,-0.391276,GALAXY,-0.142008
-0.915309,-0.685966,GALAXY,-0.237033
0.564266,-0.022345,GALAXY,-0.149277
0.572138,1.286636,QSO,5.507251
0.060334,0.261014,STAR,-0.367284
1.088064,0.775472,GALAXY,-0.028879
-0.954859,-0.841952,STAR,-0.367814
-0.569686,-0.781804,STAR,-0.367274
-3.115758,-2.835555,GALAXY,-0.30228
-0.279285,-1.031503,GALAXY,-0.211049
-3.193014,-3.170442,GALAXY,-0.304476
0.189738,0.546138,STAR,-0.366259
0.619463,0.783444,STAR,-0.36641
0.163809,0.475755,STAR,-0.366044
1.08047,2.266905,QSO,4.347477
0.644102,0.944383,STAR,-0.368501
-0.838727,-0.784695,STAR,-0.368156
0.111143,0.183627,GALAXY,-0.16397
0.774024,0.680027,GALAXY,-0.113363
1.057,0.586304,GALAXY,-0.121647
0.363224,1.686347,QSO,3.03779
-1.542231,-1.165115,STAR,-0.370208
1.033566,0.403789,STAR,-0.366527
1.051491,0.793732,GALAXY,0.222428
0.707978,0.589184,GALAXY,-0.130053
0.498703,-0.106046,GALAXY,-0.196298
0.02487,-0.13909,GALAXY,-0.219015
0.521931,0.368055,GALAXY,-0.176945
-0.490694,-0.704523,STAR,-0.368037
0.870266,0.162402,GALAXY,-0.266126
0.508587,0.585751,GALAXY,-0.307276
0.40052,-0.349505,GALAXY,-0.143073
-0.62604,-0.321138,STAR,-0.367386
-2.033048,-0.112317,STAR,-0.367526
0.063083,-0.460288,GALAXY,-0.112242
-3.337365,-2.764141,STAR,-0.367598
0.680627,0.693961,GALAXY,-0.108954
-0.034955,0.006384,GALAXY,-0.279995
0.121908,0.204672,STAR,-0.367478
1.116922,1.409811,STAR,-0.368327
0.957985,2.032043,QSO,3.075202
0.253276,-0.411481,GALAXY,-0.080201
-0.598617,0.886308,STAR,-0.363873
-2.658175,-2.657015,STAR,-0.368265
-1.426039,-1.684218,GALAXY,-0.192983
0.101006,-0.212895,GALAXY,-0.216189
-2.107146,-1.415994,STAR,-0.369797
0.313801,0.375017,GALAXY,-0.18444
0.695743,1.593208,QSO,2.494916
-0.066417,0.139263,STAR,-0.368663
0.210073,-0.236937,STAR,-0.367482
-1.004246,-0.957442,STAR,-0.36827
0.376652,0.362656,STAR,-0.368307
0.755328,0.669632,GALAXY,-0.158451
0.728844,0.901432,STAR,-0.366464
1.144237,0.727346,STAR,-0.366801
0.083515,-0.157658,GALAXY,-0.239489
0.902198,0.540994,GALAXY,-0.115855
0.744081,0.393819,GALAXY,-0.047271
1.165778,2.32177,QSO,2.825544
-0.391017,-0.158615,STAR,-0.367822
-0.275801,0.033997,STAR,-0.36757
-2.57676,-2.306398,STAR,-0.369515
-2.37626,-2.361922,STAR,-0.367986
-0.270389,-0.615763,STAR,-0.368067
0.229107,0.329952,GALAXY,-0.142862
-0.171435,-0.136348,GALAXY,-0.17485
0.823555,0.431997,GALAXY,-0.046883
-0.755155,-0.897592,GALAXY,-0.264344
1.169925,1.037362,STAR,-0.367955
0.665246,0.810366,STAR,-0.368018
-0.093491,0.105358,GALAXY,-0.329221
0.7297,1.69383,STAR,-0.368302
0.957202,0.632092,GALAXY,-0.14515
0.151224,-0.503589,GALAXY,-0.16249
1.085231,1.212767,STAR,-0.368293
0.537409,0.250248,GALAXY,-0.140576
-0.913657,-0.874677,STAR,-0.367333
1.099564,2.08846,QSO,3.392844
0.392552,0.393904,STAR,-0.367789
0.731786,0.181342,GALAXY,-0.193745
-1.000304,-1.464003,STAR,-0.367992
0.951356,0.437354,STAR,-0.368602
1.039364,0.638544,GALAXY,-0.075711
-1.571053,-1.137492,STAR,-0.367277
0.358282,0.046411,GALAXY,-0.12257
1.032385,2.049549,QSO,0.496707
0.412044,0.197051,STAR,-0.367629
-0.026698,-0.715322,GALAXY,-0.221513
0.700505,0.707088,GALAXY,-0.000969
0.750663,0.714283,GALAXY,-0.01236
-0.869912,-0.769113,STAR,-0.368422
-2.24911,-2.319386,STAR,-0.367594
0.60184,0.097248,STAR,-0.368217
-0.36416,-0.000461,STAR,-0.367886
1.131315,0.818093,GALAXY,-0.146396
-0.957185,-0.562163,STAR,-0.368182
1.166248,0.846015,GALAXY,-0.24034
1.171167,0.875031,STAR,-0.367585
-0.968565,-1.220459,STAR,-0.368392
0.458538,0.226811,STAR,-0.368354
1.109906,0.214397,GALAXY,-0.087958
-2.375331,-2.291071,STAR,-0.367931
0.206385,0.177771,GALAXY,-0.177723
-1.179022,-1.49133,STAR,-0.368423
0.048063,0.885054,STAR,-0.36822
-2.688949,-2.8544,STAR,-0.36853
-0.818042,-0.231283,GALAXY,-0.332627
0.84506,0.666593,GALAXY,-0.122798
1.131182,0.70002,GALAXY,0.190147
0.623513,0.748104,STAR,-0.36886
-0.683443,-0.753532,STAR,-0.368262
0.978177,0.65741,GALAXY,-0.111189
0.895677,0.333555,GALAXY,-0.088854
0.638533,0.817743,GALAXY,-0.179682
-0.37748,-0.402468,GALAXY,-0.264914
1.103144,1.052891,STAR,-0.369559
0.195596,0.026355,GALAXY,-0.012963
-0.107981,-0.95774,GALAXY,-0.227693
-2.103578,-2.120418,STAR,-0.368894
-0.604162,-0.586917,GALAXY,-0.227111
1.111474,0.870237,GALAXY,-0.212091
-1.647888,-2.217957,GALAXY,-0.317184
0.308509,0.26737,GALAXY,-0.264702
1.141814,0.277319,GALAXY,-0.172666
0.985891,0.923253,GALAXY,0.18298
0.855282,1.799999,QSO,0.200994
1.051178,1.296914,STAR,-0.36717
-0.181717,-0.076084,GALAXY,-0.246492
-2.314433,-1.948552,GALAXY,-0.326066
1.174614,1.350301,STAR,-0.365907
-1.989592,-1.640705,STAR,-0.368471
1.044427,0.839861,GALAXY,-0.106666
1.042667,0.966235,GALAXY,-0.093666
0.52562,0.555683,GALAXY,-0.050532
0.39389,-0.040998,GALAXY,-0.119585
0.96353,2.056925,QSO,2.636226
-1.15771,-0.898507,STAR,-0.367105
1.133834,0.85083,GALAXY,-0.028438
0.703422,-0.117153,GALAXY,-0.075044
0.67014,0.491762,GALAXY,-0.030615
0.540158,0.512552,STAR,-0.367495
-1.106406,-1.235052,STAR,-0.368221
1.090065,0.054542,STAR,-0.368216
-1.290729,-1.096401,STAR,-0.36658
0.80721,0.854975,GALAXY,0.06717
0.651697,0.778257,GALAXY,-0.058823
-0.171543,-0.727896,STAR,-0.367249
-0.047166,0.022912,STAR,-0.367983
-2.264829,-1.982235,STAR,-0.365395
0.782197,-0.241008,GALAXY,-0.146785
-0.354805,0.03438,STAR,-0.366661
0.858778,0.148553,STAR,-0.367655
1.08235,0.997558,GALAXY,-0.030953
-0.732107,-0.591721,GALAXY,-0.252887
0.412104,0.50711,GALAXY,-0.291282
-0.180295,-0.333807,GALAXY,-0.223362
0.483575,-0.212417,GALAXY,-0.150469
-1.183313,0.339815,STAR,-0.3683
0.350519,0.140422,GALAXY,-0.193017
0.598103,1.739873,QSO,4.439402
-1.255085,-1.080405,GALAXY,-0.277383
0.637581,-0.16039,STAR,-0.367889
-0.53462,-0.372336,STAR,-0.367572
0.942134,0.965927,STAR,-0.369488
0.359608,0.431519,GALAXY,-0.134683
-0.38951,0.954756,QSO,3.274616
0.606336,0.234677,STAR,-0.367455
0.73275,0.521235,GALAXY,-0.038333
0.804751,0.646547,STAR,-0.367527
-0.886125,-1.361161,GALAXY,-0.230609
0.033718,-0.005605,GALAXY,-0.24329
-0.733565,-0.67438,STAR,-0.366954
0.028692,1.64684,STAR,-0.367384
1.139813,1.028817,GALAXY,-0.102565
-1.014203,-0.978657,STAR,-0.367828
-0.017211,0.178079,GALAXY,-0.221516
0.894724,1.825582,QSO,0.607689
0.884996,0.59756,GALAXY,0.030402
-0.057364,0.025388,GALAXY,-0.160172
1.10582,0.450969,GALAXY,-0.10253
0.10015,-0.429688,GALAXY,-0.21842
0.493218,0.486512,GALAXY,-0.084358
0.930248,0.216544,GALAXY,-0.097809
-1.114736,0.269411,QSO,1.456245
-0.219351,0.11436,GALAXY,-0.325005
-1.50954,-1.003347,STAR,-0.368084
0.883731,1.839325,QSO,4.65292
-1.60794,-1.837504,GALAXY,-0.301773
0.552646,0.447419,GALAXY,-0.06553
-2.608788,-2.343385,STAR,-0.368136
1.051901,0.563495,GALAXY,-0.167322
0.680097,0.160818,GALAXY,-0.20452
0.640233,0.772114,STAR,-0.367467
0.826629,0.12568,GALAXY,-0.162466
0.990629,0.76985,GALAXY,-0.264001
-2.337638,-2.054116,GALAXY,-0.26629
0.129864,-0.547358,GALAXY,-0.242715
0.70887,1.769994,STAR,-0.368023
-1.346674,-0.824446,STAR,-0.36704
0.41079,-0.339185,GALAXY,-0.242716
-1.021845,-1.372746,STAR,-0.367743
-0.782747,-0.96975,STAR,-0.368116
1.075093,0.73469,GALAXY,-0.153831
-1.53671,-1.062528,GALAXY,-0.33184
0.764622,0.363921,GALAXY,-0.06817
-1.517954,-1.173044,STAR,-0.368171
-1.21639,-1.40596,GALAXY,-0.153023
0.808572,0.99725,STAR,-0.367407
0.229939,-0.060576,STAR,-0.367529
-1.993462,-1.657987,STAR,-0.368712
-3.606514,-2.91848,STAR,-0.368099
-0.216868,-0.305939,GALAXY,-0.262845
-0.261433,-0.683245,GALAXY,-0.268678
0.998018,0.752791,GALAXY,-0.056564
0.511203,0.817945,STAR,-0.367884
-0.194615,-0.937142,GALAXY,-0.157732
-1.836635,-0.431197,QSO,4.348692
-1.419916,-1.174511,STAR,-0.368531
-1.779123,-1.382078,STAR,-0.366796
-1.180384,-0.846947,GALAXY,-0.246638
0.413973,0.686893,STAR,-0.366435
1.088835,0.399134,GALAXY,-0.205116
0.920448,0.756798,GALAXY,-0.22037
0.982986,0.900603,QSO,-0.108954
-0.61002,-0.337314,GALAXY,-0.236015
0.431427,0.674383,STAR,-0.366285
0.278144,-0.535942,GALAXY,-0.218443
-0.53186,-0.380584,GALAXY,-0.15026
0.49863,1.53186,QSO,3.36003
1.124649,0.359648,STAR,-0.368051
-3.133116,-2.987045,STAR,-0.367937
-0.756493,-0.329885,STAR,-0.366993
-1.747252,-1.581737,STAR,-0.368493
0.730918,0.674107,STAR,-0.367571
-0.225282,-0.38424,GALAXY,-0.092641
0.105912,0.088437,GALAXY,-0.054632
-0.440813,-0.613723,STAR,-0.367515
0.320286,0.378737,STAR,-0.367885
0.584421,1.524175,QSO,5.226491
-1.285739,-1.379591,GALAXY,-0.249279
-1.024557,-1.148705,GALAXY,-0.214894
-0.793126,-0.39642,STAR,-0.367587
0.48871,-0.366766,GALAXY,-0.080553
0.757269,0.1414,GALAXY,-0.247565
-0.188757,-1.103926,STAR,-0.367779
0.059961,1.052285,QSO,0.76427
0.180215,0.427788,STAR,-0.368026
-1.18142,-0.106864,QSO,0.562292
0.677011,0.54058,GALAXY,-0.107437
0.660291,0.789598,STAR,-0.368442
1.031999,-0.346678,STAR,-0.367976
1.120056,0.217182,GALAXY,-0.122232
0.909937,1.181083,STAR,-0.367114
-0.273005,0.557755,STAR,-0.3688
0.426557,1.62519,QSO,0.239003
-0.735168,-0.628156,GALAXY,-0.291559
-0.143686,-0.100168,STAR,-0.36687
0.015347,0.236186,STAR,-0.366445
0.095473,0.466126,STAR,-0.370229
0.752182,1.637179,QSO,3.54393
0.402292,0.519429,GALAXY,-0.251117
-0.097566,-0.05319,STAR,-0.367103
0.606059,0.654763,STAR,-0.366926
-0.86104,-0.874709,STAR,-0.366496
1.088727,1.964785,QSO,1.996082
0.848182,0.516686,GALAXY,-0.070248
-1.897027,-1.50013,STAR,-0.368345
-0.330407,-0.05726,STAR,-0.367725
1.162271,0.532714,GALAXY,-0.177661
0.922714,0.124947,GALAXY,-0.119369
0.019988,-0.730935,GALAXY,-0.107968
0.099294,0.495663,STAR,-0.368131
0.138531,-0.911484,STAR,-0.368209
0.981021,1.130469,STAR,-0.366915
-1.419518,-1.082233,STAR,-0.368116
-0.849094,-0.684403,STAR,-0.369479
0.114097,-1.104766,STAR,-0.367968
0.229095,-0.093918,GALAXY,-0.053328
0.642981,-0.094131,GALAXY,-0.229097
0.334956,0.628213,STAR,-0.367501
-0.219423,-0.163685,GALAXY,-0.26931
1.084195,2.519112,QSO,2.85779
0.482875,1.813317,STAR,-0.367978
1.002153,1.354574,QSO,5.733696
-0.707757,-0.381179,GALAXY,-0.312469
0.794299,0.27413,GALAXY,-0.030189
0.279422,-0.537707,GALAXY,-0.194255
-4.056347,-3.483009,STAR,-0.366328
-0.616554,-0.737376,STAR,-0.368056
0.983131,0.878134,STAR,-0.367687
-0.845309,-0.576873,GALAXY,-0.325472
-0.079508,0.321215,STAR,-0.367038
-0.014415,0.112798,STAR,-0.370441
0.618041,0.190982,GALAXY,-0.029532
0.564327,1.828983,QSO,4.212419
1.155773,1.343818,STAR,-0.364722
-0.083619,-0.152132,GALAXY,-0.141877
0.648731,0.423473,STAR,-0.365254
0.480935,0.5854,GALAXY,0.054364
-0.414197,-0.761259,GALAXY,-0.104191
0.957069,0.643571,GALAXY,-0.150863
0.177973,0.15358,GALAXY,-0.180736
0.298528,0.605191,GALAXY,-0.236804
0.786838,1.231037,GALAXY,-0.012245
-1.027728,-0.813998,STAR,-0.368239
-0.687011,-0.550993,STAR,-0.367663
1.008132,0.132397,STAR,-0.367528
0.181939,-0.497764,STAR,-0.367675
-1.164376,0.205852,QSO,2.620167
1.110835,1.069493,GALAXY,-0.03837
-0.896721,-0.754616,STAR,-0.364472
0.535541,0.765769,STAR,-0.367266
0.469025,-0.561068,GALAXY,-0.166471
1.052335,0.884586,GALAXY,-0.029382
0.835188,0.920362,STAR,-0.36649
-1.729532,-1.742495,STAR,-0.367938
0.835742,0.964811,STAR,-0.369294
0.744684,0.530153,GALAXY,-0.10109
-0.273342,-0.264083,STAR,-0.367168
-1.094412,-0.684499,STAR,-0.369106
0.158408,0.297322,STAR,-0.366021
0.3686,0.168705,GALAXY,-0.118923
1.038617,0.987578,GALAXY,0.048107
-1.106105,-1.406641,STAR,-0.368903
0.341683,0.628085,STAR,-0.368053
-0.720137,-0.835298,STAR,-0.367874
-0.77279,-0.682788,STAR,-0.368268
0.880572,0.853752,GALAXY,-0.149252
-2.004937,-1.552062,STAR,-0.366995
-1.000244,-0.956911,STAR,-0.368255
0.646754,1.63381,QSO,4.172514
0.254602,-0.49905,GALAXY,-0.268388
1.136137,1.375704,STAR,-0.368788
0.702554,0.236483,GALAXY,-0.195969
0.335511,0.14106,STAR,-0.368168
0.108094,0.478221,STAR,-0.367518
1.111678,0.571828,STAR,-0.368261
1.016955,2.150308,QSO,3.073154
