@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R9,11'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run {id1045,id1302,id756,id752,id1350,id1404,id1345,id1140,id1412,id1334,id1239,id1035,id1231,id745,id1336,id1331,id1402,id308,id1356,id1119,id1411,id727,id1332}
@attribute camcol numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
1.310463,1.674645,-0.818042,-0.231283,0.03578,0.165048,0.18438,id1412,1.411708,GALAXY,-0.332627,-0.574447
0.286815,2.131541,0.84506,0.666593,0.473762,0.29792,0.217802,id1350,1.411708,GALAXY,-0.122798,-0.678288
-0.455381,-0.544573,1.131182,0.70002,0.332049,0.279422,0.248123,id756,1.411708,GALAXY,0.190147,-0.699453
0.638457,2.013164,0.623513,0.748104,0.888008,0.94832,1.028629,id1412,-0.984627,STAR,-0.36886,1.311887
-0.036659,-0.607194,-0.683443,-0.753532,-0.677475,-0.586661,-0.489488,id756,-0.984627,STAR,-0.368262,1.01227
0.203451,-0.545731,0.978177,0.65741,0.43852,0.351788,0.269466,id752,1.411708,GALAXY,-0.111189,-0.622068
0.098591,-0.650688,0.895677,0.333555,-0.096254,-0.269528,-0.414091,id1231,1.411708,GALAXY,-0.088854,-0.37867
1.214221,1.539876,0.638533,0.817743,0.853246,0.733788,0.777834,id1345,-1.583711,GALAXY,-0.179682,-0.329726
0.08877,1.988117,-0.37748,-0.402468,-0.441842,-0.487928,-0.561516,id1302,-0.385544,GALAXY,-0.264914,-0.412402
1.196584,1.554628,1.103144,1.052891,0.985751,0.995559,1.003616,id1345,-1.583711,STAR,-0.369559,-0.373379
0.903653,-0.612063,0.195596,0.026355,-0.229767,-0.383427,-0.455254,id752,-0.984627,GALAXY,-0.012963,-0.844963
-1.068813,1.294213,-0.107981,-0.95774,-1.233594,-1.3145,-1.413548,id1331,0.812624,GALAXY,-0.227693,-0.709374
0.569351,2.089559,-2.103578,-2.120418,-1.870659,-1.694135,-1.531221,id1350,1.411708,STAR,-0.368894,1.079733
1.650634,1.837527,-0.604162,-0.586917,-0.625803,-0.673358,-0.719592,id1336,-1.583711,GALAXY,-0.227111,-0.823798
-3.410265,-0.011094,1.111474,0.870237,0.739045,0.645315,0.581086,id1035,-0.385544,GALAXY,-0.212091,-0.70739
-3.200247,-0.044586,-1.647888,-2.217957,-2.321503,-2.338573,-2.377376,id1035,-0.984627,GALAXY,-0.317184,-0.689532
1.296165,1.568096,0.308509,0.26737,0.225079,0.139173,0.083836,id1345,1.411708,GALAXY,-0.264702,-0.585029
-0.063794,-0.607441,1.141814,0.277319,-0.139971,-0.252146,-0.41853,id756,-0.984627,GALAXY,-0.172666,-0.877372
0.027892,-0.720736,0.985891,0.923253,0.572475,0.375052,0.278879,id1140,-1.583711,GALAXY,0.18298,-0.585029
-2.485415,-0.783602,0.855282,1.799999,1.732064,1.57979,1.505531,id1045,1.411708,QSO,0.200994,-0.682918
0.240778,-0.598754,1.051178,1.296914,1.444523,1.494685,1.575845,id752,-0.385544,STAR,-0.36717,0.801942
-0.309182,-0.577976,-0.181717,-0.076084,0.065872,0.100753,0.142113,id756,0.21354,GALAXY,-0.246492,-0.679611
-0.284789,-0.554465,-2.314433,-1.948552,-1.711697,-1.578196,-1.552254,id756,0.812624,GALAXY,-0.326066,-0.681595
-0.102418,-0.620921,1.174614,1.350301,1.407171,1.427215,1.468229,id756,-1.583711,STAR,-0.365907,1.523538
1.30847,-0.575335,-1.989592,-1.640705,-1.110938,-0.836501,-0.636052,id745,0.21354,STAR,-0.368471,-0.825782
1.312842,1.54462,1.044427,0.839861,0.757386,0.639134,0.699319,id1345,1.411708,GALAXY,-0.106666,-0.589659
0.911133,-0.614631,1.042667,0.966235,0.685565,0.423179,0.32811,id752,-0.984627,GALAXY,-0.093666,-0.844963
-0.306486,-0.555091,0.52562,0.555683,0.337585,0.196409,0.144119,id756,0.812624,GALAXY,-0.050532,-0.681595
-0.079918,-0.653846,0.39389,-0.040998,-0.342565,-0.469166,-0.557386,id1140,0.812624,GALAXY,-0.119585,-0.37404
0.616535,2.018636,0.96353,2.056925,2.139286,2.279855,2.31497,id1412,-0.984627,QSO,2.636226,-0.629344
0.662626,-0.578306,-1.15771,-0.898507,-0.299008,0.005352,0.198081,id752,0.21354,STAR,-0.367105,-0.659768
0.022025,-0.724708,1.133834,0.85083,0.582352,0.4188,0.314684,id1140,-1.583711,GALAXY,-0.028438,-0.585029
0.211527,-0.549391,0.703422,-0.117153,-0.567295,-0.666711,-0.830878,id752,1.411708,GALAXY,-0.075044,-0.622068
0.151482,-0.725418,0.67014,0.491762,0.28,0.102924,0.056633,id1140,-1.583711,GALAXY,-0.030615,-0.379332
1.474368,-0.555416,0.540158,0.512552,0.943814,1.156503,1.308465,id745,0.812624,STAR,-0.367495,-0.622068
0.262332,-0.552825,-1.106406,-1.235052,-1.086307,-0.959939,-0.853951,id752,1.411708,STAR,-0.368221,1.075765
1.408798,-0.53977,1.090065,0.054542,-0.227027,-0.220988,-0.197831,id745,1.411708,STAR,-0.368216,-0.827105
-2.523846,-0.794629,-1.290729,-1.096401,-0.603403,-0.337524,-0.169382,id1045,1.411708,STAR,-0.36658,0.304564
0.355617,-0.602256,0.80721,0.854975,0.587568,0.420453,0.320862,id752,-0.385544,GALAXY,0.06717,-0.880679
0.004252,2.120305,0.651697,0.778257,0.684529,0.597856,0.540282,id1350,1.411708,GALAXY,-0.058823,-0.651832
-0.716699,-0.562262,-0.171543,-0.727896,-0.757818,-0.667529,-0.57327,id1239,0.812624,STAR,-0.367249,2.518956
-1.185291,1.01095,-0.047166,0.022912,0.142317,0.239014,0.317167,id1345,-0.984627,STAR,-0.367983,-0.700114
-0.274921,-0.61037,-2.264829,-1.982235,-1.726677,-1.553728,-1.403132,id756,-0.984627,STAR,-0.365395,0.83832
1.474224,-0.568717,0.782197,-0.241008,-0.698237,-0.85579,-0.998868,id752,0.812624,GALAXY,-0.146785,-0.622068
-0.232313,-0.575707,-0.354805,0.03438,0.212509,0.310695,0.39753,id756,0.21354,STAR,-0.366661,1.561899
-0.284007,-0.607235,0.858778,0.148553,-0.048856,-0.034379,-0.006165,id756,-0.984627,STAR,-0.367655,0.83832
0.400678,-0.717976,1.08235,0.997558,0.809614,0.671761,0.569408,id1140,-1.583711,GALAXY,-0.030953,-0.824459
1.489481,-0.607,-0.732107,-0.591721,-0.484485,-0.476516,-0.409844,id745,-0.984627,GALAXY,-0.252887,-0.622068
1.163707,1.585556,0.412104,0.50711,0.629109,0.661,0.684171,id1345,-1.583711,GALAXY,-0.291282,0.328374
1.400586,-0.543461,-0.180295,-0.333807,-0.376366,-0.458352,-0.501016,id745,1.411708,GALAXY,-0.223362,-0.827105
1.285109,1.585358,0.483575,-0.212417,-0.564828,-0.683223,-0.801476,id1345,1.411708,GALAXY,-0.150469,-0.329726
-3.139109,-0.05995,-1.183313,0.339815,1.091902,1.413544,1.719943,id1035,-0.984627,STAR,-0.3683,-0.741122
0.727979,1.982222,0.350519,0.140422,-0.035938,-0.175604,-0.247538,id1350,-0.984627,GALAXY,-0.193017,-0.632651
-3.031901,-0.078966,0.598103,1.739873,1.889736,1.73968,1.713648,id1035,-0.984627,QSO,4.439402,-0.688209
-0.545048,-0.577315,-1.255085,-1.080405,-0.984488,-0.992346,-1.023621,id756,0.21354,GALAXY,-0.277383,-0.864805
0.235936,-0.630151,0.637581,-0.16039,-0.293227,-0.254977,-0.208013,id752,-1.583711,STAR,-0.367889,0.793344
0.262126,-0.624062,-0.53462,-0.372336,-0.20135,-0.087271,0.004259,id756,-1.583711,STAR,-0.367572,1.072458
0.752602,2.038686,0.942134,0.965927,0.9165,0.946957,0.974666,id1350,1.411708,STAR,-0.369488,-0.632651
-0.165011,-0.628036,0.359608,0.431519,0.407289,0.322661,0.286888,id756,-1.583711,GALAXY,-0.134683,-0.688209
-0.20762,-0.570934,-0.38951,0.954756,1.162961,1.242875,1.361082,id756,0.21354,QSO,3.274616,-0.682918
0.439993,-0.580028,0.606336,0.234677,0.179263,0.187801,0.208155,id752,0.21354,STAR,-0.367455,2.504405
-0.51683,1.850798,0.73275,0.521235,0.175949,0.040194,-0.08616,id1345,0.812624,GALAXY,-0.038333,-0.435551
-0.981082,1.557638,0.804751,0.646547,0.595515,0.624135,0.667134,id1350,0.812624,STAR,-0.367527,0.540025
-0.865423,-0.566659,-0.886125,-1.361161,-1.505195,-1.542184,-1.593577,id1239,0.812624,GALAXY,-0.230609,-0.680272
1.486072,-0.613923,0.033718,-0.005605,-0.184214,-0.360366,-0.481061,id752,-0.984627,GALAXY,-0.24329,-0.622068
-0.278855,-0.543702,-0.733565,-0.67438,-0.047519,0.252695,0.395983,id756,1.411708,STAR,-0.366954,0.83832
-0.931924,-0.551543,0.028692,1.64684,2.426648,2.814448,3.080703,id1239,1.411708,STAR,-0.367384,2.033483
1.551981,-0.55502,1.139813,1.028817,0.837993,0.700704,0.663731,id745,0.812624,GALAXY,-0.102565,-0.839671
0.607048,2.057682,-1.014203,-0.978657,-0.841494,-0.718962,-0.600907,id1412,0.21354,STAR,-0.367828,1.079733
-0.31755,1.923937,-0.017211,0.178079,0.218893,0.16314,0.189705,id1302,0.21354,GALAXY,-0.221516,-0.373379
-2.455843,-0.783136,0.894724,1.825582,1.873043,1.7637,1.449236,id1045,1.411708,QSO,0.607689,-0.682918
1.422163,-0.56263,0.884996,0.59756,0.313472,0.174253,0.053298,id752,0.812624,GALAXY,0.030402,-0.827105
0.276241,-0.582431,-0.057364,0.025388,0.110944,0.057338,0.058272,id752,0.21354,GALAXY,-0.160172,-0.661091
-0.123781,-0.543313,1.10582,0.450969,0.038491,-0.093153,-0.247404,id756,1.411708,GALAXY,-0.10253,-0.632651
-3.340912,-0.010904,0.10015,-0.429688,-0.585448,-0.691214,-0.77913,id1035,-0.385544,GALAXY,-0.21842,-0.74046
-0.065994,-0.643361,0.493218,0.486512,0.411488,0.316075,0.259643,id1231,1.411708,GALAXY,-0.084358,-0.37404
-0.064126,-0.603612,0.930248,0.216544,-0.23696,-0.381994,-0.554761,id756,-0.984627,GALAXY,-0.097809,-0.84827
0.254189,-0.657603,-1.114736,0.269411,0.822909,1.039211,1.122125,id1140,0.812624,QSO,1.456245,-0.626698
1.443327,-0.605429,-0.219351,0.11436,0.250379,0.291177,0.345457,id745,-0.984627,GALAXY,-0.325005,-0.82512
-0.5579,-0.576714,-1.50954,-1.003347,-0.725909,-0.579443,-0.471113,id756,0.21354,STAR,-0.368084,1.010286
0.217291,-0.545453,0.883731,1.839325,1.971341,1.793662,1.68515,id752,1.411708,QSO,4.65292,-0.628682
0.785148,-0.611882,-1.60794,-1.837504,-1.989926,-2.087907,-2.207847,id752,-0.984627,GALAXY,-0.301773,-0.87671
0.192825,-0.581139,0.552646,0.447419,0.142674,0.023445,-0.115311,id752,0.21354,GALAXY,-0.06553,-0.622068
-0.277668,-0.594311,-2.608788,-2.343385,-2.059553,-1.86905,-1.705631,id756,-0.385544,STAR,-0.368136,0.83832
1.328695,-0.590405,1.051901,0.563495,0.246443,0.067941,-0.043133,id745,-0.385544,GALAXY,-0.167322,-0.825782
0.013597,1.996331,0.680097,0.160818,-0.102807,-0.287578,-0.425995,id1302,0.21354,GALAXY,-0.20452,-0.583045
1.021899,-0.612741,0.640233,0.772114,0.715911,0.703562,0.739421,id752,-0.984627,STAR,-0.367467,1.342312
0.576012,-0.540504,0.826629,0.12568,-0.145093,-0.249649,-0.356759,id1404,1.411708,GALAXY,-0.162466,-0.651832
1.045458,-0.591279,0.990629,0.76985,0.535877,0.37768,0.337983,id745,-0.385544,GALAXY,-0.264001,-0.628682
0.479033,-0.588549,-2.337638,-2.054116,-1.841687,-1.796912,-1.788469,id1334,-0.385544,GALAXY,-0.26629,-0.631989
0.500214,-0.572838,0.129864,-0.547358,-0.764013,-0.832043,-0.899796,id1334,0.21354,GALAXY,-0.242715,-0.632651
1.729317,1.641433,0.70887,1.769994,2.332502,2.646434,2.899078,id1336,-1.583711,STAR,-0.368023,-0.624052
0.484853,-0.6042,-1.346674,-0.824446,-0.503702,-0.36703,-0.211315,id1334,-0.984627,STAR,-0.36704,2.504405
1.445026,-0.556941,0.41079,-0.339185,-0.630925,-0.760662,-0.839814,id745,0.812624,GALAXY,-0.242716,-0.82512
-2.418256,-0.768767,-1.021845,-1.372746,-1.393508,-1.320724,-1.248358,id1045,1.411708,STAR,-0.367743,2.419084
-0.293096,-0.608259,-0.782747,-0.96975,-0.901141,-0.772206,-0.650322,id756,-0.984627,STAR,-0.368116,0.83832
1.328603,1.534785,1.075093,0.73469,0.507319,0.366611,0.306567,id1345,1.411708,GALAXY,-0.153831,-0.589659
-1.042878,1.28373,-1.53671,-1.062528,-0.777402,-0.646296,-0.576296,id1331,-0.385544,GALAXY,-0.33184,-0.709374
1.178086,-0.564043,0.764622,0.363921,-0.02915,-0.216231,-0.398759,id752,0.812624,GALAXY,-0.06817,-0.838349
-0.471165,-0.589132,-1.517954,-1.173044,-0.869411,-0.69052,-0.51695,id756,-0.385544,STAR,-0.368171,-0.682256
0.40387,-0.65755,-1.21639,-1.40596,-1.475517,-1.523378,-1.543727,id1140,0.812624,GALAXY,-0.153023,-0.824459
0.258454,-0.622336,0.808572,0.99725,1.119762,1.163783,1.200532,id756,-1.583711,STAR,-0.367407,1.072458
-0.03225,-0.593211,0.229939,-0.060576,-0.069298,-0.033201,0.008907,id756,-0.385544,STAR,-0.367529,1.01227
-0.430054,-0.57366,-1.993462,-1.657987,-1.358783,-1.170945,-1.017318,id756,0.21354,STAR,-0.368712,-0.699453
0.139145,-0.609706,-3.606514,-2.91848,-2.372074,-2.088522,-1.847138,id756,-0.984627,STAR,-0.368099,1.065844
1.051889,-0.568124,-0.216868,-0.305939,-0.311173,-0.355047,-0.380693,id752,0.812624,GALAXY,-0.262845,-0.628682
-3.465639,-0.006295,-0.261433,-0.683245,-0.793079,-0.8352,-0.849545,id1035,-0.385544,GALAXY,-0.268678,-0.702099
0.016815,-0.72051,0.998018,0.752791,0.446278,0.278077,0.142004,id1140,-1.583711,GALAXY,-0.056564,-0.585029
-0.082172,-0.608396,0.511203,0.817945,0.990722,1.075855,1.111232,id756,-0.984627,STAR,-0.367884,1.290061
0.363266,2.061504,-0.194615,-0.937142,-1.207928,-1.28015,-1.362194,id1412,-0.984627,GALAXY,-0.157732,2.518295
0.281353,-0.726748,-1.836635,-0.431197,0.07477,0.099917,0.254368,id1140,-1.583711,QSO,4.348692,-0.622068
0.664466,1.954569,-1.419916,-1.174511,-0.919728,-0.745267,-0.60844,id1345,0.812624,STAR,-0.368531,1.311887
-0.282281,-0.587489,-1.779123,-1.382078,-1.03504,-0.859588,-0.719458,id756,-0.385544,STAR,-0.366796,0.83832
1.252623,1.61194,-1.180384,-0.846947,-0.589609,-0.538173,-0.499695,id1345,1.411708,GALAXY,-0.246638,-0.574447
0.156697,-0.607115,0.413973,0.686893,0.963728,1.089896,1.215061,id756,-0.984627,STAR,-0.366435,-0.842978
-0.600818,-0.578101,1.088835,0.399134,0.047135,-0.151575,-0.323562,id756,0.21354,GALAXY,-0.205116,-0.866789
-3.47994,-0.00134,0.920448,0.756798,0.65326,0.551795,0.453499,id1035,-0.385544,GALAXY,-0.22037,-0.743106
-0.147322,-0.592131,0.982986,0.900603,0.528674,0.1456,0.094754,id756,-0.385544,QSO,-0.108954,-0.632651
0.138669,-0.627971,-0.61002,-0.337314,-0.203403,-0.184097,-0.174365,id756,-1.583711,GALAXY,-0.236015,-0.606856
-0.384138,-0.556117,0.431427,0.674383,0.78295,0.82227,0.880133,id756,0.812624,STAR,-0.366285,-0.650509
1.413879,-0.554769,0.278144,-0.535942,-0.878761,-1.010739,-1.11043,id745,0.812624,GALAXY,-0.218443,-0.827105
1.440518,-0.556629,-0.53186,-0.380584,-0.394378,-0.47481,-0.478294,id745,0.812624,GALAXY,-0.15026,-0.82512
-1.091735,1.189049,0.49863,1.53186,1.699712,1.644305,1.691595,id1345,-0.984627,QSO,3.36003,-0.703421
-1.075743,1.28675,1.124649,0.359648,0.061616,-0.017173,-0.038936,id1331,0.812624,STAR,-0.368051,1.243762
0.493669,-0.587459,-3.133116,-2.987045,-2.600043,-2.341097,-2.13704,id1334,-0.385544,STAR,-0.367937,1.131985
-0.900369,-0.548203,-0.756493,-0.329885,-0.026786,0.101614,0.219549,id1239,1.411708,STAR,-0.366993,1.714023
-3.440589,-0.009294,-1.747252,-1.581737,-1.362314,-1.198139,-1.076857,id1035,-0.385544,STAR,-0.368493,1.194157
-1.129587,1.301926,0.730918,0.674107,0.666188,0.719809,0.775268,id1350,0.21354,STAR,-0.367571,-0.698792
0.417334,2.061824,-0.225282,-0.38424,-0.569818,-0.673921,-0.718003,id1412,-0.984627,GALAXY,-0.092641,-0.630005
0.069413,-0.623379,0.105912,0.088437,-0.092102,-0.21937,-0.279732,id756,-1.583711,GALAXY,-0.054632,-0.659768
-0.26718,-0.603871,-0.440813,-0.613723,-0.628091,-0.562993,-0.510563,id756,-0.984627,STAR,-0.367515,0.83832
-0.081663,-0.645539,0.320286,0.378737,0.435526,0.480968,0.526062,id1231,1.411708,STAR,-0.367885,-0.37404
-0.042344,-0.62632,0.584421,1.524175,1.861028,1.904713,1.752655,id756,-1.583711,QSO,5.226491,1.499066
-0.547569,-0.559335,-1.285739,-1.379591,-1.419504,-1.47468,-1.505146,id756,0.812624,GALAXY,-0.249279,-0.864805
-1.095672,1.182017,-1.024557,-1.148705,-1.071553,-1.092829,-1.106827,id1345,-0.984627,GALAXY,-0.214894,-0.703421
0.288469,-0.580912,-0.793126,-0.39642,-0.210342,-0.121481,-0.0619,id752,0.21354,STAR,-0.367587,1.075765
-0.168937,-0.625271,0.48871,-0.366766,-0.78018,-0.884135,-1.020294,id756,-1.583711,GALAXY,-0.080553,-0.688209
-1.188267,1.153071,0.757269,0.1414,-0.129755,-0.235855,-0.360479,id1350,-0.385544,GALAXY,-0.247565,-0.699453
1.552896,-0.554515,-0.188757,-1.103926,-1.201977,-1.09675,-1.002312,id745,0.812624,STAR,-0.367779,-0.839671
0.600141,2.022316,0.059961,1.052285,1.476686,1.318749,1.068363,id1412,-0.984627,QSO,0.76427,-0.629344
-0.274545,-0.591642,0.180215,0.427788,0.602473,0.675797,0.751785,id756,-0.385544,STAR,-0.368026,0.83832
-1.140872,1.172404,-1.18142,-0.106864,0.230399,0.456816,0.24865,id1331,0.812624,QSO,0.562292,2.733252
-3.433619,-0.010985,0.677011,0.54058,0.406846,0.300197,0.222501,id1035,-0.385544,GALAXY,-0.107437,-0.702099
-1.107542,1.227368,0.660291,0.789598,1.015306,1.136475,1.2142,id1331,0.812624,STAR,-0.368442,-0.703421
0.166617,-0.583176,1.031999,-0.346678,-0.837662,-0.945222,-0.995833,id752,0.21354,STAR,-0.367976,1.310565
-0.569086,-0.556746,1.120056,0.217182,-0.204523,-0.321752,-0.446886,id756,0.812624,GALAXY,-0.122232,-0.88134
-0.272664,-0.54178,0.909937,1.181083,1.25415,1.321774,1.312453,id756,1.411708,STAR,-0.367114,1.739157
0.21654,-0.624154,-0.273005,0.557755,1.139083,1.16315,0.954878,id756,-1.583711,STAR,-0.3688,1.502373
-0.54089,-0.555416,0.426557,1.62519,1.677105,1.560967,1.603441,id756,0.812624,QSO,0.239003,-0.864805
-0.088623,-0.591541,-0.735168,-0.628156,-0.627601,-0.618707,-0.650732,id756,-0.385544,GALAXY,-0.291559,-0.877372
-0.032423,-0.611508,-0.143686,-0.100168,-0.096876,-0.059999,-0.01501,id756,-0.984627,STAR,-0.36687,1.046663
-0.27549,-0.544586,0.015347,0.236186,0.349477,0.419978,0.499545,id756,1.411708,STAR,-0.366445,0.841627
-1.226122,1.058097,0.095473,0.466126,0.647046,0.716653,0.760538,id1350,-0.385544,STAR,-0.370229,1.682276
-0.156907,-0.620823,0.752182,1.637179,1.841745,1.764104,1.877292,id756,-1.583711,QSO,3.54393,-0.688209
-0.832134,1.601201,0.402292,0.519429,0.652507,0.600934,0.645014,id1345,0.21354,GALAXY,-0.251117,-0.682918
1.243375,-0.611738,-0.097566,-0.05319,0.21056,0.305657,0.378052,id752,-0.984627,STAR,-0.367103,-0.348907
0.260125,-0.552046,0.606059,0.654763,0.701665,0.771207,0.796251,id752,1.411708,STAR,-0.366926,1.075765
0.271988,-0.55289,-0.86104,-0.874709,-0.840731,-0.783732,-0.722885,id752,1.411708,STAR,-0.366496,1.075765
0.242797,-0.583722,1.088727,1.964785,2.104627,2.244143,2.152146,id752,0.21354,QSO,1.996082,-0.628682
0.104447,-0.62562,0.848182,0.516686,0.220183,0.075414,-0.048917,id756,-1.583711,GALAXY,-0.070248,-0.668367
-0.102498,2.104137,-1.897027,-1.50013,-1.072561,-0.829511,-0.644261,id1350,1.411708,STAR,-0.368345,1.030128
0.209106,-0.620628,-0.330407,-0.05726,0.135603,0.266463,0.352562,id756,-1.583711,STAR,-0.367725,0.793344
-3.137045,-0.055655,1.162271,0.532714,0.113646,-0.046776,-0.209593,id1035,-0.984627,GALAXY,-0.177661,-0.700114
-0.347217,-0.539231,0.922714,0.124947,-0.25951,-0.362344,-0.478027,id756,1.411708,GALAXY,-0.119369,-0.412402
0.572845,1.983906,0.019988,-0.730935,-1.050067,-1.121895,-1.191988,id1345,0.812624,GALAXY,-0.107968,2.493823
0.213509,-0.578849,0.099294,0.495663,0.690988,0.768903,0.828846,id752,0.21354,STAR,-0.368131,0.793344
0.493909,-0.588147,0.138531,-0.911484,-1.143073,-1.092258,-1.061433,id1334,-0.385544,STAR,-0.368209,1.114127
0.273447,-0.726282,0.981021,1.130469,1.117324,1.112931,1.176631,id1140,-1.583711,STAR,-0.366915,-0.622068
-0.037443,-0.593796,-1.419518,-1.082233,-0.77487,-0.603849,-0.448709,id756,-0.385544,STAR,-0.368116,1.046663
-1.011346,1.340038,-0.849094,-0.684403,-0.581653,-0.500184,-0.435024,id1331,-0.385544,STAR,-0.369479,1.243762
0.232534,-0.580716,0.114097,-1.104766,-1.645797,-1.755485,-1.792565,id752,0.21354,STAR,-0.367968,0.793344
0.702773,2.058406,0.229095,-0.093918,-0.406732,-0.513468,-0.643551,id1350,1.411708,GALAXY,-0.053328,-0.629344
0.509465,-0.579522,0.642981,-0.094131,-0.385707,-0.505388,-0.631178,id752,0.21354,GALAXY,-0.229097,-0.632651
0.954346,-0.612134,0.334956,0.628213,0.769372,0.832258,0.887482,id752,-0.984627,STAR,-0.367501,1.132646
-1.237086,1.03678,-0.219423,-0.163685,-0.119915,-0.123151,-0.140324,id1350,-0.385544,GALAXY,-0.26931,-0.698792
-0.931048,1.448559,1.084195,2.519112,2.179302,2.276787,2.274015,id1331,-0.385544,QSO,2.85779,-0.703421
1.261426,-0.566905,0.482875,1.813317,2.344234,2.585243,2.691228,id752,0.812624,STAR,-0.367978,-0.844963
1.352208,1.380466,1.002153,1.354574,1.266946,1.255245,1.101409,id1345,-1.583711,QSO,5.733696,2.323179
-0.470603,-0.537256,-0.707757,-0.381179,-0.241781,-0.197267,-0.215445,id756,1.411708,GALAXY,-0.312469,-0.650509
0.063809,-0.610694,0.794299,0.27413,-0.07296,-0.16828,-0.287473,id756,-0.984627,GALAXY,-0.030189,-0.659768
-0.178656,-0.590043,0.279422,-0.537707,-0.84896,-0.95389,-1.082107,id756,-0.385544,GALAXY,-0.194255,-0.688209
0.958448,-0.615497,-4.056347,-3.483009,-2.574856,-2.147296,-1.842783,id752,-0.984627,STAR,-0.366328,1.132646
-0.078203,-0.648649,-0.616554,-0.737376,-0.735889,-0.659221,-0.602671,id1231,1.411708,STAR,-0.368056,1.290061
-1.034043,1.309906,0.983131,0.878134,0.779908,0.815931,0.869491,id1345,-0.385544,STAR,-0.367687,1.243762
0.372715,-0.65593,-0.845309,-0.576873,-0.359484,-0.246264,-0.222384,id1140,0.812624,GALAXY,-0.325472,-0.624052
0.159348,-0.611324,-0.079508,0.321215,0.539718,0.645561,0.75757,id756,-0.984627,STAR,-0.367038,-0.87671
0.633642,2.054821,-0.014415,0.112798,0.146252,0.179941,0.218195,id1412,0.21354,STAR,-0.370441,1.079733
-0.107523,-0.603506,0.618041,0.190982,-0.169884,-0.296194,-0.429205,id756,-0.984627,GALAXY,-0.029532,-0.878694
0.376216,-0.72466,0.564327,1.828983,2.186589,2.03253,2.095984,id1140,-1.583711,QSO,4.212419,-0.624052
0.209008,-0.552777,1.155773,1.343818,1.419638,1.417404,1.501869,id752,1.411708,STAR,-0.364722,0.801942
0.074342,-0.726618,-0.083619,-0.152132,-0.169865,-0.300704,-0.310003,id1140,-1.583711,GALAXY,-0.141877,-0.377347
-0.2601,-0.558572,0.648731,0.423473,0.33027,0.319443,0.319909,id756,0.812624,STAR,-0.365254,0.83832
0.280971,-0.649031,0.480935,0.5854,0.385944,0.277822,0.170645,id1231,1.411708,GALAXY,0.054364,-0.622068
0.681782,-0.570141,-0.414197,-0.761259,-1.005023,-1.06975,-1.160497,id1404,0.21354,GALAXY,-0.104191,-0.659768
1.682515,1.816549,0.957069,0.643571,0.45286,0.301947,0.211967,id1336,-0.984627,GALAXY,-0.150863,-0.823798
1.296201,1.572236,0.177973,0.15358,0.107536,0.032615,-0.007796,id1345,1.411708,GALAXY,-0.180736,-0.585029
-0.031325,-0.624448,0.298528,0.605191,0.718152,0.613436,0.614977,id756,-1.583711,GALAXY,-0.236804,-0.84827
-0.485186,-0.593083,0.786838,1.231037,1.216592,1.03412,1.092957,id756,-0.385544,GALAXY,-0.012245,-0.682256
0.173721,-0.584756,-1.027728,-0.813998,-0.636009,-0.524168,-0.428144,id752,0.21354,STAR,-0.368239,1.310565
-0.035006,-0.591637,-0.687011,-0.550993,-0.373372,-0.240532,-0.118856,id756,-0.385544,STAR,-0.367663,-0.84827
-0.277089,-0.620377,1.008132,0.132397,-0.087187,-0.067903,-0.063957,id756,-1.583711,STAR,-0.367528,0.841627
0.200012,-0.605979,0.181939,-0.497764,-0.678841,-0.695074,-0.672835,id756,-0.984627,STAR,-0.367675,0.793344
-0.726119,1.714444,-1.164376,0.205852,0.489034,0.646467,0.82062,id1345,0.812624,QSO,2.620167,-0.680934
0.066922,-0.609992,1.110835,1.069493,0.763459,0.622122,0.510421,id756,-0.984627,GALAXY,-0.03837,-0.668367
-0.059474,-0.6519,-0.896721,-0.754616,-0.657627,-0.590837,-0.527508,id1140,0.812624,STAR,-0.364472,1.290061
-3.045509,-0.07837,0.535541,0.765769,0.876474,0.96149,1.026957,id1035,-0.984627,STAR,-0.367266,1.9098
1.195273,-0.618472,0.469025,-0.561068,-0.988301,-1.129702,-1.263005,id752,-0.984627,GALAXY,-0.166471,1.593647
-0.964052,1.418979,1.052335,0.884586,0.566119,0.353423,0.170737,id1345,-0.385544,GALAXY,-0.029382,-0.706067
0.494432,-0.589647,0.835188,0.920362,1.29571,1.463974,1.573663,id1334,-0.385544,STAR,-0.36649,2.504405
0.985361,-0.618486,-1.729532,-1.742495,-1.550804,-1.374337,-1.219567,id752,-0.984627,STAR,-0.367938,1.132646
-3.097222,-0.06039,0.835742,0.964811,0.859677,0.831159,0.832675,id1035,-0.984627,STAR,-0.369294,1.212015
-0.115738,-0.60449,0.744684,0.530153,0.321231,0.179519,0.149377,id756,-0.984627,GALAXY,-0.10109,-0.878694
0.170781,-0.63123,-0.273342,-0.264083,0.345796,0.602868,0.759267,id752,-1.583711,STAR,-0.367168,1.310565
-0.958715,1.414903,-1.094412,-0.684499,-0.42431,-0.270161,-0.159777,id1331,-0.385544,STAR,-0.369106,2.710103
