@relation 'table-weka.filters.unsupervised.attribute.Remove-R1,13,16,18-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P10.0'

@attribute ra numeric
@attribute dec numeric
@attribute u numeric
@attribute g numeric
@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute run numeric
@attribute rerun numeric
@attribute camcol numeric
@attribute field numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
164.581181,0.779979,19.18236,18.74254,18.24886,17.83299,17.69429,756,301,5,326,QSO,0.125678,51908
187.859796,-0.935255,19.10724,17.76009,17.07383,16.69458,16.43777,756,301,1,481,GALAXY,0.112557,51941
59.303032,-4.798899,19.23201,17.6937,17.05591,16.80889,16.68086,1045,301,6,169,STAR,0.000093,56598
221.863935,-0.76887,16.45845,15.33852,14.92975,14.78057,14.75899,752,301,2,523,STAR,0.000075,54653
184.734018,-1.024747,19.11552,17.01586,15.91832,15.44017,15.06176,756,301,1,460,GALAXY,0.121342,52000
148.822844,0.278285,16.44545,15.37014,14.93257,14.75177,14.67917,756,301,4,220,STAR,0.001117,54468
125.580644,47.467844,19.24141,18.25488,17.93026,17.84895,17.82602,1345,301,3,124,STAR,-0.000817,56990
159.797842,-0.557196,19.19752,18.07471,17.76889,17.6148,17.49577,756,301,2,294,GALAXY,0.023351,51913
221.940616,0.474739,18.78733,17.95024,17.64966,17.54325,17.51614,752,301,5,524,STAR,-0.000482,54653
173.31835,64.794586,17.43927,16.54393,16.26628,16.17604,16.17673,1302,301,4,343,STAR,0.00009,52059
140.304572,0.427056,19.0525,17.26658,16.39903,16.00105,15.72346,1239,301,5,133,GALAXY,0.073498,52000
183.682802,0.933186,17.3507,16.10571,16.13367,16.16031,16.17935,752,301,6,268,STAR,0.000499,54922
183.75869,-1.036896,18.86957,17.87949,17.41431,17.09387,16.90251,756,301,1,454,GALAXY,0.083205,52023
167.639231,-0.582808,17.77293,16.36301,15.65379,15.24727,14.97984,756,301,2,346,GALAXY,0.089971,51900
155.542286,0.406026,18.12925,16.18496,15.24689,14.81013,14.46099,756,301,4,265,GALAXY,0.071341,51883
184.684509,-0.928476,19.48722,17.69095,16.88476,16.44232,16.11297,756,301,1,460,GALAXY,0.120007,52000
187.095152,-1.223001,18.79004,17.03438,16.41441,16.09188,15.91404,752,301,1,291,GALAXY,0.114682,51993
149.555448,1.171466,17.84916,16.56059,16.04874,15.84963,15.76703,756,301,6,225,STAR,-0.000114,54821
178.119758,-0.138051,19.37677,17.50874,16.45708,16.03432,15.67767,756,301,3,416,GALAXY,0.127565,51943
170.998391,-1.518476,18.63179,18.18673,18.0238,17.68875,17.83545,1231,301,6,12,GALAXY,0.120628,52375
197.969999,0.305695,18.11378,16.93299,16.52764,16.38774,16.35093,745,301,4,262,STAR,0.000094,56727
202.751844,66.87208,17.40161,15.69682,15.07097,14.90451,15.00759,1412,301,4,215,STAR,-0.000037,51988
165.532119,-0.43609,19.29902,18.13118,17.59174,17.24161,17.0115,756,301,2,332,GALAXY,0.069855,51908
187.676055,-0.239797,15.88385,14.87409,14.57213,14.46287,14.42123,752,301,3,295,STAR,0.000266,54567
204.171802,67.207052,19.55823,18.68341,18.1868,17.99929,17.89308,1350,301,6,418,STAR,-0.000697,54616
171.296606,67.96671,19.22181,18.39107,18.04783,17.71642,17.64154,1350,301,6,335,GALAXY,0.117203,51942
227.796413,-0.790719,19.19397,18.23417,17.60526,17.12663,16.82259,752,301,2,563,GALAXY,0.152045,51665
171.059793,64.578166,18.90866,18.80578,18.81967,18.61757,18.71943,1302,301,4,337,QSO,1.87243,56746
182.269994,-0.568202,18.49333,16.60784,15.73472,15.32851,15.01189,756,301,2,444,GALAXY,0.063189,51999
181.0576,-3.388359,18.4923,17.38316,16.92432,16.62413,16.42915,1140,301,1,188,GALAXY,0.04702,52368
168.670645,64.308618,19.083,17.31173,16.34124,15.89388,15.54569,1302,301,4,330,GALAXY,0.130554,52370
129.014966,49.989215,19.03568,17.83315,17.27136,16.9555,16.68215,1345,301,3,147,GALAXY,0.044516,51873
203.054951,1.128382,18.83753,17.84148,17.58784,17.2984,17.22349,1404,301,6,27,GALAXY,0.073045,51955
147.897183,0.434739,17.1187,16.09979,15.65358,15.44833,15.33966,1239,301,5,184,GALAXY,0.020633,51608
201.830418,66.076899,19.2007,17.96265,17.11712,16.66604,16.34947,1412,301,2,214,GALAXY,0.165267,51988
161.226536,-0.470464,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,STAR,0.000657,54208
238.376249,53.796969,18.95446,17.60806,17.07609,16.7186,16.53841,1345,301,6,551,GALAXY,0.090318,52049
193.965101,-1.665916,19.16487,18.27072,17.99811,17.89835,17.86847,1140,301,5,274,STAR,-0.000211,55222
230.024563,-0.63431,19.54478,19.25223,19.34665,19.2,18.82445,752,301,2,578,QSO,0.396626,52409
238.468363,0.503359,18.46799,17.26704,17.35311,17.44367,17.47856,752,301,5,634,STAR,0.001014,51692
183.722955,0.993715,19.5417,18.65072,18.32845,18.20431,18.13731,752,301,6,268,STAR,0.000273,51666
162.471458,1.117572,19.08854,18.19606,17.8353,17.68432,17.62714,756,301,6,312,STAR,-0.000069,54210
134.179903,53.884492,18.47954,18.32226,18.34056,18.16334,18.21945,1345,301,4,180,QSO,1.723522,57039
196.116661,0.251363,19.58406,17.62415,16.62596,16.1671,15.74457,745,301,4,249,GALAXY,0.082324,51986
255.364557,60.992778,19.15404,17.6884,16.98917,16.58005,16.30306,1336,301,2,36,GALAXY,0.065234,51695
190.088404,-1.501449,17.37393,16.43167,16.12906,16.01875,15.97473,1231,301,6,139,STAR,0.00011,54585
193.881597,64.569012,19.47438,19.2969,18.92318,18.82948,18.29906,1302,301,3,402,QSO,0.334358,52072
232.161554,54.325076,18.32633,16.97929,16.31544,15.90312,15.61827,1345,301,1,531,GALAXY,0.07388,53437
131.145721,0.921603,18.01667,17.71583,17.63513,17.56084,17.53474,1239,301,6,72,QSO,0.439289,51901
133.004472,53.160163,18.89346,17.37171,16.75863,16.45483,16.19105,1345,301,4,174,GALAXY,0.039037,51877
158.810051,1.239437,19.34376,18.26366,17.7937,17.48838,17.29639,756,301,6,287,GALAXY,0.107008,52317
184.118496,-3.430965,19.20526,17.92291,17.34643,17.03053,16.83654,1140,301,1,208,GALAXY,0.091994,52313
146.876925,0.361582,18.85666,17.66109,17.03763,16.57114,16.35331,756,301,4,207,GALAXY,0.125849,51630
24.702623,13.445075,19.47268,17.67037,16.726,16.25147,15.901,1035,301,2,125,GALAXY,0.111736,51882
173.803834,-0.518539,19.27036,17.98295,17.36082,16.90668,16.7362,756,301,2,387,GALAXY,0.117873,51658
163.101904,-0.500528,19.39802,18.13951,17.58616,17.18673,16.97219,756,301,2,316,GALAXY,0.072512,51909
218.675806,61.531451,19.11204,18.02115,17.41432,17.08203,16.8713,1345,301,5,464,GALAXY,0.151637,52368
172.709707,-0.120784,19.33703,18.48254,18.09444,17.90571,17.87881,756,301,3,380,STAR,-0.000552,54523
174.799361,-0.958186,18.07688,16.8485,16.2953,15.98655,15.80281,756,301,1,394,GALAXY,0.046319,51658
164.64563,0.292388,18.44829,16.56144,15.67841,15.28276,14.93778,756,301,4,326,GALAXY,0.042284,51909
162.280387,1.158742,16.13818,14.70934,14.1829,13.98466,13.90768,756,301,6,310,STAR,0.000013,54208
26.081832,13.278285,19.09052,17.39353,16.54321,16.07419,15.70515,1035,301,2,134,GALAXY,0.064453,51820
161.340818,0.375361,18.33334,17.285,16.87353,16.7171,16.6566,756,301,4,304,STAR,0.001101,54208
235.651659,52.360646,19.28693,17.62501,16.52313,16.14446,15.77038,1345,301,1,550,GALAXY,0.067958,52049
249.957025,0.544093,18.95101,17.76988,17.09916,16.6884,16.44592,752,301,5,711,GALAXY,0.118505,51671
231.544782,-0.706944,18.84205,17.57321,17.04093,16.77852,16.62525,752,301,2,588,STAR,0.000236,51673
189.153347,64.794517,17.82481,16.55191,15.99438,15.66456,15.45881,1302,301,3,388,GALAXY,0.049808,52317
59.288245,-4.636943,18.25441,16.37011,15.63517,15.39058,15.28475,1045,301,6,169,STAR,0.000121,56598
188.987726,-3.497794,19.24794,17.61724,16.82268,16.38517,16.07899,1140,301,1,241,GALAXY,0.060449,52000
179.798481,-0.425871,19.28931,18.14146,17.64006,17.36165,17.2158,756,301,2,427,GALAXY,0.083901,51930
153.455628,1.159871,19.2383,17.62852,16.78405,16.35833,16.02605,756,301,6,251,GALAXY,0.106345,51957
162.702367,1.092015,18.27258,17.33084,16.98116,16.84584,16.8008,756,301,6,313,STAR,0.000597,55570
123.767341,1.013443,19.41385,18.22263,17.86565,17.74512,17.69942,1239,301,6,23,STAR,0.000239,53003
172.939103,-0.848191,18.14534,16.63301,16.01592,15.74219,15.62094,756,301,1,381,STAR,0.000262,54471
187.936072,-3.454006,19.00397,17.46871,16.64787,16.23167,15.96335,1140,301,1,234,GALAXY,0.089076,51993
150.830003,1.049236,19.47508,18.2188,17.51735,17.12455,16.88107,756,301,6,234,GALAXY,0.098996,52235
207.425211,0.116681,18.74935,17.64831,17.73125,17.83346,17.95347,752,301,4,427,STAR,0.000747,51943
242.376465,0.793514,19.40132,17.12534,16.19674,15.84442,15.65351,745,301,5,559,STAR,-0.000145,51690
222.4891,0.558296,16.9911,15.17415,14.37363,13.99589,13.71774,752,301,5,527,GALAXY,0.039834,51662
198.256658,0.13997,19.06184,17.09073,16.21841,15.87348,15.67766,752,301,4,365,STAR,0.000853,56727
182.276238,-0.49415,18.36691,16.94496,16.42115,16.20878,16.10994,756,301,2,444,STAR,0.000055,54552
188.722817,-0.300093,17.86156,16.64867,16.38436,16.26796,16.22294,752,301,3,302,STAR,0.000695,54567
186.249848,0.130219,17.6936,16.32069,15.80393,15.6132,15.53206,752,301,4,285,STAR,0.000325,54140
197.465481,0.15645,18.56834,17.55382,17.24229,17.142,17.11325,752,301,4,360,STAR,0.000269,56727
141.383803,0.587081,19.37899,19.1474,19.164,18.96078,18.94547,1239,301,5,140,QSO,1.744318,52000
173.042823,-1.572934,18.89038,16.89807,15.92845,15.51794,15.16256,1231,301,6,25,GALAXY,0.10509,52375
150.823135,0.73537,18.31744,16.8568,16.35073,16.1841,16.11247,756,301,5,234,STAR,-0.000005,54468
161.350692,-0.893119,18.12173,16.84951,16.38322,16.20272,16.10719,756,301,1,304,STAR,0.000239,54213
189.087507,0.026035,17.65168,16.46087,16.11174,15.96434,15.91781,752,301,4,304,STAR,-0.000038,54567
240.445082,52.197722,18.97186,17.48318,16.86245,16.62518,16.49023,1345,301,6,565,STAR,-0.00016,54243
148.335242,0.720647,18.46292,17.40333,16.94285,16.68523,16.48422,756,301,5,217,GALAXY,0.020783,51608
201.510629,1.187737,18.74339,16.89477,15.99743,15.57719,15.25631,1404,301,6,17,GALAXY,0.079451,51959
122.342703,45.381234,18.6629,17.64649,17.28747,17.13776,17.07196,1331,301,5,129,STAR,-0.000594,51877
121.639992,47.550628,19.22429,18.00281,17.54419,17.39724,17.3439,1350,301,4,121,STAR,0.000148,51884
242.680739,-0.143613,19.56347,17.77927,16.81713,16.38445,16.04378,745,301,3,561,GALAXY,0.106381,51690
172.254314,67.870147,18.2916,17.16911,16.69803,16.52975,16.47041,1350,301,6,337,STAR,-0.00004,54498
203.172191,67.442205,18.98997,17.65621,17.10843,16.8653,16.77772,1350,301,6,415,STAR,-0.000545,54573
171.492665,-0.094285,19.56486,17.64391,16.55991,16.06773,15.62787,756,301,3,372,GALAXY,0.102538,51612
181.479646,-0.448666,18.90734,17.40505,16.84049,16.66693,16.59445,756,301,2,439,STAR,0.000071,54552
145.594013,0.30942,19.13766,17.23995,16.29899,15.78274,15.38905,756,301,4,199,GALAXY,0.045709,51630
208.686043,0.11512,17.07391,15.34052,14.56269,14.18955,13.94242,752,301,4,435,GALAXY,0.029839,51942
186.810712,-3.456742,18.84388,17.69047,17.24047,16.93003,16.77813,1140,301,1,226,GALAXY,0.074179,51993
150.630966,1.15024,19.38338,18.22868,17.85891,17.59174,17.44765,756,301,6,232,GALAXY,0.082659,52235
161.693353,-0.92369,18.20489,17.12961,16.79656,16.62952,16.57625,756,301,1,306,STAR,0.000996,54208
239.13957,0.35963,19.38279,18.19078,18.14659,18.16469,18.21879,745,301,4,537,STAR,-0.000059,51692
213.302863,-0.752194,17.9323,16.5513,15.8351,15.42477,15.11726,752,301,2,466,QSO,0.070095,51615
169.153709,0.243515,19.5923,19.46248,19.39935,19.12521,19.21314,756,301,4,356,QSO,1.836237,51612
192.990114,-1.741589,19.26194,18.0603,17.47878,17.05024,16.86625,1140,301,5,268,GALAXY,0.109136,51997
193.048687,-1.683805,19.14181,17.80629,17.15266,16.79248,16.53123,1140,301,5,268,GALAXY,0.082038,51997
199.342763,0.313082,18.15991,16.14223,15.36945,15.10187,14.97994,1334,301,4,18,STAR,0.00007,54652
173.519572,-0.557342,16.2971,14.81484,14.24055,14.02802,13.94047,756,301,2,385,STAR,0.000173,54471
199.57392,-0.574759,19.34645,17.70446,16.82531,16.34877,15.97455,1334,301,2,20,GALAXY,0.117276,51984
175.880511,64.574803,19.12101,17.73742,17.19295,16.90048,16.67536,1302,301,3,350,GALAXY,0.063786,52316
198.570676,0.3146,18.36969,16.34001,15.39217,14.95331,14.61342,1334,301,4,13,GALAXY,0.081048,55321
248.193002,1.219958,19.07216,17.62166,16.99716,16.73726,16.6159,745,301,6,598,STAR,-0.000264,51671
255.291916,61.013477,19.59142,18.38321,17.63831,17.23992,16.98355,1336,301,2,36,GALAXY,0.149723,51695
234.625818,53.095702,17.85391,16.31045,15.53743,15.05997,14.83228,1345,301,1,544,GALAXY,0.103862,52442
168.416147,0.243408,19.47728,18.21787,17.08131,16.58151,16.27512,756,301,4,351,GALAXY,0.18559,51900
157.970392,0.213096,18.71556,17.57673,17.38265,17.33843,17.32211,756,301,4,281,STAR,0.000065,51957
151.747588,1.135882,19.05784,17.99233,17.61009,17.46888,17.4226,756,301,6,240,STAR,0.000099,51957
257.582268,56.757253,17.39266,15.59141,14.76799,14.37468,14.07517,1336,301,1,65,GALAXY,0.03284,51788
205.408497,0.058459,18.95265,18.08169,17.83736,17.73827,17.71383,752,301,4,413,STAR,0.000421,51671
187.318334,-1.062051,18.60415,16.66522,15.73765,15.3303,14.97645,752,301,1,292,GALAXY,0.080424,51990
243.570036,0.794614,18.73878,17.51475,17.05004,16.84725,16.77919,745,301,5,567,STAR,-0.000051,51690
198.349306,-0.472409,17.57337,15.9687,15.38183,15.19041,15.1151,1334,301,2,11,STAR,0.000036,54652
161.558526,1.086943,18.93672,17.65847,17.15433,16.9662,16.87938,756,301,6,305,STAR,0.000162,54213
140.848537,58.048905,19.25056,18.84304,18.77834,18.73954,18.63999,1345,301,5,218,QSO,0.749206,57391
170.006131,-0.967618,18.28844,16.58588,15.70074,15.23092,14.82473,756,301,1,362,GALAXY,0.024777,51612
163.115505,-0.606721,19.21814,18.12746,17.6847,17.44389,17.26686,756,301,2,316,GALAXY,0.021498,51909
151.538255,0.738081,18.31656,17.83927,17.69376,17.35058,16.6907,756,301,5,238,STAR,-0.000455,51910
189.243662,66.972679,19.42457,17.6649,16.7566,16.32211,15.97918,1412,301,2,180,GALAXY,0.09221,51915
180.312369,68.375507,17.63456,16.80253,16.53905,16.44617,16.44536,1350,301,6,358,STAR,-0.001019,56667
195.375842,-3.347374,18.97285,17.4531,16.65532,16.2455,15.9763,1140,301,1,283,GALAXY,0.082365,51692
208.626684,0.378488,18.45301,17.53699,17.00817,16.59158,16.4341,1404,301,4,65,GALAXY,0.146716,51943
157.41687,-0.03599,19.21375,17.86078,17.16067,16.72168,16.42554,756,301,3,278,GALAXY,0.094983,51941
183.615732,0.856718,15.64312,14.63566,14.40994,14.35015,14.33967,752,301,6,267,STAR,0.000887,52023
128.697856,49.703997,18.85973,16.97084,16.04164,15.557,15.15702,1345,301,3,145,GALAXY,0.053336,51873
209.759959,64.600658,19.20948,18.35562,18.02517,17.92543,17.90238,1350,301,2,438,STAR,-0.000446,54924
163.95663,-1.007109,18.63928,18.40783,18.72516,18.96407,19.11441,756,301,1,321,STAR,-0.000114,55570
188.268404,-1.102205,18.60147,17.29202,16.78694,16.58411,16.46823,752,301,1,299,STAR,0.000159,54567
184.499978,-0.959082,19.13273,17.07704,16.03179,15.59482,15.23795,756,301,1,459,GALAXY,0.118399,52000
182.308142,-0.550787,18.07253,16.70955,16.2042,16.01505,15.95029,756,301,2,444,STAR,0.000218,54552
160.472405,0.793218,15.80268,14.81617,14.40695,14.19956,14.07907,756,301,5,298,GALAXY,0.018797,51913
149.005013,0.664999,18.79076,17.34437,16.49598,16.04986,15.73168,756,301,5,222,GALAXY,0.125751,51608
183.834767,-0.586356,19.34394,18.25068,17.69389,17.28113,17.14116,756,301,2,454,GALAXY,0.142846,52023
188.65987,68.340371,16.1551,15.2993,15.10979,15.02247,15.00543,1350,301,6,378,GALAXY,0.001534,51915
123.663941,44.878575,18.69524,17.68203,17.39062,17.23949,17.22007,1345,301,2,105,STAR,0.000388,56990
172.512988,-0.979478,19.52102,18.17525,17.46766,17.06927,16.84047,756,301,1,379,GALAXY,0.1155,51614
149.611512,1.143745,19.55195,18.00267,17.43021,17.23611,17.14624,756,301,6,226,STAR,-0.000012,54468
204.106668,1.068721,18.89838,17.22369,16.43046,16.03471,15.74025,1404,301,6,34,GALAXY,0.086059,51955
207.302694,63.982135,17.44001,16.26353,15.85983,15.73085,15.68871,1345,301,5,426,STAR,-0.000224,54924
23.156453,13.634223,19.01134,18.06983,17.65611,17.28407,17.23206,1035,301,2,115,GALAXY,0.118916,51898
170.105196,1.183497,18.79839,16.9013,15.98378,15.6104,15.28429,756,301,6,363,GALAXY,0.104988,51612
179.986065,-0.527875,18.44063,16.01222,14.91408,14.49691,14.26187,756,301,2,429,STAR,-0.000042,54552
201.509377,66.855286,19.51822,18.50961,18.12851,17.98455,17.92653,1412,301,4,212,STAR,-0.000132,54616
131.826279,51.790421,19.41385,18.1572,17.51643,17.18049,17.01155,1331,301,3,189,GALAXY,0.119092,51877
240.471445,52.311063,18.47674,17.35491,16.9305,16.67635,16.47602,1345,301,6,564,GALAXY,0.034284,52375
249.924712,0.569995,17.94162,16.50016,15.80118,15.35494,15.0892,752,301,5,710,GALAXY,0.072653,51671
162.439618,1.129641,18.65043,16.69337,15.66312,15.21196,14.83456,756,301,6,311,GALAXY,0.097757,51909
238.128898,0.546571,18.91729,17.03743,16.13777,15.71413,15.39045,752,301,5,632,GALAXY,0.054978,51691
205.208745,0.048172,18.72999,17.79751,17.3861,17.04681,16.92002,752,301,4,412,GALAXY,0.11655,51671
134.786581,54.398674,19.05558,17.53906,17.29121,16.76685,16.39926,1345,301,4,185,GALAXY,0.03805,51900
160.961588,0.224496,19.23028,17.39219,16.50955,16.06018,15.72648,756,301,4,301,GALAXY,0.081263,51913
179.868706,-0.589612,18.3027,16.93418,16.4314,16.25723,16.19775,756,301,2,428,STAR,0.000044,54552
188.225034,-1.703125,18.35521,17.1272,16.60686,16.39071,16.2747,1140,301,5,236,STAR,-0.000342,52000
10.480964,14.551541,18.61163,17.43508,16.97003,16.78618,16.69086,1035,301,3,33,STAR,-0.000363,53242
242.67263,0.27652,18.02087,16.18131,15.25568,14.78436,14.42617,745,301,4,561,GALAXY,0.062059,51690
182.423125,-3.45141,18.33108,16.54468,15.67136,15.30085,14.97978,1140,301,1,197,GALAXY,0.096963,52367
127.692169,48.883815,19.21441,18.17936,17.68431,17.33897,17.15934,1345,301,3,138,GALAXY,0.095778,51873
166.167864,1.132857,19.48019,18.28477,17.58841,17.2519,17.05797,756,301,6,336,GALAXY,0.122553,52374
228.767177,-0.789812,18.34052,16.22763,15.11408,14.63449,14.22638,752,301,2,569,GALAXY,0.120608,51689
186.599012,0.141233,18.92344,17.86703,17.40125,17.19161,17.12352,752,301,4,287,STAR,0.000351,54140
182.379089,-0.436575,17.51785,16.21375,15.53676,15.12621,14.85314,756,301,2,445,GALAXY,0.078985,51999
172.861075,68.02442,19.27435,18.0982,17.74027,17.55984,17.49438,1350,301,6,339,STAR,-0.000069,54505
183.141045,-0.524304,18.6495,16.75529,15.80713,15.34022,14.96951,756,301,2,450,GALAXY,0.071926,52023
183.300239,-0.574435,19.36956,17.29202,16.24362,15.80908,15.45035,756,301,2,451,GALAXY,0.116322,52023
185.888555,64.815803,19.40381,18.47837,17.7669,17.37657,17.18323,1302,301,3,379,GALAXY,0.232141,52317
122.576717,45.532012,19.32673,17.44238,16.67663,16.31033,16.01854,1331,301,5,130,GALAXY,0.05446,51877
151.176618,1.199524,19.56746,17.68348,16.75961,16.28287,15.9689,756,301,6,236,GALAXY,0.082336,52235
213.107613,65.790016,18.08235,17.09783,16.93975,16.922,16.92979,1350,301,6,444,STAR,-0.000703,51984
159.352448,1.11338,18.51972,17.11867,16.53938,16.19464,15.95396,756,301,6,291,GALAXY,0.059766,52317
134.682624,54.440647,18.77087,16.96718,16.04727,15.6173,15.27993,1345,301,4,184,GALAXY,0.08726,56334
160.74931,1.062545,18.68663,17.33316,16.74443,16.43762,16.21905,756,301,6,300,GALAXY,0.073443,51910
199.912999,0.41934,18.83022,17.35428,16.61083,16.20681,15.92471,1334,301,4,22,GALAXY,0.074809,51984
125.467331,46.985371,19.06175,17.55503,16.79458,16.41239,16.15061,1331,301,3,146,GALAXY,0.07448,51868
168.234306,-0.909842,17.42361,16.74066,16.7125,16.55505,16.465,756,301,1,350,GALAXY,0.039616,51984
184.644961,-1.598657,18.57957,17.48721,17.07419,16.76231,16.6274,1231,301,6,103,GALAXY,0.079684,52313
177.353245,-1.002861,19.17656,18.83368,18.64171,18.6795,18.6134,756,301,1,411,QSO,1.128712,51943
28.030402,13.178821,19.00606,18.04915,17.71165,17.42515,17.31847,1035,301,2,147,GALAXY,0.061887,51877
156.044856,1.252381,19.19556,17.72278,16.95226,16.52765,16.23658,756,301,6,269,GALAXY,0.097334,51999
183.825047,-3.429394,17.8048,16.01143,15.14706,14.71841,14.37151,1140,301,1,206,GALAXY,0.045544,52367
197.690237,0.143621,18.5585,17.18439,16.64937,16.45155,16.3635,752,301,4,362,STAR,0.000008,56727
122.952128,48.623775,17.24965,16.27987,15.99962,15.88296,15.85514,1350,301,4,131,STAR,-0.000567,56992
213.353883,62.941031,18.80718,18.44683,17.93805,17.55893,17.4194,1345,301,5,445,QSO,0.180744,52365
162.964354,-0.854905,15.92846,15.75834,15.68789,15.79105,15.2599,756,301,1,315,QSO,0.358947,51909
120.935092,47.133608,18.94016,17.08686,16.0385,15.56702,15.16765,1402,301,4,108,GALAXY,0.110946,51884
222.910204,63.699471,17.70014,16.77637,16.52623,16.43842,16.40637,1412,301,6,275,STAR,-0.00036,52339
197.805669,-1.98053,19.54479,18.1675,17.12325,16.65976,16.31158,1231,301,5,191,GALAXY,0.186111,51990
235.004487,0.517483,18.74104,16.66122,15.54734,15.06243,14.66732,752,301,5,611,GALAXY,0.111173,51663
244.450121,0.425301,19.53179,18.18594,17.49762,17.03432,16.79032,752,301,5,674,GALAXY,0.086625,51693
141.975761,58.46989,19.14637,19.06299,19.00235,18.75289,18.73031,1345,301,5,222,QSO,1.845935,56720
163.186551,0.252554,18.08711,16.42006,15.74533,15.49637,15.37542,756,301,4,316,STAR,0.000237,54208
242.719854,-0.005429,19.23431,17.90094,17.20117,16.86932,16.57295,745,301,3,561,GALAXY,0.028943,51690
151.892205,0.277256,16.92191,15.60744,14.99947,14.69341,14.42122,756,301,4,241,GALAXY,0.033453,51910
182.232816,-0.98007,19.0891,18.14591,17.77624,17.61913,17.53745,756,301,1,444,STAR,0.000295,51666
178.950948,-0.548635,18.70638,17.78533,17.54214,17.27623,17.22145,756,301,2,422,GALAXY,0.064673,51943
233.293467,0.490756,18.12934,16.14146,15.23039,14.78253,14.43131,752,301,5,599,GALAXY,0.036963,51989
207.942427,66.786838,18.77011,17.09715,16.25748,15.84096,15.52852,1350,301,6,428,GALAXY,0.067593,51989
173.473503,-0.076459,19.14372,17.47879,16.79435,16.52504,16.35722,756,301,3,385,STAR,0.000011,54523
248.261272,0.784177,18.42463,16.77505,16.15567,15.92893,15.86987,745,301,5,598,STAR,-0.000074,51671
185.560066,-0.853221,18.34384,17.3147,16.98067,16.8816,16.83826,756,301,1,466,STAR,0.000088,54140
161.923531,-0.44698,19.52808,18.67979,18.39561,18.2954,18.216,756,301,2,308,STAR,0.000372,54210
193.81647,-3.37707,18.27576,18.1501,17.89669,17.83349,17.83174,1140,301,1,273,QSO,1.20364,51694
172.363771,-1.746921,16.97701,15.00958,14.12446,13.71308,13.40691,1140,301,5,130,GALAXY,0.042999,52375
221.98419,0.446387,17.50681,16.05808,15.52935,15.36461,15.28286,752,301,5,524,STAR,-0.000038,54653
179.943594,-1.591809,19.50782,17.75959,17.48494,17.25753,17.76798,1231,301,6,71,GALAXY,0.052432,52368
244.241553,-0.048438,19.3469,17.91381,17.27614,16.97921,16.68362,745,301,3,571,GALAXY,0.080338,51693
218.773441,-0.760036,19.46136,17.50455,16.56508,16.1375,15.81092,752,301,2,502,GALAXY,0.081275,51637
182.233693,-0.559739,19.59587,17.60853,16.80011,16.53049,16.39747,756,301,2,444,STAR,0.000133,51615
222.251842,63.83423,19.15874,18.11187,17.68776,17.51309,17.41112,1412,301,6,272,STAR,-0.000332,54533
110.246454,1.364872,18.58476,17.2945,16.42206,16.27426,15.89856,308,301,6,26,STAR,0.000391,56722
131.027306,52.057109,19.43003,17.6942,16.84227,16.43104,16.13565,1345,301,4,163,GALAXY,0.088411,51877
256.406076,58.361936,18.82905,17.4713,16.71725,16.30365,15.99157,1336,301,1,53,GALAXY,0.110753,51703
184.863761,-0.4672,19.39058,17.47807,16.45143,16.00193,15.67271,756,301,2,461,GALAXY,0.123371,52000
204.395715,67.254955,16.503,14.87593,14.35485,14.19865,14.13472,1350,301,6,419,STAR,-0.000157,54573
187.855999,-0.37362,16.93897,15.54625,15.02079,14.86261,14.78857,752,301,3,296,STAR,0.000096,54567
246.163597,0.782917,19.08575,17.05986,16.13237,15.6801,15.35666,745,301,5,584,GALAXY,0.056396,52000
10.934118,14.508445,19.52529,17.86754,17.10941,16.80128,16.59752,1035,301,3,36,STAR,-0.000261,54746
159.74265,0.249922,18.42966,17.19581,16.55976,16.10894,15.84901,756,301,4,293,GALAXY,0.082003,51913
155.561088,-0.027246,19.03819,17.79249,17.22686,16.85721,16.63472,756,301,3,265,GALAXY,0.112591,51941
123.873474,45.634218,18.4752,16.52666,15.609,15.16604,14.79463,1331,301,3,135,GALAXY,0.050532,51868
225.58677,59.873377,19.28681,18.08003,17.42526,17.05809,16.80983,1345,301,6,489,GALAXY,0.106183,52055
198.726517,-0.439617,17.50077,16.59289,16.30168,16.16106,16.16375,1334,301,2,14,STAR,0.000353,56727
171.700389,64.788274,18.55708,16.75176,15.78991,15.34259,14.98728,1302,301,4,339,GALAXY,0.098869,52059
198.507066,0.319292,18.28534,17.30585,17.00868,16.89066,16.85985,1334,301,4,12,STAR,0.000352,56727
154.580046,0.365779,19.2575,18.12506,17.56038,17.19979,16.96601,756,301,4,259,GALAXY,0.095661,51941
220.810204,0.632124,19.49442,17.99958,17.41921,17.21484,17.10793,752,301,5,516,STAR,-0.000135,54653
165.688165,0.660726,19.31889,17.30204,16.34598,15.92422,15.62894,745,301,5,46,GALAXY,0.096302,51908
162.312761,-0.118406,19.15502,18.88439,18.95928,19.06675,19.30268,756,301,3,310,STAR,0.000098,55570
195.740353,67.501834,19.06651,19.09573,19.07942,18.8171,18.86828,1412,301,4,196,QSO,1.837865,51988
