@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-11,14'

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric

@data
STAR,-0.366776
GALAXY,-0.189538
QSO,0.399201
GALAXY,-0.291491
GALAXY,-0.106388
GALAXY,-0.27148
STAR,-0.366461
GALAXY,-0.089349
GALAXY,-0.142295
GALAXY,-0.310893
STAR,-0.367639
QSO,1.31585
GALAXY,-0.186949
GALAXY,-0.150054
STAR,-0.368255
STAR,-0.367754
STAR,-0.367125
STAR,-0.367602
GALAXY,-0.026232
STAR,-0.367873
STAR,-0.368143
GALAXY,-0.172648
STAR,-0.369502
GALAXY,-0.168883
GALAXY,-0.219168
STAR,-0.36904
GALAXY,-0.199585
GALAXY,-0.123247
GALAXY,-0.221389
GALAXY,0.01188
GALAXY,-0.198177
STAR,-0.368125
GALAXY,-0.257512
STAR,-0.366249
STAR,-0.368296
QSO,3.585418
GALAXY,-0.181427
STAR,-0.367465
GALAXY,-0.172249
STAR,-0.367736
QSO,0.816647
GALAXY,-0.284104
GALAXY,-0.083425
STAR,-0.36798
STAR,-0.367044
QSO,2.684671
GALAXY,-0.115262
STAR,-0.368206
STAR,-0.368416
GALAXY,-0.051305
STAR,-0.369533
GALAXY,-0.182175
QSO,4.608329
GALAXY,-0.155499
GALAXY,-0.160908
GALAXY,-0.291189
STAR,-0.369698
GALAXY,-0.271597
STAR,-0.368005
STAR,-0.367324
GALAXY,-0.265344
GALAXY,-0.27224
QSO,0.478064
STAR,-0.367714
STAR,-0.367145
STAR,-0.367215
STAR,-0.368226
GALAXY,-0.02469
GALAXY,-0.114063
STAR,-0.36876
GALAXY,-0.127291
GALAXY,-0.251399
STAR,-0.367849
GALAXY,0.155141
GALAXY,-0.149366
GALAXY,-0.202328
GALAXY,-0.183702
QSO,2.381966
GALAXY,-0.206641
STAR,-0.367203
STAR,-0.368378
GALAXY,-0.200326
QSO,1.277824
STAR,-0.367873
GALAXY,-0.193395
GALAXY,-0.123904
STAR,-0.36629
STAR,-0.368693
STAR,-0.367822
GALAXY,-0.201718
GALAXY,-0.228296
STAR,-0.367611
QSO,0.261476
STAR,-0.367265
STAR,-0.369108
GALAXY,-0.11027
GALAXY,-0.076876
GALAXY,-0.125154
STAR,-0.367821
GALAXY,-0.127327
STAR,-0.36823
GALAXY,-0.230503
STAR,-0.368042
STAR,-0.368323
GALAXY,-0.159968
STAR,-0.368734
STAR,-0.368603
GALAXY,-0.221571
STAR,-0.368239
GALAXY,-0.224639
STAR,-0.367564
QSO,0.456995
GALAXY,-0.237426
GALAXY,-0.057745
STAR,-0.368542
QSO,2.036546
STAR,-0.368178
GALAXY,-0.022596
GALAXY,-0.121489
GALAXY,-0.155632
STAR,-0.367427
GALAXY,-0.251602
STAR,-0.368256
GALAXY,-0.227415
GALAXY,-0.051056
STAR,-0.367673
GALAXY,-0.27029
GALAXY,-0.10047
GALAXY,-0.194405
GALAXY,-0.082323
GALAXY,-0.121563
STAR,-0.367397
GALAXY,-0.153304
STAR,-0.368935
QSO,2.307697
STAR,-0.367724
STAR,-0.367204
STAR,-0.368025
GALAXY,-0.200461
STAR,-0.365909
STAR,-0.365298
STAR,-0.36742
GALAXY,-0.162153
GALAXY,-0.198884
GALAXY,-0.131759
STAR,-0.366892
STAR,-0.367504
GALAXY,-0.25736
STAR,-0.36811
GALAXY,-0.293466
STAR,-0.36594
GALAXY,-0.040415
GALAXY,-0.265918
GALAXY,-0.153331
STAR,-0.366859
GALAXY,-0.059441
GALAXY,-0.258521
STAR,-0.367599
GALAXY,-0.102217
QSO,0.845932
STAR,-0.368265
GALAXY,-0.039583
GALAXY,-0.233294
GALAXY,-0.090051
STAR,-0.36759
GALAXY,-0.153696
STAR,-0.367348
GALAXY,-0.094824
QSO,1.709108
QSO,0.32584
STAR,-0.367901
QSO,0.781894
STAR,-0.366848
GALAXY,-0.160848
GALAXY,-0.283217
GALAXY,-0.118838
GALAXY,-0.063129
GALAXY,-0.178614
GALAXY,-0.114058
STAR,-0.370402
GALAXY,-0.117332
GALAXY,-0.155167
QSO,1.156324
GALAXY,-0.180468
GALAXY,-0.206568
GALAXY,-0.162075
GALAXY,-0.125525
STAR,-0.367542
GALAXY,-0.287295
GALAXY,-0.243901
STAR,-0.369462
STAR,-0.368422
GALAXY,-0.181692
GALAXY,-0.195836
STAR,-0.368174
STAR,-0.367465
QSO,4.519411
STAR,-0.367331
GALAXY,-0.117577
STAR,-0.367901
GALAXY,-0.176922
STAR,-0.368649
STAR,-0.367862
STAR,-0.369887
STAR,-0.367939
STAR,-0.368247
GALAXY,-0.220862
STAR,-0.369254
GALAXY,-0.290969
GALAXY,-0.27412
GALAXY,-0.290627
GALAXY,-0.237948
QSO,5.012109
QSO,5.42442
STAR,-0.36777
GALAXY,-0.217855
STAR,-0.367939
STAR,-0.368858
GALAXY,-0.044098
STAR,-0.367852
GALAXY,-0.0441
STAR,-0.368099
GALAXY,-0.093317
STAR,-0.367916
STAR,-0.366861
GALAXY,-0.064766
STAR,-0.367857
GALAXY,-0.196539
STAR,-0.367332
GALAXY,-0.208335
STAR,-0.368084
STAR,-0.367951
GALAXY,-0.048512
STAR,-0.368197
GALAXY,-0.179896
STAR,-0.366115
STAR,-0.368912
GALAXY,-0.048332
STAR,-0.368043
GALAXY,-0.015944
STAR,-0.368645
GALAXY,-0.024252
GALAXY,-0.293178
STAR,-0.367292
STAR,-0.368009
STAR,-0.368217
GALAXY,-0.038682
STAR,-0.367863
GALAXY,-0.194266
GALAXY,-0.198702
STAR,-0.365747
QSO,2.651846
GALAXY,-0.137415
STAR,-0.367156
STAR,-0.36492
STAR,-0.368476
STAR,-0.369362
GALAXY,-0.222111
STAR,-0.367892
GALAXY,-0.169746
GALAXY,-0.130867
STAR,-0.367786
GALAXY,-0.091225
GALAXY,-0.226374
GALAXY,-0.146008
GALAXY,-0.227206
STAR,-0.367795
STAR,-0.36805
STAR,-0.368523
GALAXY,-0.204008
STAR,-0.367341
STAR,-0.368737
STAR,-0.367866
GALAXY,-0.285049
GALAXY,-0.156223
GALAXY,-0.09011
GALAXY,-0.161955
STAR,-0.367165
STAR,-0.366847
STAR,-0.36904
GALAXY,-0.255011
STAR,-0.3663
GALAXY,-0.228173
STAR,-0.367121
QSO,6.956702
GALAXY,-0.113244
GALAXY,-0.181367
STAR,-0.368261
QSO,4.019935
STAR,-0.36833
STAR,-0.367639
GALAXY,-0.146965
STAR,-0.368037
QSO,4.194272
GALAXY,-0.078246
GALAXY,-0.266838
STAR,-0.368036
GALAXY,-0.2861
GALAXY,-0.089426
GALAXY,-0.264011
GALAXY,-0.262535
GALAXY,-0.075934
STAR,-0.368385
GALAXY,-0.107631
STAR,-0.367237
GALAXY,-0.146297
STAR,-0.368458
GALAXY,-0.24803
STAR,-0.368353
STAR,-0.36918
STAR,-0.369061
GALAXY,-0.064116
GALAXY,-0.166243
STAR,-0.365594
GALAXY,-0.261606
GALAXY,-0.242117
GALAXY,-0.168566
GALAXY,-0.267136
GALAXY,-0.039023
GALAXY,-0.053893
QSO,4.642465
GALAXY,-0.227469
STAR,-0.36799
QSO,3.45653
GALAXY,-0.112521
STAR,-0.36703
GALAXY,-0.283388
STAR,-0.368366
GALAXY,-0.061776
GALAXY,-0.290487
GALAXY,-0.197135
STAR,-0.369261
STAR,-0.368089
GALAXY,-0.248037
STAR,-0.367789
GALAXY,-0.263479
GALAXY,-0.148732
GALAXY,-0.200188
STAR,-0.366554
GALAXY,-0.235756
STAR,-0.364988
GALAXY,-0.169157
GALAXY,-0.259081
GALAXY,-0.067258
STAR,-0.367499
QSO,1.06082
STAR,-0.366275
QSO,4.625193
STAR,-0.367113
GALAXY,0.09438
GALAXY,-0.228266
GALAXY,-0.126153
STAR,-0.368003
STAR,-0.36762
STAR,-0.368128
QSO,3.278374
GALAXY,-0.159105
STAR,-0.367967
STAR,-0.368116
GALAXY,-0.137501
STAR,-0.367863
STAR,-0.367761
GALAXY,-0.168848
STAR,-0.36559
STAR,-0.367578
STAR,-0.366833
STAR,-0.366959
GALAXY,-0.014135
GALAXY,-0.145965
STAR,-0.370043
GALAXY,-0.069348
GALAXY,-0.209997
GALAXY,-0.172644
GALAXY,-0.19863
GALAXY,-0.186201
STAR,-0.367778
GALAXY,-0.278859
GALAXY,-0.276257
GALAXY,-0.201331
STAR,-0.366572
GALAXY,-0.008339
STAR,-0.368041
GALAXY,-0.042684
STAR,-0.367729
STAR,-0.368198
GALAXY,0.015587
GALAXY,-0.1764
QSO,0.297687
GALAXY,-0.007049
GALAXY,-0.195711
GALAXY,-0.152359
GALAXY,-0.110938
STAR,-0.368065
GALAXY,-0.313539
STAR,-0.36517
STAR,-0.368136
GALAXY,-0.219006
GALAXY,-0.259284
GALAXY,-0.266276
GALAXY,0.027026
STAR,-0.364216
GALAXY,0.140467
STAR,-0.368271
GALAXY,-0.180607
GALAXY,-0.175784
GALAXY,-0.188529
GALAXY,-0.302947
QSO,4.818211
GALAXY,-0.202574
GALAXY,-0.162345
GALAXY,-0.179108
GALAXY,-0.048926
GALAXY,-0.301677
QSO,0.944057
STAR,-0.366332
GALAXY,-0.200124
STAR,-0.367459
STAR,-0.367211
GALAXY,-0.340973
GALAXY,-0.143883
QSO,4.068612
STAR,-0.370371
QSO,0.284896
STAR,-0.369303
STAR,-0.368128
STAR,-0.367504
STAR,-0.368187
STAR,-0.368724
QSO,4.71147
STAR,-0.366641
GALAXY,-0.09908
STAR,-0.36784
STAR,-0.368815
GALAXY,-0.243168
STAR,-0.368223
GALAXY,-0.060799
STAR,-0.366147
GALAXY,-0.214999
STAR,-0.364846
GALAXY,-0.109127
GALAXY,-0.2938
QSO,2.166934
STAR,-0.365426
STAR,-0.368145
QSO,2.423438
STAR,-0.368556
STAR,-0.36785
GALAXY,-0.179503
GALAXY,-0.195191
GALAXY,-0.067742
GALAXY,-0.291345
QSO,4.089125
STAR,-0.368098
GALAXY,-0.184587
STAR,-0.36644
STAR,-0.367284
STAR,-0.368635
QSO,3.257698
GALAXY,-0.066728
QSO,5.220662
GALAXY,-0.016983
GALAXY,-0.238765
STAR,-0.370771
QSO,1.196744
STAR,-0.367577
STAR,-0.36748
GALAXY,-0.079553
GALAXY,-0.039316
GALAXY,0.087596
GALAXY,0.045494
STAR,-0.367166
QSO,4.119598
QSO,1.539311
STAR,-0.367657
STAR,-0.366597
GALAXY,-0.17295
GALAXY,-0.181653
STAR,-0.367983
GALAXY,-0.127638
GALAXY,-0.30955
GALAXY,0.039526
STAR,-0.367646
GALAXY,-0.202446
GALAXY,-0.157891
GALAXY,-0.229715
GALAXY,-0.102081
GALAXY,-0.062656
GALAXY,-0.111632
GALAXY,0.007231
GALAXY,-0.203518
STAR,-0.367206
STAR,-0.368223
GALAXY,-0.038582
GALAXY,-0.186098
GALAXY,-0.217077
GALAXY,-0.088423
GALAXY,-0.234306
STAR,-0.366986
STAR,-0.370715
STAR,-0.367996
GALAXY,-0.162107
STAR,-0.367805
GALAXY,-0.143096
GALAXY,-0.134027
STAR,-0.368055
GALAXY,-0.145374
STAR,-0.368076
GALAXY,-0.156437
STAR,-0.368622
GALAXY,-0.119421
QSO,-0.134105
STAR,-0.368539
STAR,-0.367978
GALAXY,-0.017244
GALAXY,-0.127739
GALAXY,0.041985
STAR,-0.36756
STAR,-0.368064
STAR,-0.368164
STAR,-0.368185
GALAXY,-0.287466
GALAXY,-0.314937
STAR,-0.364798
STAR,-0.367405
GALAXY,-0.065085
STAR,-0.367604
STAR,-0.366263
GALAXY,-0.126288
STAR,-0.369006
GALAXY,-0.21937
GALAXY,-0.165902
STAR,-0.367868
STAR,-0.369364
STAR,-0.365936
GALAXY,0.038572
GALAXY,-0.094595
GALAXY,-0.048364
STAR,-0.369528
STAR,-0.369097
GALAXY,-0.242398
GALAXY,-0.249417
GALAXY,-0.143598
GALAXY,-0.296163
GALAXY,-0.258434
GALAXY,-0.098907
QSO,4.336134
GALAXY,-0.252232
GALAXY,-0.267913
QSO,4.208273
STAR,-0.368797
GALAXY,-0.166912
GALAXY,-0.311943
GALAXY,-0.147544
STAR,-0.368387
STAR,-0.367401
GALAXY,-0.245007
STAR,-0.366954
STAR,-0.368129
STAR,-0.368041
STAR,-0.367716
GALAXY,-0.220574
GALAXY,-0.191988
STAR,-0.365505
GALAXY,-0.162785
GALAXY,-0.188569
GALAXY,-0.151058
GALAXY,-0.069705
STAR,-0.365387
GALAXY,-0.138918
GALAXY,-0.083284
GALAXY,-0.179166
QSO,2.880534
GALAXY,-0.11429
STAR,-0.369226
GALAXY,-0.120755
QSO,4.098682
STAR,-0.367372
GALAXY,-0.259424
GALAXY,-0.168211
GALAXY,-0.305266
STAR,-0.368281
STAR,-0.367525
STAR,-0.367617
STAR,-0.365751
GALAXY,-0.162887
STAR,-0.368219
STAR,-0.367359
QSO,3.178144
GALAXY,0.019236
QSO,4.660164
STAR,-0.368241
GALAXY,-0.191155
STAR,-0.367146
STAR,-0.367686
STAR,-0.36832
GALAXY,-0.27767
STAR,-0.366629
QSO,2.080562
STAR,-0.369364
STAR,-0.368391
STAR,-0.367635
GALAXY,-0.35821
STAR,-0.369106
STAR,-0.36782
STAR,-0.367638
GALAXY,-0.15172
STAR,-0.367751
STAR,-0.367561
STAR,-0.367921
GALAXY,0.113335
QSO,5.168372
GALAXY,0.053952
GALAXY,-0.313238
GALAXY,-0.140178
GALAXY,-0.229074
STAR,-0.368188
STAR,-0.368207
GALAXY,-0.26806
GALAXY,-0.125505
QSO,3.090144
GALAXY,-0.301789
STAR,-0.368312
GALAXY,-0.078885
GALAXY,-0.148754
QSO,3.086555
GALAXY,-0.293381
GALAXY,-0.161333
GALAXY,-0.16786
STAR,-0.368004
STAR,-0.367393
GALAXY,-0.158102
GALAXY,-0.174633
STAR,-0.365346
STAR,-0.366766
GALAXY,-0.244486
GALAXY,0.035966
STAR,-0.368054
GALAXY,0.075482
STAR,-0.367357
STAR,-0.367402
GALAXY,-0.262458
STAR,-0.367751
GALAXY,-0.132173
STAR,-0.367593
STAR,-0.368027
STAR,-0.367247
GALAXY,-0.205751
STAR,-0.368229
STAR,-0.366424
STAR,-0.369239
GALAXY,-0.081543
GALAXY,-0.1975
GALAXY,-0.189092
GALAXY,-0.294989
STAR,-0.36813
STAR,-0.367923
STAR,-0.366238
GALAXY,-0.260191
STAR,-0.367772
STAR,-0.363995
QSO,3.124365
GALAXY,-0.177278
GALAXY,-0.156933
GALAXY,-0.157869
GALAXY,-0.079443
GALAXY,-0.061059
GALAXY,-0.092957
GALAXY,-0.086969
STAR,-0.367784
GALAXY,-0.233082
GALAXY,-0.238608
STAR,-0.370294
STAR,-0.367359
GALAXY,-0.146577
STAR,-0.365772
GALAXY,-0.153029
GALAXY,-0.08179
QSO,0.494761
GALAXY,-0.313969
GALAXY,-0.242987
GALAXY,0.004504
GALAXY,-0.248488
STAR,-0.368024
GALAXY,-0.198825
GALAXY,-0.149011
STAR,-0.367847
GALAXY,-0.029461
STAR,-0.367866
GALAXY,-0.304369
STAR,-0.368149
STAR,-0.365825
STAR,-0.368198
GALAXY,-0.121083
STAR,-0.367507
STAR,-0.367642
GALAXY,-0.061876
STAR,-0.367481
GALAXY,-0.116365
STAR,-0.367204
GALAXY,0.011458
GALAXY,-0.118768
STAR,-0.367833
STAR,-0.368042
STAR,-0.367713
STAR,-0.36833
GALAXY,0.031056
GALAXY,-0.01364
GALAXY,-0.227004
STAR,-0.367435
STAR,-0.36766
STAR,-0.36792
GALAXY,-0.126554
GALAXY,-0.15821
GALAXY,-0.31092
STAR,-0.367055
STAR,-0.36849
GALAXY,-0.253277
STAR,-0.368676
GALAXY,-0.159942
QSO,3.106193
STAR,-0.369097
STAR,-0.368054
STAR,-0.368124
STAR,-0.368813
GALAXY,-0.339894
GALAXY,-0.121087
GALAXY,-0.195896
QSO,3.708521
GALAXY,-0.190402
GALAXY,-0.147107
QSO,5.071562
STAR,-0.367769
GALAXY,-0.282383
STAR,-0.367418
QSO,2.558697
STAR,-0.367476
GALAXY,-0.2485
QSO,1.762101
STAR,-0.368113
GALAXY,0.080841
STAR,-0.367871
STAR,-0.366978
STAR,-0.36838
STAR,-0.368183
STAR,-0.366959
GALAXY,-0.24333
GALAXY,-0.12136
GALAXY,-0.36928
STAR,-0.370139
GALAXY,-0.170127
STAR,-0.368238
GALAXY,-0.211293
STAR,-0.367296
GALAXY,-0.101682
GALAXY,-0.252589
GALAXY,-0.277211
QSO,3.155144
STAR,-0.367894
GALAXY,-0.186762
GALAXY,-0.049583
GALAXY,-0.153512
GALAXY,-0.086749
STAR,-0.367799
QSO,9.70873
QSO,0.632031
STAR,-0.368439
GALAXY,-0.093595
GALAXY,-0.095809
QSO,2.568739
STAR,-0.367905
STAR,-0.368407
GALAXY,-0.172571
GALAXY,-0.298111
STAR,-0.3679
GALAXY,-0.191754
STAR,-0.367619
STAR,-0.368106
QSO,3.479155
GALAXY,1.845381
QSO,6.190355
GALAXY,-0.192211
STAR,-0.367796
GALAXY,-0.270595
GALAXY,-0.284004
GALAXY,-0.166244
STAR,-0.368242
GALAXY,-0.191641
STAR,-0.367004
STAR,-0.367592
STAR,-0.36709
GALAXY,-0.043116
GALAXY,-0.286256
GALAXY,-0.091226
GALAXY,-0.093096
GALAXY,-0.09461
STAR,-0.36779
STAR,-0.369052
GALAXY,-0.144489
QSO,3.450694
GALAXY,-0.146456
GALAXY,-0.270888
GALAXY,-0.198023
STAR,-0.36775
GALAXY,-0.088006
QSO,4.206579
STAR,-0.367625
STAR,-0.368191
STAR,-0.368769
STAR,-0.369468
STAR,-0.369763
STAR,-0.366328
GALAXY,-0.193517
GALAXY,-0.312261
GALAXY,-0.153395
GALAXY,-0.368064
GALAXY,-0.233552
GALAXY,-0.093275
GALAXY,-0.130738
GALAXY,-0.232492
STAR,-0.366924
GALAXY,-0.267667
GALAXY,-0.307895
GALAXY,-0.193054
GALAXY,-0.131973
STAR,-0.368987
STAR,-0.367639
STAR,-0.36664
STAR,-0.36758
STAR,-0.367725
STAR,-0.368021
STAR,-0.366512
STAR,-0.366457
GALAXY,-0.190637
STAR,-0.36713
STAR,-0.367872
GALAXY,-0.128837
STAR,-0.367493
STAR,-0.367136
STAR,-0.368379
STAR,-0.368731
STAR,-0.367422
GALAXY,-0.268374
STAR,-0.367485
STAR,-0.366719
STAR,-0.368148
STAR,-0.366949
GALAXY,-0.300851
GALAXY,-0.251001
GALAXY,-0.10002
STAR,-0.367337
GALAXY,-0.169975
STAR,-0.367676
GALAXY,-0.159974
STAR,-0.369706
GALAXY,-0.235757
STAR,-0.366526
STAR,-0.368042
GALAXY,-0.197075
STAR,-0.366919
STAR,-0.369328
QSO,4.729728
GALAXY,-0.311826
STAR,-0.367872
GALAXY,-0.102539
GALAXY,-0.166949
GALAXY,-0.026743
GALAXY,-0.220267
STAR,-0.367894
GALAXY,-0.160143
GALAXY,-0.107459
STAR,-0.368604
GALAXY,-0.176925
STAR,-0.367524
STAR,-0.367132
GALAXY,-0.15667
GALAXY,-0.213396
GALAXY,-0.269555
QSO,0.335284
STAR,-0.365648
GALAXY,-0.230618
GALAXY,-0.255419
STAR,-0.370646
STAR,-0.367272
STAR,-0.367778
STAR,-0.366489
GALAXY,-0.270641
GALAXY,-0.124751
GALAXY,-0.126362
GALAXY,-0.193276
GALAXY,-0.160705
STAR,-0.368271
STAR,-0.368295
GALAXY,-0.119466
GALAXY,-0.256431
GALAXY,-0.178348
QSO,5.691353
GALAXY,-0.24182
STAR,-0.367784
GALAXY,-0.270917
GALAXY,-0.142521
STAR,-0.367265
STAR,-0.368015
QSO,1.070183
GALAXY,-0.168875
STAR,-0.368322
GALAXY,-0.013257
STAR,-0.365627
STAR,-0.36838
GALAXY,-0.209899
STAR,-0.368298
QSO,6.623934
STAR,-0.367937
GALAXY,-0.295359
GALAXY,-0.159526
GALAXY,-0.14842
GALAXY,-0.168191
STAR,-0.36966
GALAXY,-0.155853
STAR,-0.36816
STAR,-0.367606
STAR,-0.367068
STAR,-0.368547
STAR,-0.367643
GALAXY,-0.041614
GALAXY,-0.26422
STAR,-0.367823
GALAXY,-0.097238
GALAXY,-0.246535
STAR,-0.367981
GALAXY,-0.265457
STAR,-0.367941
GALAXY,-0.119142
STAR,-0.367335
GALAXY,-0.100045
GALAXY,-0.060877
STAR,-0.367631
STAR,-0.368432
GALAXY,-0.178449
STAR,-0.368199
GALAXY,-0.223469
GALAXY,-0.288317
QSO,0.963341
STAR,-0.368057
QSO,4.738812
GALAXY,-0.13068
STAR,-0.368312
QSO,0.028082
GALAXY,-0.186719
GALAXY,0.015129
GALAXY,-0.063422
STAR,-0.369345
GALAXY,-0.261984
STAR,-0.368312
GALAXY,-0.200101
STAR,-0.368204
STAR,-0.367756
GALAXY,-0.182784
GALAXY,-0.098167
GALAXY,-0.054159
GALAXY,-0.214875
STAR,-0.368082
STAR,-0.368056
STAR,-0.367285
GALAXY,-0.308347
GALAXY,-0.314336
STAR,-0.367938
GALAXY,-0.199744
STAR,-0.367711
GALAXY,-0.307139
GALAXY,-0.105478
GALAXY,-0.119337
GALAXY,-0.149533
GALAXY,-0.131811
GALAXY,-0.184394
GALAXY,-0.117203
QSO,3.490707
STAR,-0.369841
STAR,-0.368529
GALAXY,-0.143685
GALAXY,-0.02572
GALAXY,-0.312406
GALAXY,-0.073025
STAR,-0.367999
GALAXY,-0.182861
GALAXY,-0.206165
GALAXY,-0.241262
STAR,-0.368062
GALAXY,-0.26383
QSO,3.725782
GALAXY,-0.305505
STAR,-0.368082
GALAXY,-0.182623
GALAXY,-0.083925
STAR,-0.36793
GALAXY,-0.155372
STAR,-0.365798
STAR,-0.368193
GALAXY,-0.296622
QSO,4.372918
GALAXY,-0.247048
QSO,2.764724
STAR,-0.368307
GALAXY,0.715407
GALAXY,-0.080455
STAR,-0.368388
QSO,0.29505
STAR,-0.369222
GALAXY,-0.067054
QSO,4.548336
GALAXY,-0.151047
GALAXY,-0.263824
GALAXY,-0.07138
STAR,-0.368002
GALAXY,-0.201791
GALAXY,-0.103259
STAR,-0.367487
STAR,-0.36765
GALAXY,0.013516
GALAXY,-0.196066
STAR,-0.36834
GALAXY,-0.151192
STAR,-0.369849
QSO,2.421653
GALAXY,-0.301325
QSO,0.26695
QSO,1.119997
GALAXY,-0.055991
STAR,-0.367728
STAR,-0.367919
GALAXY,-0.254841
STAR,-0.366212
GALAXY,-0.051893
GALAXY,-0.059675
STAR,-0.368168
GALAXY,-0.114479
GALAXY,-0.204383
GALAXY,-0.088756
GALAXY,-0.182516
STAR,-0.367793
GALAXY,-0.192994
STAR,-0.367559
GALAXY,0.069745
GALAXY,-0.249159
STAR,-0.368535
QSO,1.587905
GALAXY,-0.183159
STAR,-0.367737
GALAXY,-0.182758
GALAXY,-0.093006
GALAXY,-0.185137
STAR,-0.368435
GALAXY,-0.066048
STAR,-0.36837
GALAXY,-0.095216
QSO,4.689634
STAR,-0.368375
STAR,-0.367927
QSO,3.261696
GALAXY,-0.025551
GALAXY,-0.070977
QSO,10.250754
GALAXY,-0.176311
GALAXY,-0.096257
STAR,-0.370841
STAR,-0.367879
STAR,-0.367772
STAR,-0.367163
STAR,-0.368187
STAR,-0.366775
GALAXY,-0.118687
STAR,-0.36745
GALAXY,-0.139202
STAR,-0.367264
STAR,-0.367512
STAR,-0.368122
STAR,-0.368234
GALAXY,-0.278461
STAR,-0.367678
GALAXY,-0.170323
STAR,-0.368091
STAR,-0.366954
GALAXY,-0.270195
STAR,-0.367979
STAR,-0.367422
STAR,-0.368277
GALAXY,-0.269041
GALAXY,0.404416
STAR,-0.366941
STAR,-0.367747
STAR,-0.367627
STAR,-0.367573
STAR,-0.367837
STAR,-0.366903
STAR,-0.367912
GALAXY,-0.367953
GALAXY,-0.089006
GALAXY,-0.152902
GALAXY,-0.23735
GALAXY,-0.140494
STAR,-0.36962
STAR,-0.367822
GALAXY,-0.189607
GALAXY,-0.044695
STAR,-0.367388
GALAXY,-0.26447
STAR,-0.368455
GALAXY,-0.202516
GALAXY,-0.103154
GALAXY,-0.293584
STAR,-0.368212
STAR,-0.367993
GALAXY,-0.304653
GALAXY,-0.219006
GALAXY,-0.053547
STAR,-0.368313
GALAXY,-0.149638
STAR,-0.365801
STAR,-0.367543
GALAXY,-0.169548
GALAXY,-0.30479
STAR,-0.367987
GALAXY,-0.238686
GALAXY,-0.335485
GALAXY,-0.217258
STAR,-0.36806
GALAXY,-0.172322
GALAXY,-0.087596
GALAXY,0.094794
GALAXY,-0.041909
STAR,-0.367156
STAR,-0.36788
GALAXY,-0.139502
QSO,3.153207
GALAXY,-0.058815
GALAXY,-0.240022
QSO,4.027577
GALAXY,-0.14943
GALAXY,-0.116307
GALAXY,-0.278396
GALAXY,-0.285287
QSO,4.656768
GALAXY,-0.06339
QSO,4.249298
STAR,-0.36781
STAR,-0.367048
GALAXY,-0.034451
GALAXY,-0.254105
GALAXY,-0.044306
GALAXY,-0.071268
GALAXY,-0.185043
GALAXY,0.085216
STAR,-0.368723
GALAXY,-0.045123
GALAXY,-0.151765
GALAXY,-0.174106
GALAXY,-0.015762
STAR,-0.36777
GALAXY,-0.104398
STAR,-0.369521
GALAXY,-0.229826
GALAXY,-0.302461
GALAXY,-0.108233
STAR,-0.367341
STAR,-0.367869
STAR,-0.369332
GALAXY,-0.058862
GALAXY,-0.326242
STAR,-0.369196
GALAXY,-0.176328
GALAXY,-0.269269
GALAXY,-0.051026
STAR,-0.367953
STAR,-0.367437
QSO,2.775463
GALAXY,-0.11825
STAR,-0.365977
GALAXY,-0.071381
STAR,-0.367956
STAR,-0.368185
STAR,-0.367918
GALAXY,-0.248459
GALAXY,-0.168854
GALAXY,-0.227271
STAR,-0.367448
QSO,2.024572
GALAXY,-0.013524
GALAXY,-0.172049
GALAXY,-0.157358
GALAXY,-0.08372
STAR,-0.367755
GALAXY,0.140502
STAR,-0.366272
GALAXY,-0.12153
GALAXY,-0.117322
STAR,-0.368112
STAR,-0.36701
GALAXY,-0.276465
STAR,-0.36801
GALAXY,-0.118694
GALAXY,-0.072164
GALAXY,-0.055515
QSO,2.678642
GALAXY,-0.219126
GALAXY,-0.313961
GALAXY,-0.220193
QSO,3.710147
STAR,-0.366913
GALAXY,-0.159471
GALAXY,-0.019231
GALAXY,-0.146828
GALAXY,-0.204297
GALAXY,-0.367953
STAR,-0.368037
GALAXY,-0.190427
GALAXY,-0.245385
GALAXY,-0.185693
STAR,-0.367739
GALAXY,-0.15278
GALAXY,0.008296
STAR,-0.368187
GALAXY,-0.208101
GALAXY,-0.156418
STAR,-0.367929
GALAXY,-0.181186
GALAXY,-0.295269
STAR,-0.368391
GALAXY,-0.107519
STAR,-0.36747
QSO,2.437757
STAR,-0.36681
STAR,-0.367342
GALAXY,-0.254723
STAR,-0.367711
STAR,-0.36726
STAR,-0.366671
GALAXY,-0.294198
GALAXY,-0.002224
GALAXY,-0.098476
STAR,-0.368652
GALAXY,-0.283521
STAR,-0.366354
GALAXY,0.042862
GALAXY,-0.117935
QSO,2.760751
GALAXY,-0.11196
STAR,-0.369679
GALAXY,-0.073057
STAR,-0.36796
GALAXY,-0.174655
STAR,-0.366485
STAR,-0.368813
STAR,-0.368534
GALAXY,-0.248873
QSO,2.982064
STAR,-0.367431
GALAXY,-0.172541
GALAXY,-0.162261
GALAXY,-0.237981
GALAXY,-0.162424
GALAXY,-0.05969
GALAXY,-0.281442
STAR,-0.368171
GALAXY,-0.15865
QSO,0.545219
STAR,-0.366459
GALAXY,-0.288008
GALAXY,0.001094
GALAXY,-0.077678
QSO,1.001009
STAR,-0.367273
GALAXY,-0.250307
STAR,-0.367191
STAR,-0.367663
GALAXY,-0.180186
GALAXY,-0.27609
GALAXY,-0.158569
