@relation 'table_train-weka.filters.unsupervised.attribute.Remove-R1-4,8-11'

@attribute r numeric
@attribute i numeric
@attribute z numeric
@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
0.520426,0.537447,0.591193,STAR,-0.367163,1.290061
-0.535037,-0.377352,-0.262377,STAR,-0.368465,1.075765
1.713063,1.705603,1.70324,QSO,0.766019,-0.878694
0.850789,1.027201,1.157086,STAR,-0.365393,0.83832
-0.031522,-0.140111,-0.236921,GALAXY,-0.136886,-0.878694
0.535067,0.740707,0.875218,STAR,-0.365297,-0.377347
-0.422399,-0.570677,-0.716733,GALAXY,-0.266426,-0.585691
-0.889993,-0.751166,-0.652579,STAR,-0.367955,1.065844
-0.285629,-0.161941,-0.03922,STAR,-0.368386,0.801942
0.5521,0.411784,0.314885,GALAXY,-0.001489,-0.678288
0.676771,0.678724,0.728478,STAR,-0.369208,1.342312
0.468593,0.307785,0.160864,GALAXY,-0.038998,-0.706067
-1.919008,-1.963325,-2.008499,GALAXY,-0.264063,-0.628682
0.911076,0.875945,0.795783,GALAXY,-0.252342,-0.37404
0.589978,0.470769,0.389998,GALAXY,-0.047944,-0.66043
-0.737631,-0.662122,-0.598358,GALAXY,-0.302695,-0.706067
-0.4683,-0.579847,-0.70706,GALAXY,-0.158886,-0.37867
-0.662957,-0.751342,-0.863514,GALAXY,-0.030881,-0.62273
-2.436636,-2.416347,-2.479499,GALAXY,-0.306976,1.545364
-1.012395,-1.05425,-1.133168,GALAXY,-0.222524,-0.412402
-0.604147,-0.708033,-0.802513,GALAXY,-0.161868,-0.66969
-3.874115,-3.844584,-3.866659,GALAXY,-0.339105,-0.698792
-0.053875,-0.246194,-0.393049,GALAXY,-0.065947,-0.82512
-0.025628,-0.127494,-0.228352,GALAXY,-0.166112,-0.826443
2.057427,2.098953,2.155389,QSO,2.869504,-0.682256
-0.134208,-0.279287,-0.419692,GALAXY,-0.158871,-0.864805
-0.495784,-0.631711,-0.759485,GALAXY,-0.157672,2.518295
-0.408144,-0.528098,-0.654402,GALAXY,-0.139784,-0.681595
-0.019028,-0.108908,-0.200523,GALAXY,-0.234287,-0.824459
-1.186912,-1.263691,-1.378596,GALAXY,-0.169194,-0.681595
1.050257,0.874784,0.85844,GALAXY,-0.011045,-0.631328
0.425781,0.366682,0.327199,GALAXY,-0.215957,-0.681595
0.666715,0.571076,0.531237,GALAXY,-0.302828,-0.866789
-2.948484,-2.927341,-2.983044,GALAXY,-0.323015,-0.703421
-2.155404,-1.942506,-1.776539,STAR,-0.368054,0.83832
-1.359254,-1.206728,-1.07684,STAR,-0.368325,1.010286
0.504071,0.592309,0.67113,STAR,-0.365801,0.83832
-1.769131,-1.825099,-1.850047,GALAXY,-0.203914,-0.88134
-1.559796,-1.549525,-1.561049,GALAXY,-0.253421,-0.699453
0.282505,0.280336,0.3093,STAR,-0.368028,1.342312
-1.081835,-0.931269,-0.809167,STAR,-0.368561,1.075765
1.315445,1.384891,1.46323,STAR,-0.369926,-0.629344
0.827419,0.729401,0.746786,GALAXY,-0.181744,-0.414386
-1.332109,-1.479524,-1.633695,GALAXY,-0.241082,-0.706067
-1.795815,-1.627263,-1.47149,STAR,-0.368623,1.030128
-2.103091,-1.854271,-1.650432,STAR,-0.36827,1.030128
-1.360469,-1.436593,-1.534172,GALAXY,-0.236805,-0.622068
1.123387,1.175731,1.179114,STAR,-0.367175,-0.622068
1.583477,1.618738,1.473931,QSO,5.15987,-0.699453
-0.803691,-0.775942,-0.733979,STAR,-0.366383,0.83832
0.658156,0.681837,0.699687,STAR,-0.367723,-0.622068
1.635583,1.703194,1.530309,QSO,5.09406,-0.622068
-2.289895,-2.073761,-1.892122,STAR,-0.368032,1.08767
0.807138,0.617726,0.605781,GALAXY,0.001451,-0.606856
1.809412,1.743812,1.758022,QSO,3.350319,-0.622068
-0.355831,-0.450492,-0.546293,GALAXY,-0.098401,-0.680272
-0.040006,-0.168623,-0.339814,GALAXY,-0.236097,-0.622068
0.232065,0.225932,0.224958,GALAXY,-0.272698,-0.379332
-1.712478,-1.522666,-1.37373,STAR,-0.368119,0.637913
0.482104,0.313244,0.224925,GALAXY,-0.083985,-0.845624
-0.251968,-0.190673,-0.147714,STAR,-0.367888,1.272864
-1.110806,-0.423659,-0.524808,STAR,-0.36749,-0.825782
0.366934,0.327496,0.372233,GALAXY,-0.124058,-0.62273
-1.209801,-1.431977,-1.300841,GALAXY,-0.157566,-0.37867
0.874205,0.930859,0.979707,STAR,-0.369282,1.034758
1.043355,0.78588,0.636529,STAR,-0.367835,-0.82512
-0.309752,-0.463987,-0.585316,GALAXY,-0.116791,-0.629344
-0.856248,-0.959227,-1.062904,GALAXY,-0.18097,-0.681595
1.831106,2.019439,1.998576,QSO,2.122265,-0.628682
-0.158434,-0.127389,-0.13642,GALAXY,-0.305075,-0.626698
1.03828,0.991286,0.87429,QSO,4.884274,-0.62273
-1.065151,-1.124665,-1.155573,GALAXY,-0.247754,-0.680934
-0.733451,-0.645936,-0.552337,STAR,-0.367216,2.51631
-0.723498,-0.660548,-0.591118,STAR,-0.36805,0.841627
-0.01948,-0.136146,-0.25905,GALAXY,-0.119868,-0.682918
0.94806,0.866792,0.793216,GALAXY,-0.24234,-0.682256
-0.539349,-0.773436,-0.950022,GALAXY,0.064707,-0.82512
-0.274707,-0.107915,0.033903,STAR,-0.36816,1.010286
0.2378,0.045302,-0.098566,GALAXY,-0.157338,-0.395867
-0.259444,-0.161493,-0.089061,STAR,-0.367672,1.065844
-0.241338,-0.18837,-0.138819,STAR,-0.368815,1.310565
0.528297,0.513683,0.446577,GALAXY,-0.312969,-0.650509
0.093695,-0.008997,0.023161,GALAXY,-0.090671,-0.622068
1.78126,1.891226,1.787273,QSO,5.278879,2.322518
-0.039149,0.182667,0.350255,STAR,-0.3683,-0.826443
-0.231565,-0.077328,0.005639,STAR,-0.367585,0.83832
-2.487386,-2.457458,-2.449471,GALAXY,-0.192739,-0.827766
-0.930913,-0.493001,-0.269232,STAR,-0.368087,1.132646
-0.430732,-0.57189,-0.723529,GALAXY,-0.132604,-0.659768
-1.465217,-1.359479,-1.210262,GALAXY,-0.286515,-0.631989
0.794484,0.776543,0.799536,STAR,-0.367908,0.579048
-0.671205,-0.796278,-0.922802,GALAXY,-0.103166,0.328374
0.865533,0.754713,0.861215,QSO,1.041793,2.496468
0.593104,0.523248,0.524591,GALAXY,-0.187373,-0.839671
1.111815,1.35113,1.564651,QSO,5.429766,-0.622068
0.146055,0.013027,-0.111783,GALAXY,-0.116637,-0.682256
0.881832,0.822024,0.805004,GALAXY,-0.166394,-0.622068
-0.830289,-0.626761,-0.492196,STAR,-0.36699,-0.649186
0.409539,0.462619,0.545582,STAR,-0.370111,-0.678288
0.245021,0.090624,-0.00696,GALAXY,-0.119239,-0.681595
0.511622,0.327021,0.214433,GALAXY,-0.130674,-0.826443
-0.31622,-0.488112,-0.625945,GALAXY,-0.027821,-0.862159
-0.071604,-0.127969,-0.230794,GALAXY,-0.282802,-0.839671
0.282194,0.278411,0.287657,STAR,-0.36726,1.290061
0.777121,1.069718,1.138936,QSO,2.104113,-0.84827
-2.208592,-2.096453,-1.993301,STAR,-0.368451,1.075765
-0.897403,-0.8106,-0.727166,STAR,-0.365432,0.83832
0.520237,0.458337,0.413999,GALAXY,-0.176028,-0.574447
-0.353731,-0.492693,-0.615955,GALAXY,-0.160389,-0.680934
0.230663,0.291071,0.346518,STAR,-0.368343,-0.682256
-0.180693,-0.111678,-0.049227,STAR,-0.367888,0.304564
-1.542433,-1.601819,-1.681731,GALAXY,-0.180404,-0.84364
0.563379,0.408496,0.269056,GALAXY,-0.001534,1.047986
-0.834169,-0.719902,-0.602705,STAR,-0.36817,1.212015
1.620697,1.455613,1.124574,STAR,-0.368292,-0.624052
0.66421,0.743565,0.79952,STAR,-0.366976,-0.87671
-0.209184,-0.352163,-0.489237,GALAXY,-0.174082,-0.709374
0.942392,0.847907,0.777567,GALAXY,-0.223795,-0.827105
-0.516912,-0.693034,-0.836077,GALAXY,-0.188528,-0.415048
-0.216321,-0.456435,-0.62067,GALAXY,-0.248421,-0.37404
-1.56375,-1.412828,-1.354202,GALAXY,-0.294589,-0.650509
0.052841,0.111901,0.116155,GALAXY,-0.291138,-0.39256
-1.861884,-1.60393,-1.408415,STAR,-0.368468,0.83832
0.898497,0.765606,0.683327,GALAXY,-0.027537,-0.679611
0.857973,0.687595,0.630342,GALAXY,-0.156072,-0.66969
-1.995942,-2.023058,-2.066759,GALAXY,-0.283811,-0.68887
0.280687,0.319917,0.366415,STAR,-0.368159,0.83832
0.458961,0.35352,0.333209,GALAXY,-0.194249,-0.607517
1.532181,1.523214,1.53092,STAR,-0.366485,1.290061
2.774288,3.092492,3.256585,STAR,-0.367608,-0.689532
-0.429206,-0.485431,-0.49167,STAR,-0.367955,2.504405
-1.87483,-1.581246,-1.372142,STAR,-0.369526,-0.826443
0.42321,0.278384,0.229013,GALAXY,-0.000351,-0.844963
-1.281407,-1.40692,-1.528922,GALAXY,-0.18037,-0.862159
-0.080945,-0.025543,0.051183,STAR,-0.36796,0.841627
-0.142372,-0.022668,0.070803,STAR,-0.368779,-0.622068
0.521593,0.581117,0.671748,STAR,-0.36695,2.678355
0.691252,0.582857,0.588827,GALAXY,-0.135555,-0.681595
1.979834,1.912529,1.974633,QSO,1.141892,1.502373
2.015038,1.958062,1.93413,QSO,3.159235,1.194157
-1.114008,-0.996689,-0.894395,STAR,-0.367798,-0.379332
-1.258423,-1.012313,-0.822367,STAR,-0.367791,-0.628682
0.884138,1.234919,1.408657,STAR,-0.368497,-0.823798
1.059305,1.094195,1.111316,STAR,-0.367549,1.553963
2.297147,2.642548,2.817938,STAR,-0.368763,-0.839671
-1.253019,-1.034398,-0.859284,STAR,-0.366502,0.83832
0.372621,0.380731,0.354293,GALAXY,-0.308357,-0.622068
-0.484193,-0.599866,-0.707361,GALAXY,-0.18847,-0.415048
0.402006,0.246127,0.099519,GALAXY,-0.126514,-0.844963
0.602454,0.678962,0.761742,STAR,-0.369419,-0.413063
-0.61957,-0.764495,-0.921874,GALAXY,-0.012704,-0.681595
-0.793042,-0.803549,-0.800632,GALAXY,-0.239148,-0.412402
-0.03526,-0.195385,-0.350957,GALAXY,-0.161868,-0.622068
0.275725,0.412373,0.503089,STAR,-0.368461,1.131985
0.614741,0.409498,0.292062,GALAXY,-0.118008,-0.699453
0.689651,0.848426,0.928545,STAR,-0.369675,-0.825782
-0.105943,-0.259558,-0.384397,GALAXY,-0.042163,-0.630005
0.51214,0.489004,0.505204,STAR,-0.367628,1.075765
1.009742,1.076075,1.094847,STAR,-0.366219,0.094236
-0.201859,-0.370327,-0.484171,GALAXY,-0.059187,-0.622068
0.196738,0.23155,0.268471,STAR,-0.364985,1.01227
0.402722,0.39551,0.413815,STAR,-0.369628,1.114788
-1.684363,-1.421911,-1.240993,STAR,-0.36714,1.01227
0.774598,0.775075,0.838476,GALAXY,-0.263976,-0.878694
0.256819,0.195846,0.151308,STAR,-0.368627,1.194157
0.419331,0.779348,0.96216,STAR,-0.368906,-0.377347
-0.413454,-0.360199,-0.288702,STAR,-0.368883,-0.629344
-0.080568,0.008684,0.057469,STAR,-0.366162,0.793344
-1.456225,-1.513074,-1.595541,GALAXY,-0.2713,-0.838349
0.459686,0.26976,0.164174,GALAXY,-0.067409,-0.632651
-0.677136,-0.499155,-0.357319,STAR,-0.36621,2.692906
0.40437,0.429148,0.458088,STAR,-0.367756,0.841627
0.888413,0.726095,0.636219,GALAXY,0.119848,2.512342
1.284939,1.336571,1.394989,STAR,-0.367206,2.503744
0.195712,0.030646,-0.060847,GALAXY,-0.154254,-0.679611
1.262558,1.15456,1.152337,GALAXY,-0.189935,-0.827766
0.729987,0.59215,0.574599,GALAXY,-0.089444,0.328374
0.444574,0.570048,0.658899,STAR,-0.367334,-0.651832
-2.217734,-1.965251,-1.744613,STAR,-0.368629,1.079733
-0.27096,-0.172263,-0.106701,STAR,-0.36702,1.01227
-2.586767,-2.560789,-2.576791,GALAXY,-0.267449,-0.682256
0.093525,0.150638,0.213004,STAR,-0.367821,0.83832
0.580111,0.52105,0.517702,STAR,-0.366932,2.504405
0.91858,0.853165,0.836504,GALAXY,-0.202646,-0.606856
-0.934199,-0.884513,-0.809201,STAR,-0.367765,0.540025
-0.856926,-0.693491,-0.572334,STAR,-0.367546,-0.681595
-1.462439,-1.486593,-1.497422,GALAXY,-0.176448,-0.585691
0.800651,0.722921,0.614835,GALAXY,-0.211557,-0.606856
0.5463,0.560957,0.635534,STAR,-0.368128,0.304564
0.91585,1.01105,1.071882,STAR,-0.37008,2.323179
0.388241,0.417807,0.449954,GALAXY,-0.255291,-0.706067
-1.003771,-0.913975,-0.83112,STAR,-0.368202,1.132646
-0.877066,-0.961786,-1.070102,GALAXY,-0.222584,-0.70739
1.87373,2.091216,2.055673,QSO,1.578443,-0.622068
-0.65275,-0.53551,-0.466967,STAR,-0.367867,1.01227
-0.778306,-0.856845,-0.948717,GALAXY,-0.149186,-0.688209
0.875796,0.741551,0.761959,GALAXY,-0.097738,-0.630005
0.143324,-0.053871,-0.198951,GALAXY,-0.09675,-0.84827
-0.487055,-0.175525,0.033343,STAR,-0.370167,1.346281
1.363013,1.041945,0.923161,QSO,0.161325,-0.699453
0.013135,-0.090217,-0.139956,GALAXY,-0.227522,-0.682256
0.741248,0.588528,0.48718,GALAXY,-0.114695,-0.661091
0.554623,0.426308,0.445707,GALAXY,0.007333,-0.688209
0.29063,0.096154,-0.021313,GALAXY,-0.063814,-0.827766
0.200919,0.236262,0.303181,STAR,-0.368086,-0.827105
-1.148986,-1.133536,-1.14305,GALAXY,-0.265351,-0.747074
-0.4372,-0.497775,-0.560387,GALAXY,-0.241988,-0.706067
-0.026391,-0.072184,-0.003047,GALAXY,-0.299131,-0.688209
0.044122,-0.075341,-0.067134,GALAXY,-0.151706,-0.379332
-2.361274,-2.301234,-2.275386,GALAXY,-0.285251,-0.37404
2.066777,1.999877,2.069994,QSO,1.21094,-0.585029
-0.412042,-0.50771,-0.579389,GALAXY,-0.177884,-0.622068
-0.383522,-0.478257,-0.603307,GALAXY,-0.19316,1.047986
0.401404,0.243085,0.122041,GALAXY,-0.032612,-0.688209
-0.106357,-0.012707,0.046869,STAR,-0.367922,-0.629344
0.451692,0.298333,0.150146,GALAXY,-0.134066,-0.688209
1.859428,1.790383,1.753984,QSO,1.024095,-0.622068
2.088941,1.995665,1.997581,QSO,4.245569,-0.703421
-0.048301,-0.146546,-0.213455,GALAXY,-0.202887,-0.632651
0.858877,0.736461,0.689789,GALAXY,-0.174774,-0.679611
-3.104038,-3.056978,-3.052848,GALAXY,-0.267101,-0.682256
-0.341802,-0.275155,-0.206341,STAR,-0.367389,1.017561
-1.675305,-1.704896,-1.753725,GALAXY,-0.203133,-0.631328
-0.386855,-0.561182,-0.719851,GALAXY,0.008513,-0.427614
0.954953,0.835695,0.786295,GALAXY,-0.296285,-0.82512
-0.391252,-0.485791,-0.574741,GALAXY,-0.160383,-0.413063
-0.196483,-0.145228,-0.07561,STAR,-0.368097,1.132646
1.520017,1.425984,1.394203,GALAXY,-0.23523,-0.762287
1.230216,1.290615,1.369216,STAR,-0.36688,2.244472
0.08169,-0.060878,-0.208247,GALAXY,-0.121489,-0.679611
1.65383,1.668008,1.662001,QSO,3.264642,-0.866789
0.51198,0.457397,0.4011,GALAXY,-0.242468,-0.706067
1.184701,1.18637,1.236796,STAR,-0.365712,2.419084
0.544266,0.344333,0.191461,GALAXY,-0.041746,-0.606856
-0.749269,-0.850076,-0.784664,GALAXY,-0.144469,-0.825782
-0.328931,-0.233771,-0.151317,STAR,-0.36779,1.030128
-0.825243,-0.512308,-0.306726,STAR,-0.367289,-0.839671
-0.208544,-0.094305,0.023044,STAR,-0.366676,-0.681595
1.438139,1.332984,1.428947,QSO,3.541815,2.24844
0.223017,0.094589,-0.007286,GALAXY,-0.151578,-0.626037
0.6982,0.663339,0.683511,STAR,-0.368587,0.211305
-0.818793,-0.918995,-0.992406,GALAXY,-0.163092,-0.82512
0.209864,0.221246,0.25069,STAR,-0.370625,1.079733
1.229359,1.27108,1.352195,QSO,4.136076,-0.681595
-0.760586,-0.863694,-0.939655,GALAXY,-0.169018,-0.818506
-0.466454,-0.601932,-0.728002,GALAXY,-0.030336,-0.377347
0.669323,0.495932,0.41129,GALAXY,0.114037,-0.622068
-0.847765,-0.953662,-1.077383,GALAXY,-0.147682,-0.88134
-0.492808,-0.600561,-0.711942,GALAXY,-0.16183,-0.632651
1.326301,1.42092,1.471456,STAR,-0.366781,0.59889
2.196881,2.148196,2.202413,QSO,3.932522,-0.630005
0.69885,0.722323,0.746385,STAR,-0.367914,1.342312
-0.72992,-0.811708,-0.891311,GALAXY,-0.192523,-0.388591
0.83047,0.860726,0.909159,STAR,-0.367745,1.075765
0.551676,0.633253,0.691519,STAR,-0.367518,0.334327
-2.107488,-2.078491,-2.10997,GALAXY,-0.278324,-0.632651
-1.332467,-1.392959,-1.456016,GALAXY,-0.250273,-0.682918
-1.898746,-1.708562,-1.564576,STAR,-0.368239,0.793344
0.15434,0.086527,0.098332,GALAXY,-0.151211,-0.628682
0.847484,0.870942,0.890909,STAR,-0.368033,-0.628682
0.447069,0.241239,0.116991,GALAXY,-0.009077,-0.377347
-1.013054,-1.138538,-1.25671,GALAXY,-0.212789,-0.622068
1.111476,1.16759,1.227701,STAR,-0.36631,-0.650509
-0.337556,-0.290646,-0.216222,STAR,-0.367594,0.211305
0.495823,0.551004,0.618363,STAR,-0.366188,0.334327
1.255073,1.317861,1.368831,STAR,-0.368971,1.290061
-0.101075,0.023859,0.126764,STAR,-0.366298,-0.466637
0.059912,0.095337,0.13081,STAR,-0.367792,2.504405
1.217721,1.281982,1.32908,STAR,-0.369121,2.436942
-2.571806,-2.4848,-2.47022,GALAXY,-0.302009,-0.622068
0.611822,0.511353,0.460563,GALAXY,-0.111344,-0.379332
-0.279772,0.051764,0.2803,STAR,-0.366882,-0.622068
-0.137852,-0.125771,-0.100932,STAR,-0.367945,0.793344
-0.367328,-0.247838,-0.159334,STAR,-0.367471,1.780164
-0.219974,-0.32373,-0.36792,GALAXY,-0.038302,-0.682918
1.136352,1.081772,1.071816,GALAXY,-0.180765,-0.632651
1.015014,1.081763,1.145382,STAR,-0.367829,1.243762
2.153108,2.205493,2.240082,QSO,3.171369,-0.699453
0.50843,0.366972,0.334154,GALAXY,-0.113844,-0.377347
-0.044252,0.053689,0.148224,STAR,-0.36613,0.793344
2.24103,3.021436,3.052338,GALAXY,-0.328261,-0.66043
0.088639,0.027841,-0.009451,STAR,-0.367382,0.793344
0.67469,0.647443,0.596284,GALAXY,-0.339062,-0.669028
-1.427931,-1.3233,-1.209978,STAR,-0.368027,0.793344
0.663787,0.43459,0.291569,GALAXY,-0.094007,-0.668367
2.831827,3.181282,3.468933,STAR,-0.368031,1.072458
-0.925236,-0.732809,-0.581003,STAR,-0.366671,1.575789
0.741201,0.832442,0.923262,QSO,2.987215,1.768259
-0.08391,-0.194533,-0.202863,GALAXY,-0.156481,-0.631989
0.457247,0.320594,0.218571,GALAXY,-0.003657,-0.699453
-1.236683,-1.278488,-1.322159,GALAXY,-0.222544,-0.845624
0.550932,0.377047,0.248817,GALAXY,-0.038746,-0.688209
-0.783259,-0.890624,-0.991561,GALAXY,-0.153291,-0.68887
0.478922,0.497954,0.493601,STAR,-0.367788,0.793344
1.394253,1.289472,1.376004,QSO,3.83806,-0.585029
-0.532674,-0.540134,-0.476915,GALAXY,-0.258379,-0.706067
0.168068,0.14626,0.171238,STAR,-0.369395,1.243762
-0.791177,-0.605115,-0.456768,STAR,-0.3685,0.793344
0.003899,0.103742,0.194579,STAR,-0.367099,2.504405
-0.024357,-0.177775,-0.15696,GALAXY,-0.145921,-0.682918
0.151101,0.030241,-0.029297,GALAXY,-0.196504,-0.630005
-1.505713,-1.468666,-1.421222,STAR,-0.367572,1.075765
-0.363364,-0.507938,-0.670854,GALAXY,-0.043597,-0.706067
0.41322,0.505084,0.591954,STAR,-0.370828,2.300692
-0.78453,-0.862472,-0.939262,GALAXY,-0.24628,-0.864805
0.724583,0.589126,0.508682,GALAXY,-0.210944,-0.650509
1.219605,1.136396,1.096017,GALAXY,-0.238187,-0.632651
-1.474736,-1.589933,-1.784122,GALAXY,-0.322894,-0.743106
-2.140593,-1.914082,-1.720052,STAR,-0.368081,0.83832
-1.732288,-1.545103,-1.380627,STAR,-0.367376,-0.631328
-0.09923,-0.235019,-0.369082,GALAXY,-0.092368,-0.37404
2.300988,2.650558,2.837307,STAR,-0.368112,1.67963
-1.653923,-1.718629,-1.805096,GALAXY,-0.134241,-0.699453
-1.993334,-2.026161,-2.090208,GALAXY,-0.264485,-0.681595
0.790237,0.988059,0.749796,QSO,0.361739,-0.682918
-1.482268,-1.353035,-1.246059,STAR,-0.368185,0.793344
0.586193,0.394992,0.241051,GALAXY,-0.009523,-0.844963
0.455091,0.42353,0.431989,STAR,-0.368727,1.311887
1.514593,1.48438,1.357236,QSO,4.933952,-0.862159
1.624953,1.501138,1.28739,QSO,0.336549,-0.706067
1.248388,1.303452,1.331446,STAR,-0.367873,1.721299
-0.328648,-0.736924,-0.67964,STAR,-0.367101,-0.435551
-0.589685,-0.689315,-0.808833,GALAXY,-0.152122,-0.762287
0.897367,0.825426,0.766983,GALAXY,0.030966,-0.650509
0.044969,-0.13444,-0.249185,GALAXY,-0.130152,-0.626698
1.4399,1.676915,1.6616,QSO,1.850252,-0.689532
-0.452736,-0.439537,-0.391528,STAR,-0.370111,1.114788
0.250294,0.287871,0.395783,GALAXY,-0.225089,-0.630005
-0.198855,-0.292818,-0.390842,GALAXY,-0.22806,-0.828427
0.388476,0.24574,0.094687,GALAXY,-0.151827,-0.629344
0.66406,0.553185,0.462318,GALAXY,-0.108637,-0.661091
0.580271,0.653316,0.723705,STAR,-0.368178,0.83832
2.293512,2.101573,1.841269,QSO,0.731975,-0.827105
-0.283821,-0.427545,-0.547831,GALAXY,-0.265289,-0.825782
0.49715,0.727968,0.87852,STAR,-0.369326,-0.37404
0.896454,0.779708,0.762695,GALAXY,-0.165433,-0.62273
-0.293199,-0.140585,-0.009927,STAR,-0.368494,1.034758
-0.282475,-0.501203,-0.698792,GALAXY,-0.166605,-0.82512
0.068056,0.034796,-0.002771,STAR,-0.366738,1.046663
0.730628,0.686136,0.657169,STAR,-0.366671,2.419084
-0.212329,-0.181081,-0.159509,STAR,-0.368039,-0.827105
0.92535,1.023728,0.920954,STAR,-0.368197,-0.682918
-1.391615,-1.268157,-1.160087,STAR,-0.37003,1.079733
0.018898,-0.132734,-0.264709,GALAXY,-0.220213,-0.74046
-0.812381,-0.912208,-1.022702,GALAXY,-0.095425,-0.630005
0.628657,0.475912,0.321514,GALAXY,0.034927,-0.630005
0.786386,0.635978,0.601885,GALAXY,-0.26026,-0.827105
-0.180815,-0.313083,-0.440825,GALAXY,-0.198508,-0.823798
-1.091552,-0.950479,-0.845407,STAR,-0.368579,-0.82512
1.321575,1.367668,1.37118,STAR,-0.368593,1.59497
0.637018,0.406975,0.275326,GALAXY,0.04101,-0.69813
0.609073,0.433746,0.309919,GALAXY,-0.1186,-0.466637
0.162965,0.342917,0.464617,STAR,-0.368682,-0.862159
-0.168245,-0.140726,-0.115236,STAR,-0.368301,1.243762
-0.241536,-0.373211,-0.488644,GALAXY,-0.183736,-0.626698
0.51488,0.220806,0.217025,GALAXY,-0.177312,-0.622068
-0.489786,-0.662984,-0.816173,GALAXY,-0.020352,-0.698792
-1.078709,-1.125324,-1.205121,GALAXY,-0.242859,-0.651832
-0.060654,-0.188827,-0.229097,GALAXY,-0.122497,-0.682918
-2.384823,-2.170815,-1.976606,GALAXY,-0.367953,0.793344
-2.659408,-2.345123,-2.096051,STAR,-0.366291,1.01227
-0.189101,-0.125323,-0.054702,STAR,-0.368124,2.512342
-0.855146,-0.921835,-1.009761,GALAXY,-0.201163,-0.688209
-1.022178,-1.088319,-1.180125,GALAXY,-0.115401,-0.818506
0.206757,0.048608,-0.023428,GALAXY,-0.129326,-0.827105
-0.404425,-0.505441,-0.618313,GALAXY,-0.175395,-0.569817
1.150447,1.190238,1.268982,STAR,-0.36963,2.497791
0.701138,0.877448,0.881346,QSO,1.604698,-0.825782
-0.295233,-0.433515,-0.484756,GALAXY,-0.167392,-0.877372
0.558295,0.44937,0.363656,GALAXY,-0.010291,-0.66969
-0.940687,-1.059174,-1.185292,GALAXY,-0.018033,-0.661091
-0.284518,-0.484464,-0.630434,GALAXY,-0.153799,-0.589659
-0.090944,-0.128804,-0.169257,GALAXY,-0.219368,-0.827766
0.610118,0.644278,0.677316,STAR,-0.36655,1.01227
-0.029799,-0.05941,-0.082198,GALAXY,-0.243716,-0.688209
0.759919,0.762327,0.776622,STAR,-0.368211,1.346281
0.6009,0.495765,0.420034,GALAXY,-0.086954,-0.622068
1.104678,1.133222,1.182458,STAR,-0.366299,1.778841
-0.780039,-0.835586,-0.876129,GALAXY,-0.197911,-0.687548
-0.752526,-0.816332,-0.882909,GALAXY,-0.29814,-0.762287
0.081502,0.381083,0.537874,STAR,-0.368075,0.861469
-0.187293,-0.055638,0.055179,STAR,-0.366545,1.738495
-1.338804,-1.110299,-0.934464,STAR,-0.368143,1.017561
0.691591,0.555066,0.497881,GALAXY,-0.159434,-0.629344
1.101505,1.177868,1.226823,STAR,-0.370522,2.497791
-0.747452,-0.695285,-1.139405,GALAXY,-0.210172,-0.82512
-0.825073,-0.719428,-0.623947,STAR,-0.367763,0.304564
0.794597,0.634897,0.580493,GALAXY,-0.116151,-0.762287
2.340731,2.260082,2.305816,QSO,3.96958,-0.630005
-2.200212,-1.742385,-1.47006,STAR,-0.368951,1.132646
0.247601,0.161769,0.075477,GALAXY,-0.171445,-0.632651
-0.569488,-0.719164,-0.86782,GALAXY,-0.266367,-0.682256
-0.641329,-0.848862,-1.00538,GALAXY,-0.246563,-0.682918
-0.893891,-0.722769,-0.590466,STAR,-0.368437,0.83832
0.204968,0.182535,0.166741,GALAXY,-0.249128,-0.682918
-0.649257,-0.40771,-0.313221,STAR,-0.367932,1.553963
0.292259,0.357995,0.430016,STAR,-0.371623,1.311887
-0.491481,-0.697914,-0.81629,GALAXY,-0.153728,-0.82512
0.794145,0.781634,0.81287,GALAXY,-0.312177,-0.37867
-0.167558,-0.101778,-0.047739,STAR,-0.368213,0.83832
-0.545319,-0.648459,-0.742355,GALAXY,-0.193156,-0.629344
0.230964,0.068812,-0.028319,GALAXY,-0.052903,-0.679611
0.357838,0.216138,0.102646,GALAXY,-0.00967,-0.679611
1.015532,0.662222,0.655372,STAR,-0.368246,1.731881
-0.776065,-0.877867,-0.980418,GALAXY,-0.084326,-0.62273
-0.332029,-0.339089,-0.388033,GALAXY,-0.314028,-0.606856
0.689566,0.521824,0.414458,GALAXY,0.156288,-0.864805
-0.88715,-0.606566,-0.424959,STAR,-0.368304,-0.466637
2.455893,2.406327,2.504637,QSO,3.663094,1.753708
1.243642,1.136379,1.020745,QSO,0.280161,-0.624052
-0.493571,-0.602328,-0.71848,GALAXY,-0.149203,-0.632651
-0.369587,-0.061019,0.057386,GALAXY,-0.354324,-0.628682
0.915181,0.859794,0.786403,GALAXY,-0.083937,-0.864805
-0.256657,-0.336434,-0.425987,GALAXY,-0.268751,-0.681595
-0.088223,-0.231468,-0.348174,GALAXY,-0.236851,-0.699453
0.054281,0.03076,0.191051,GALAXY,-0.19514,-0.682918
-0.438603,-0.301196,-0.194336,STAR,-0.368039,-0.681595
-0.075098,-0.07294,-0.062276,STAR,-0.368091,1.194157
0.789173,0.683481,0.525978,GALAXY,-0.116189,-0.688209
