@relation 'output-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P70.0-V-weka.filters.unsupervised.attribute.Remove-R3,5,9,13,15-19'

@attribute Season {winter,spring,summer,autumn}
@attribute Location {Cobar,CoffsHarbour,Moree,NorfolkIsland,Sydney,SydneyAirport,WaggaWagga,Williamtown,Canberra,Sale,MelbourneAirport,Melbourne,Mildura,Portland,Watsonia,Brisbane,Cairns,Townsville,MountGambier,Nuriootpa,Woomera,PerthAirport,Perth,Hobart,AliceSprings,Darwin}
@attribute Rainfall numeric
@attribute Sunshine numeric
@attribute WindGustSpeed numeric
@attribute WindSpeed9am numeric
@attribute Humidity9am numeric
@attribute Humidity3pm numeric
@attribute Pressure9am numeric
@attribute Cloud3pm numeric
@attribute RainTomorrow {No,Yes}

@data
winter,Portland,0,10.6,37,20,78,72,1024.4,8,No
summer,MelbourneAirport,0.6,6.7,63,20,82,60,1020.1,3,No
autumn,Portland,0.2,4.5,43,11,72,61,1017.7,5,No
winter,Townsville,20,10.4,26,4,77,77,1007.4,6,No
autumn,Darwin,0,7.6,52,6,72,81,1008.5,7,Yes
winter,Sydney,0,7.8,28,9,76,49,1007.2,2,No
spring,Townsville,1.2,0.3,48,9,84,55,1019.2,7,No
winter,Williamtown,0,0,46,19,55,60,1018.4,8,No
spring,Canberra,0,7.8,30,11,70,44,1026.5,6,No
autumn,Perth,0,11.5,39,9,55,51,1019.1,7,No
autumn,Watsonia,0,13.8,39,6,65,42,1023.7,1,No
summer,AliceSprings,0,11.2,33,9,29,12,1022.9,1,No
winter,PerthAirport,0,5.7,39,15,73,59,1006.8,7,No
winter,Sale,0,9.2,39,7,92,56,1025.7,1,No
spring,Melbourne,0,9.8,44,7,74,32,1026.1,2,No
summer,MelbourneAirport,0,0.8,74,43,73,81,1010.8,7,Yes
summer,NorfolkIsland,1.4,7.2,24,11,78,65,1025.2,2,No
summer,Brisbane,0,7.1,31,4,52,42,1029.3,4,No
summer,Watsonia,2.6,3.6,65,19,71,63,1013.8,7,Yes
autumn,Brisbane,0,11.9,22,4,50,48,1022.1,2,No
autumn,MelbourneAirport,0,0,33,6,76,63,1015.8,8,Yes
autumn,Darwin,0,11,39,13,55,50,1012,1,No
summer,Cairns,0.4,10.3,41,19,60,41,1019.1,1,No
winter,MountGambier,0,7.5,37,11,89,58,1012.8,0,No
winter,Townsville,0,11.6,37,20,60,58,1010.3,4,No
summer,Hobart,0,7.6,52,20,67,50,996.3,3,Yes
winter,Townsville,0,12,48,22,52,70,1011,3,No
autumn,SydneyAirport,3.6,11.4,59,39,33,26,1013.7,3,No
spring,Cairns,2.4,7.6,43,19,87,90,1013.7,7,Yes
winter,PerthAirport,0.6,13.1,48,30,39,36,1012.1,1,No
spring,Brisbane,0,10.7,26,6,74,51,1019.2,2,No
autumn,SydneyAirport,5.6,7,37,17,53,47,1016.6,4,No
spring,Darwin,0,8.6,20,6,71,62,1012.7,7,No
autumn,Moree,0,10.8,48,35,61,35,1018.1,6,No
winter,Cairns,31.8,5.3,24,17,78,70,1013,6,No
autumn,Watsonia,0,6,39,4,75,59,1020.6,7,No
winter,Melbourne,0,12,48,9,70,25,1013.4,3,No
spring,Mildura,0,6,22,9,80,55,1029.6,7,No
autumn,Moree,17.8,5.5,31,17,63,47,1012.5,7,Yes
winter,Sale,1.2,8.8,69,46,57,41,1006.1,5,No
autumn,Hobart,2.6,10.8,59,30,57,33,998,7,No
winter,Canberra,0,10.5,37,6,88,40,1014,2,No
summer,Brisbane,0,9.1,20,6,62,57,1014.5,4,No
autumn,Nuriootpa,0,3.6,31,7,80,43,1024.9,7,No
winter,MelbourneAirport,21.4,8.9,41,9,95,54,1019.5,5,No
summer,Sydney,0,10.2,35,22,60,27,1017.9,2,No
autumn,AliceSprings,0,11,46,17,11,15,1012.4,4,No
autumn,PerthAirport,0,13.3,72,31,18,10,1018,0,No
autumn,WaggaWagga,0,5.8,93,7,51,26,1013.4,4,Yes
autumn,Hobart,0,9.1,39,11,51,59,1011.8,7,No
autumn,MelbourneAirport,0,0.1,48,24,53,37,1013.2,8,No
winter,Moree,44.6,0.8,43,20,67,46,1015.9,8,No
autumn,Perth,2,11,43,15,73,59,1013.8,2,Yes
winter,MelbourneAirport,0,9.5,44,11,57,37,1021.7,1,No
autumn,SydneyAirport,23.6,5.5,72,31,98,60,1007.4,2,Yes
winter,Watsonia,0.4,6.6,33,11,83,55,1022.2,6,No
spring,Perth,10,5.9,20,6,96,64,1019.9,3,No
summer,Sale,3.2,9.5,54,30,70,56,1015.8,4,No
winter,Watsonia,4.2,6.1,30,7,92,57,1019.1,4,No
autumn,SydneyAirport,0,12.2,50,11,48,44,1024.2,1,No
winter,Darwin,8.6,7.6,30,7,78,38,1012,7,No
winter,Nuriootpa,0,12.6,37,15,69,36,1021.2,0,No
autumn,MelbourneAirport,0,10.2,43,11,67,51,1013,6,Yes
winter,MountGambier,0.2,12.8,39,19,58,39,1017.5,5,No
spring,Darwin,0,10.4,46,20,31,24,1017.3,1,No
autumn,Perth,0.8,7.8,35,15,67,52,1010.2,5,No
spring,Moree,0,9.3,35,9,64,22,1018.8,4,No
autumn,AliceSprings,0,12.4,46,30,19,14,1019.3,1,No
autumn,Townsville,0,5.6,52,26,67,93,1014.3,8,Yes
spring,Williamtown,0.2,9.3,72,13,84,31,1014,1,No
autumn,Portland,0.2,11.1,28,7,82,62,1021.6,5,No
summer,Perth,0,0.9,35,7,72,62,1010.9,7,Yes
spring,Hobart,0,9.9,28,13,71,53,1023,1,No
summer,NorfolkIsland,5.4,9.4,50,17,71,54,1019.4,3,No
autumn,Brisbane,3.6,8.1,39,9,58,67,1014.2,8,Yes
autumn,Sale,0,13.1,37,6,73,48,1021.8,1,No
winter,Mildura,0,13,39,2,41,7,1013.4,0,No
spring,Brisbane,0,10,35,4,63,49,1013.3,1,No
autumn,WaggaWagga,0,11.5,41,28,43,24,1021.5,7,No
summer,Nuriootpa,2.2,1.6,24,6,99,81,1031.4,7,No
summer,Perth,0,10.5,35,9,57,41,1026,1,No
spring,Melbourne,20,5.3,59,20,65,72,1009.9,4,Yes
winter,Darwin,15.4,2,41,20,81,72,1008.3,7,No
spring,WaggaWagga,0,10.1,28,13,48,29,1025,1,No
spring,Brisbane,0.2,0.9,15,6,83,78,1018.4,8,No
autumn,AliceSprings,0,12.4,57,4,12,8,1012.2,3,No
spring,Cobar,0,11,43,17,53,23,1021.2,0,No
summer,Woomera,4,4.1,43,2,95,59,1021.2,3,No
spring,NorfolkIsland,3.8,4.6,20,9,91,91,1019.2,7,Yes
summer,Mildura,0,4.9,56,17,76,46,1016.9,8,Yes
summer,Mildura,2.6,5,24,6,100,62,1012.9,4,No
autumn,Portland,0,4.9,39,15,71,68,1021.3,8,No
spring,Moree,0,8.2,30,17,50,39,1018.8,6,No
summer,NorfolkIsland,0.6,2.7,41,13,67,63,1031.8,7,Yes
spring,Moree,0,6.8,28,13,60,27,1015.7,6,No
autumn,Sale,0.6,7.2,44,19,89,59,1020.4,4,No
summer,Watsonia,0,8.8,63,15,74,39,999.4,7,Yes
summer,Watsonia,0,0,31,9,62,97,1022.8,8,Yes
autumn,Townsville,0,9.7,59,24,52,48,1014.5,3,No
winter,Brisbane,0,11.4,37,6,54,44,1014.1,2,No
summer,PerthAirport,0,10.4,41,17,62,27,1027.9,3,No
autumn,Watsonia,13.2,0.1,31,7,100,95,1008.5,8,No
winter,Woomera,0,13.2,52,28,61,12,1017.2,0,No
winter,NorfolkIsland,0,10.7,37,15,79,68,1009.6,3,No
spring,NorfolkIsland,1.6,0.3,52,22,84,94,1020.8,8,Yes
autumn,Cairns,0.4,10.3,39,24,42,45,1014.8,1,No
spring,PerthAirport,0,8,35,9,67,59,1012.8,1,No
winter,NorfolkIsland,0,7.1,26,15,76,63,1013.4,1,No
summer,WaggaWagga,5.6,3.3,31,7,85,69,1012.2,7,No
summer,Portland,2,9.7,54,24,94,59,1019.4,2,No
winter,Cobar,0,10,37,9,44,25,1013.2,6,No
autumn,AliceSprings,0,12.9,43,22,33,19,1015.9,0,No
spring,MelbourneAirport,0,10.6,35,26,56,30,1030.9,6,No
summer,Cairns,0,10.7,35,15,58,49,1019.8,1,No
autumn,Williamtown,0,10.4,48,11,77,12,1011.9,1,No
autumn,Watsonia,2.4,5.2,52,26,64,70,1007.9,7,Yes
winter,Williamtown,11.4,3.5,31,11,95,89,1011.4,7,Yes
winter,Townsville,0,7.7,28,6,54,39,1007.5,6,No
winter,Canberra,2,5.6,59,24,58,34,1003.5,5,No
autumn,WaggaWagga,0,8.6,20,11,53,25,1024.9,7,No
summer,NorfolkIsland,0.2,8.5,43,20,62,58,1013.4,2,No
summer,MelbourneAirport,0,9,48,17,72,54,1016.8,5,No
winter,Perth,0,11.8,26,2,54,38,1013.4,0,No
summer,Darwin,0,11.2,37,24,41,27,1016.4,0,No
winter,Sale,0,10,43,11,75,63,1014.1,2,No
winter,CoffsHarbour,0,12.2,35,13,61,62,1016.3,5,Yes
autumn,Brisbane,10.4,9.2,24,11,62,53,1022.4,2,No
spring,PerthAirport,0,10.3,43,19,63,42,1022.4,1,No
autumn,Townsville,0,12.4,31,15,58,34,1013.3,1,No
autumn,Darwin,0,11.2,39,22,62,53,1014.2,3,Yes
autumn,MelbourneAirport,0.8,11.4,35,13,55,48,1023.9,1,No
autumn,MelbourneAirport,0,2.6,74,56,35,35,1011.3,7,No
spring,AliceSprings,0,8.9,39,26,47,30,1023.1,1,No
spring,MelbourneAirport,0.2,4.2,22,7,96,71,1021.4,2,No
winter,Perth,0,13.4,35,15,47,20,1017.7,0,No
winter,Canberra,0,12.1,33,6,69,38,1017.6,2,No
spring,AliceSprings,0,11.1,30,13,26,14,1016,1,No
winter,Cobar,0,10.3,50,17,48,25,1013.4,6,No
spring,Sale,0,10.5,41,17,62,43,1022.2,1,No
winter,WaggaWagga,0,13.5,39,9,53,17,1013.9,1,No
spring,Cairns,0,4.7,52,19,73,67,1020.3,6,No
summer,Mildura,0,10.7,48,24,56,22,1015.1,4,No
spring,SydneyAirport,0,5.1,48,7,76,86,1008,8,Yes
winter,Perth,0,13.2,43,13,53,48,1016.5,0,No
autumn,Perth,6.2,6.5,52,17,77,56,1011,7,No
spring,MountGambier,0,7.4,33,13,72,24,1022.3,8,No
summer,NorfolkIsland,0,9.2,30,11,53,49,1023.3,1,No
autumn,Watsonia,0.2,3.6,56,22,100,53,1017.1,5,No
summer,PerthAirport,1.2,4.8,44,9,82,62,1022.7,4,Yes
autumn,Sale,14.4,3,31,7,74,58,1020.3,8,No
spring,Brisbane,4.6,7.3,17,7,80,60,1015.6,2,Yes
spring,Nuriootpa,0,3.9,24,6,89,60,1023.8,6,No
autumn,Perth,0,13.3,35,11,44,20,1015.2,0,No
spring,Darwin,0,9.1,41,26,49,34,1012.2,7,No
autumn,NorfolkIsland,1.4,4.2,52,24,87,75,1009.3,7,Yes
autumn,Williamtown,10.4,0,57,26,84,78,1020.8,8,Yes
autumn,Moree,0,0,28,9,84,89,1023.3,8,Yes
summer,MelbourneAirport,0,2.5,57,30,87,82,1020.2,7,Yes
summer,MelbourneAirport,0.2,4.7,81,56,38,45,1012.1,5,No
autumn,Brisbane,0,13.2,30,4,52,41,1013.9,1,No
winter,AliceSprings,1.8,10.6,59,28,48,38,1002.2,5,No
autumn,Brisbane,2.6,4.2,24,4,86,73,1016.2,4,Yes
winter,Townsville,21.6,0,46,15,85,91,1008.6,7,Yes
winter,MelbourneAirport,0,12.7,41,28,43,43,1016.5,3,No
autumn,Melbourne,1.6,7.9,50,33,45,38,1014.4,5,No
spring,MountGambier,0,6.8,44,22,60,25,1024.5,4,No
autumn,PerthAirport,3.2,11.1,39,17,62,38,1019.1,2,No
spring,NorfolkIsland,0.8,7.1,33,17,58,58,1017.7,5,No
autumn,Portland,0.4,1.6,57,9,74,48,1003.7,8,Yes
autumn,Mildura,0,11.4,37,19,53,32,1023.3,0,No
winter,Cairns,50.2,1,37,11,88,84,1012.1,7,Yes
winter,MountGambier,0,5.3,52,22,57,54,1014.6,7,Yes
spring,Melbourne,0,5.1,28,13,61,48,1017.8,6,No
spring,Cairns,0,10.7,31,6,74,57,1013.4,1,No
spring,Perth,0,8.8,26,9,74,57,1016.4,1,No
winter,Watsonia,0,11.3,46,9,96,38,1021.3,6,No
summer,Woomera,0,8.9,48,26,41,27,1014,2,No
winter,NorfolkIsland,1,10,35,15,80,72,1011.7,2,No
autumn,WaggaWagga,0,11.4,52,19,34,24,1011.8,1,No
spring,Sale,0.2,5.1,37,6,97,60,1026.8,6,No
autumn,WaggaWagga,0,9.7,37,13,25,10,1014.7,1,No
autumn,Sydney,0,12.2,70,6,65,57,1012.9,3,No
autumn,Moree,0,11.3,41,26,35,20,1021.2,6,No
winter,Cairns,2.8,11.2,30,13,72,56,1008.9,2,No
winter,Woomera,0,13.1,44,17,52,9,1011,1,No
spring,Watsonia,0,3.1,28,11,80,25,1016.6,7,No
spring,Brisbane,0,5.6,26,6,65,59,1018.9,7,No
autumn,MelbourneAirport,0,8.9,93,39,55,27,1011.6,6,Yes
summer,Melbourne,0,1.1,80,50,50,45,1014.1,7,No
summer,Moree,0,11,24,15,76,36,1022.9,1,No
autumn,Watsonia,0,7.8,46,17,67,50,1008.8,1,No
winter,Portland,4,3.9,56,28,97,72,1000.2,8,Yes
autumn,Brisbane,12.4,5.3,39,7,68,52,1007.7,7,No
winter,Moree,1.8,8.2,48,30,57,48,1013,6,No
summer,SydneyAirport,13.6,6.6,107,44,78,71,1016.3,4,No
spring,Moree,0,10.2,30,15,42,18,1023.5,5,No
summer,Perth,13.2,5.3,37,19,78,51,1009.9,5,Yes
spring,MountGambier,10.6,1.6,54,35,97,93,1017.1,8,Yes
autumn,Darwin,0,9.7,35,7,58,61,1011.8,5,No
spring,MelbourneAirport,2.6,5.7,28,11,83,55,1026.1,3,No
autumn,Moree,0,12,22,2,65,28,1022.5,1,No
winter,Sale,5.2,7.8,69,31,72,36,1010.9,5,No
autumn,Hobart,0.2,7.2,56,19,54,36,1016.8,3,No
autumn,SydneyAirport,0,13.6,54,33,33,34,1011.7,1,No
spring,Portland,0,8.9,26,9,88,51,1023.9,3,No
autumn,Brisbane,0,7.4,24,7,47,44,1013.2,8,No
spring,PerthAirport,0,9.8,35,28,49,27,1026,0,No
spring,Hobart,0,7.4,46,11,50,49,1015.4,1,No
winter,SydneyAirport,0,9.5,50,22,87,74,1015.9,6,No
spring,Townsville,0.4,5.9,57,15,77,58,1020.4,3,No
autumn,Sale,1.6,10.5,35,15,71,56,1019.3,4,No
autumn,SydneyAirport,0,11.4,57,6,58,50,1017.3,1,No
winter,Watsonia,0,9,46,13,54,33,1016.7,4,No
spring,Melbourne,0,7.7,31,11,79,45,1020.8,4,No
autumn,Hobart,1.2,5.4,31,13,54,68,1034.4,7,No
autumn,Darwin,0,12,37,15,59,35,1011.9,4,No
spring,PerthAirport,0,9.3,39,17,69,35,1025.4,0,No
autumn,SydneyAirport,0,3.3,63,9,68,56,1010.7,7,No
summer,NorfolkIsland,1,10.4,50,28,60,60,1023.8,1,No
spring,CoffsHarbour,0,9.5,24,13,74,58,1017.7,2,No
spring,Nuriootpa,0.2,10,35,13,82,46,1017.5,5,No
summer,Williamtown,0,9.7,50,15,39,18,1016.2,1,No
spring,MelbourneAirport,0.4,1.5,48,22,79,55,1011.2,7,No
summer,Perth,0,4.5,39,9,66,72,1015.9,7,Yes
winter,Perth,0,12.1,43,13,50,23,1021.1,1,No
summer,MountGambier,0,5.1,30,19,83,55,1015.4,7,No
autumn,CoffsHarbour,0,10.9,46,33,43,52,1031.4,1,No
winter,AliceSprings,0,12.8,35,7,20,6,1012.1,0,No
winter,Watsonia,0,12.6,30,7,52,30,1009.2,2,No
autumn,Portland,55,4.3,70,19,95,63,1013.1,1,Yes
winter,Hobart,0,12.3,31,9,65,58,1027,1,No
autumn,Canberra,0,6,54,7,55,35,1010.6,8,Yes
spring,WaggaWagga,0,10.7,24,13,40,24,1023,1,No
autumn,Portland,0,12.5,28,9,80,61,1024.3,6,No
winter,NorfolkIsland,5,6.9,35,17,67,61,1015,2,No
autumn,Nuriootpa,0,9.9,35,17,27,10,1017.4,6,No
spring,Perth,0,9.8,28,15,53,33,1027.5,0,No
spring,Nuriootpa,0,8.3,43,6,97,23,1016.3,6,No
winter,Sale,4,5.3,63,11,90,50,1008.9,4,No
autumn,Brisbane,0,9.8,26,2,73,61,1013.7,0,No
winter,PerthAirport,0,12.3,48,26,50,28,1018.7,0,No
summer,Cairns,0,11,44,22,64,52,1019.1,2,No
summer,Brisbane,0,9.9,37,11,58,30,1015.9,0,No
winter,Cairns,0,11,31,17,55,51,1007.6,3,No
summer,Darwin,0,10.9,48,22,72,42,1014.7,2,No
summer,SydneyAirport,0,7.8,50,15,74,24,1015.4,5,No
summer,Mildura,12.8,6.5,50,7,94,64,1010.4,5,No
spring,SydneyAirport,29.2,4.1,43,28,89,73,1018.9,6,No
winter,WaggaWagga,0,13.3,33,7,59,25,1007.7,2,No
autumn,SydneyAirport,0,11.1,48,19,56,40,1011.4,1,No
winter,MountGambier,0,2.7,57,28,69,63,1020.8,7,No
autumn,WaggaWagga,0,0.2,35,2,50,37,1008.4,7,Yes
winter,Woomera,0,11.8,61,22,30,15,1012.3,0,No
spring,Perth,0,10.2,33,11,55,31,1027.1,3,No
winter,AliceSprings,0,11.5,44,28,26,13,1007.5,6,No
spring,Melbourne,2.2,3.4,31,20,85,61,1028.6,7,No
spring,Canberra,0,2.7,31,6,84,65,1025.9,7,No
winter,Canberra,33,12.5,48,20,79,34,1007,3,No
winter,MountGambier,0,13.6,52,31,63,37,1020.9,3,No
winter,Melbourne,0,4.8,46,30,63,61,1013.8,6,Yes
summer,Cairns,0,9,52,24,50,49,1019.2,5,No
autumn,PerthAirport,1.2,4,39,24,63,49,1013.6,6,No
autumn,Brisbane,22.6,0,26,2,87,65,1027.9,8,Yes
winter,Townsville,1.6,10,31,11,75,72,1011.3,7,No
autumn,Darwin,20,10.5,63,20,71,46,1014.1,7,No
spring,Moree,0,7.2,39,9,73,39,1024.6,6,No
winter,Perth,0,11.2,37,9,63,48,1020.3,0,No
summer,SydneyAirport,0,8,56,26,44,33,1011.1,4,Yes
autumn,Moree,0,1.3,50,24,64,53,1026.1,7,No
winter,Moree,0,10.8,31,15,65,30,1016.6,5,No
autumn,NorfolkIsland,0,13.2,41,26,68,64,1023,1,No
summer,Canberra,0,9.7,30,6,62,35,1022.8,2,No
summer,WaggaWagga,0.6,0.6,54,19,76,77,1018.4,7,Yes
summer,WaggaWagga,0,6.3,37,19,65,50,1016.6,6,Yes
winter,Moree,0,13.5,37,20,47,18,1019.5,1,No
spring,Moree,0,9.8,35,17,77,46,1019.1,7,No
winter,NorfolkIsland,0,13.2,44,20,60,61,1019.2,3,No
summer,PerthAirport,0,9.4,28,15,69,32,1033.7,1,No
autumn,Brisbane,6.2,0,28,4,89,79,1018.1,8,Yes
autumn,Moree,0,9.4,41,15,60,30,1012.5,2,No
autumn,Moree,0,12.2,33,19,59,30,1028.9,3,No
summer,Portland,0.2,0.4,46,7,96,82,1021.1,8,Yes
summer,Canberra,0,9,20,6,69,43,1026.7,1,No
spring,Hobart,0.2,5.4,26,11,75,70,1025.2,7,No
spring,Williamtown,0.8,9.5,30,9,96,70,1020.6,6,No
winter,Watsonia,0,13.6,37,7,66,20,1015.9,4,No
summer,Townsville,0,1.6,46,31,45,42,1021.5,7,No
spring,SydneyAirport,0,6,24,15,59,48,1032,7,No
summer,Melbourne,0,8.4,52,24,81,52,1028.9,5,No
winter,MountGambier,0,13.1,33,9,67,49,1023.7,0,No
summer,AliceSprings,0,10.3,28,7,21,9,1022.5,0,No
spring,WaggaWagga,0,0,91,33,45,92,1011.6,7,Yes
summer,Townsville,0,10,35,7,61,52,1019.9,1,No
winter,MountGambier,0,8.2,39,26,72,47,1019.9,6,No
winter,MelbourneAirport,0,8.8,33,7,76,30,1017.8,7,No
autumn,PerthAirport,0,13,39,15,44,25,1022.9,0,No
winter,Woomera,0,12.8,43,28,52,13,1012.6,0,No
winter,Cairns,1.8,8.3,54,24,61,54,1010.9,2,Yes
winter,PerthAirport,0,11.1,52,20,54,33,1007.7,5,No
autumn,CoffsHarbour,0.2,8.3,30,17,78,55,1024.3,6,No
spring,Watsonia,0,0.1,46,9,63,43,1012.3,8,Yes
summer,Perth,7.2,9,59,19,60,46,1013.6,2,No
autumn,Cairns,0,3.6,30,13,68,71,1012.8,5,No
autumn,Perth,0,1.8,31,11,70,80,1019.9,7,No
spring,Moree,0,10.9,37,2,62,22,1016.5,1,No
winter,Townsville,0.2,8.7,59,20,67,59,1016.7,4,Yes
autumn,Hobart,0.4,0,54,11,81,77,997.8,8,Yes
summer,Melbourne,0,4.7,20,2,86,68,1035.7,1,No
winter,Mildura,0,13.3,26,9,24,8,1012.5,0,No
spring,MelbourneAirport,0,0.5,48,26,47,42,1015,8,Yes
summer,AliceSprings,3.8,1.6,65,26,75,93,1010.1,8,Yes
summer,Nuriootpa,0.2,10.4,50,20,67,58,1015.1,3,No
winter,Canberra,0,11.5,33,4,79,18,1018.6,0,No
winter,Cairns,4.6,6.6,59,19,76,57,1013.4,3,Yes
autumn,Cairns,0,10.6,39,11,62,62,1015.3,1,No
summer,Watsonia,0,0.7,39,9,67,57,1017.7,7,Yes
spring,Townsville,0,10.5,30,15,63,49,1015.2,3,No
winter,NorfolkIsland,0.6,11.4,43,22,64,59,1014.8,2,No
autumn,Nuriootpa,0,10,35,19,55,41,1028.1,3,No
autumn,PerthAirport,6.2,6.1,72,15,83,46,1008.8,5,Yes
summer,NorfolkIsland,6,9.8,26,11,69,62,1027.5,1,No
summer,Nuriootpa,7.2,6.8,57,22,91,52,1015.4,1,No
summer,SydneyAirport,1.2,10.5,87,39,23,19,1007.3,1,No
spring,MelbourneAirport,0,4.8,44,22,83,40,1021,7,No
spring,Williamtown,7.2,3.5,41,6,91,59,1031.9,8,No
winter,Watsonia,0,2.7,65,19,30,39,1004.3,7,Yes
winter,PerthAirport,0,13.3,46,20,44,24,1015.7,0,No
winter,Woomera,7,2.5,48,17,99,93,1005.6,8,Yes
autumn,Portland,0,7.2,65,26,78,62,1005.7,3,Yes
spring,WaggaWagga,0,7.6,24,9,81,40,1025.6,2,No
summer,MelbourneAirport,0,6.1,39,20,79,59,1029.8,7,No
summer,PerthAirport,22.4,9.8,48,6,65,34,1023.5,3,No
spring,NorfolkIsland,12.2,5,43,20,87,76,1021.8,5,Yes
summer,SydneyAirport,15.6,1.7,67,30,93,56,1010.2,7,Yes
summer,NorfolkIsland,0.4,8,46,26,61,46,1020.1,2,No
summer,Nuriootpa,0,0.8,30,9,57,55,1016.3,7,Yes
winter,Brisbane,0,11.8,26,7,56,45,1012.9,3,No
summer,WaggaWagga,0,5.6,35,9,71,52,1022.2,7,No
spring,Mildura,0,10.7,26,15,43,20,1030.5,1,No
summer,Darwin,0,11,46,15,84,21,1015.7,0,No
winter,MountGambier,0,12.6,52,13,74,34,1016.5,5,No
autumn,Perth,0,11.3,33,6,59,41,1020.4,1,No
spring,WaggaWagga,0,10.2,24,13,81,48,1017.7,2,No
winter,Melbourne,0,13.3,35,13,54,55,1021.1,1,No
summer,Woomera,0.2,9.1,22,7,93,46,1025.4,4,No
summer,Hobart,0,6,35,4,66,66,1016.9,7,Yes
winter,PerthAirport,0,12.3,30,13,54,38,1013,5,No
winter,Townsville,0,12.2,35,7,62,52,1012.3,1,No
summer,WaggaWagga,0.6,9.4,26,9,80,61,1021.7,3,No
winter,Melbourne,14.8,12.2,37,7,59,44,1014,7,No
winter,WaggaWagga,0,10.1,50,13,61,44,1011.7,3,No
autumn,Mildura,0,12.9,37,20,19,8,1017,0,No
summer,Perth,2.8,7.7,24,4,82,54,1023.7,7,No
summer,CoffsHarbour,0,6.2,31,13,66,68,1025.6,6,Yes
summer,NorfolkIsland,0.2,7.1,46,24,84,62,1016.2,1,Yes
autumn,NorfolkIsland,0,9.7,31,15,71,56,1027.1,1,No
spring,Sydney,0.2,1.2,54,13,65,49,1008.9,7,No
spring,SydneyAirport,0,8.2,50,9,76,57,1019.4,5,No
winter,Watsonia,0,12.7,50,4,54,21,1012.6,7,No
spring,PerthAirport,0,11,37,19,56,29,1025.8,1,No
winter,PerthAirport,0,13,31,6,37,29,1010,1,No
autumn,MountGambier,9.8,3.4,74,35,85,91,992.1,8,Yes
autumn,Townsville,0,10.7,39,24,55,52,1017.5,1,No
spring,Nuriootpa,0.2,1.9,28,7,72,87,1026,8,No
spring,MountGambier,0,7.5,20,11,99,64,1033,3,No
spring,Melbourne,0,5.6,59,31,47,33,1013,5,No
spring,Darwin,8.4,9.4,41,9,79,66,1010.3,7,No
spring,Darwin,0,10.7,50,31,63,48,1014.6,5,No
autumn,AliceSprings,0,10.2,70,22,8,6,1010.8,6,No
summer,NorfolkIsland,0,2.4,19,6,69,53,1022.1,6,No
spring,Mildura,0,10.2,31,7,60,36,1021.8,7,No
summer,Woomera,0,11.2,24,11,31,9,1021.6,0,No
autumn,Darwin,0.6,11.9,35,7,72,59,1011.6,2,No
spring,Williamtown,0,10,30,17,50,44,1022.6,1,No
autumn,Townsville,0,6.4,56,33,53,59,1019,7,No
winter,Sale,0,8.9,33,22,73,59,1012.1,5,No
winter,Townsville,10,3,50,17,66,62,1006.4,7,No
summer,AliceSprings,0,11.1,48,11,12,7,1016,1,No
spring,Portland,4.2,0,35,11,89,85,1017.5,8,Yes
summer,Cairns,0,7.7,22,11,79,63,1015.4,7,No
autumn,Darwin,56,8.3,56,7,65,55,1010.1,7,Yes
autumn,Cairns,0,11.2,31,17,67,53,1013.2,1,Yes
spring,Sydney,0,8.8,35,22,64,56,1023.2,6,No
winter,Canberra,0,7.1,30,13,79,62,1025.4,3,No
spring,Moree,0,10.5,30,17,53,27,1028.8,3,No
spring,Perth,0,3.7,33,11,72,71,1007.5,7,Yes
autumn,AliceSprings,0,10.2,31,6,16,14,1011.8,5,No
winter,NorfolkIsland,0.8,9.7,37,11,83,74,1013.4,5,No
winter,Watsonia,0,9.3,31,6,99,68,1009.8,3,No
summer,Watsonia,0.4,4.5,44,11,65,52,1016.7,7,No
winter,Portland,0.4,11.4,35,13,92,44,1015.5,8,No
spring,CoffsHarbour,0,8.2,37,9,59,68,1018.6,4,No
spring,Cobar,0,10.5,24,4,55,27,1025.1,0,No
autumn,WaggaWagga,0,11.9,30,17,40,13,1019.9,1,No
winter,MountGambier,0.2,7.3,69,24,65,48,1011.5,5,No
autumn,Darwin,17.8,2.5,50,6,93,76,1007.2,7,Yes
winter,WaggaWagga,0,10.5,52,30,49,18,1012.9,0,No
autumn,AliceSprings,0,10.9,57,22,19,15,1016.6,6,No
summer,MountGambier,2.4,7.1,54,17,69,66,1018.8,7,Yes
summer,Cobar,0,9.4,24,6,51,21,1026.9,3,No
summer,Cairns,0,10.7,33,19,67,48,1017.5,3,No
winter,Woomera,0,13.2,39,17,11,7,1013.8,0,No
summer,SydneyAirport,0.2,8.5,50,24,58,31,1016.6,3,No
summer,Darwin,0,11.1,39,22,51,19,1015.1,1,No
winter,Hobart,3,12,35,9,60,33,1017.3,1,No
spring,Mildura,0.2,7.4,17,6,100,50,1029.4,0,No
spring,MountGambier,0.2,7.4,37,15,71,57,1019.6,3,Yes
summer,Moree,0,11,39,11,58,22,1009.8,1,No
autumn,Sale,9.2,2.9,31,2,85,68,1012,5,Yes
winter,Perth,0,13,41,15,46,36,1013.7,1,No
spring,WaggaWagga,0,6.5,37,9,57,33,1017,7,No
