@relation table_train-weka.filters.unsupervised.attribute.Remove-R1-11

@attribute class {STAR,GALAXY,QSO}
@attribute redshift numeric
@attribute mjd numeric

@data
GALAXY,-0.125684,-0.415048
QSO,2.530654,-0.827105
GALAXY,-0.149319,-0.699453
GALAXY,-0.010066,-0.679611
GALAXY,-0.164424,-0.699453
GALAXY,-0.183363,-0.880679
GALAXY,-0.156279,-0.88134
STAR,-0.368388,1.132646
GALAXY,-0.037429,-0.629344
GALAXY,-0.249477,-0.427614
STAR,-0.369961,1.751723
GALAXY,-0.19249,-0.823798
GALAXY,-0.19395,-0.704083
STAR,-0.368078,1.01227
STAR,-0.366355,2.950194
GALAXY,-0.078962,-0.632651
GALAXY,-0.194373,0.328374
GALAXY,-0.123823,-0.661091
GALAXY,-0.198519,-0.682918
STAR,-0.369343,1.075765
STAR,-0.36753,0.793344
STAR,-0.366616,2.481917
STAR,-0.367491,1.791408
QSO,1.939528,-0.877372
GALAXY,-0.126939,-0.66969
STAR,-0.366992,1.075765
STAR,-0.367076,2.504405
GALAXY,-0.15992,-0.377347
GALAXY,-0.214089,-0.827105
STAR,-0.366861,1.075765
STAR,-0.36777,-0.699453
STAR,-0.368195,1.290061
GALAXY,-0.338834,-0.415048
STAR,-0.369701,1.578435
GALAXY,-0.031674,-0.668367
GALAXY,-0.166613,-0.628682
STAR,-0.368288,1.065844
GALAXY,-0.124753,-0.629344
STAR,-0.367996,-0.377347
STAR,-0.367287,-0.66969
GALAXY,-0.209116,-0.70739
QSO,1.693306,-0.706067
GALAXY,-0.092851,-0.862159
GALAXY,-0.20356,-0.845624
QSO,0.579573,2.30929
STAR,-0.368414,-0.427614
GALAXY,-0.155061,-0.631328
STAR,-0.368161,0.83832
GALAXY,-0.270318,-0.630005
GALAXY,-0.154972,-0.624052
GALAXY,-0.210749,-0.622068
STAR,-0.36796,-0.650509
QSO,1.191963,-0.632651
GALAXY,-0.094018,-0.681595
STAR,-0.366941,2.501098
GALAXY,-0.197159,-0.589659
STAR,-0.367889,-0.862159
GALAXY,-0.247963,-0.84827
STAR,-0.368223,1.581742
GALAXY,-0.1865,-0.645218
STAR,-0.367397,-0.37404
GALAXY,-0.07136,-0.827766
GALAXY,-0.166145,-0.62273
GALAXY,-0.019538,-0.628682
GALAXY,-0.143281,-0.37867
STAR,-0.369204,1.079733
QSO,4.234733,-0.630005
STAR,-0.365852,0.83832
STAR,-0.367168,0.801942
GALAXY,-0.238594,-0.878033
GALAXY,-0.254123,-0.839671
GALAXY,-0.150547,-0.379332
QSO,-0.001046,-0.632651
STAR,-0.368964,1.311887
GALAXY,-0.281673,-0.631989
STAR,-0.367871,1.574466
GALAXY,0.019594,-0.845624
GALAXY,-0.160273,-0.628682
GALAXY,-0.119642,-0.703421
GALAXY,-0.268004,-0.743106
GALAXY,-0.169805,-0.681595
STAR,-0.3683,1.030128
GALAXY,-0.162274,-0.706067
STAR,-0.366461,2.504405
GALAXY,-0.156167,-0.35023
STAR,-0.367987,2.419084
STAR,-0.368598,2.504405
GALAXY,-0.156226,-0.624052
GALAXY,-0.071388,-0.838349
GALAXY,-0.194129,-0.687548
STAR,-0.367578,0.839642
GALAXY,-0.121311,-0.700114
STAR,-0.365377,0.83832
GALAXY,-0.240364,-0.84364
STAR,-0.368206,-0.82512
GALAXY,-0.290465,-0.69813
QSO,3.27707,-0.878694
QSO,4.082422,-0.682918
STAR,-0.367163,1.290061
STAR,-0.368465,1.075765
QSO,0.766019,-0.878694
STAR,-0.365393,0.83832
GALAXY,-0.136886,-0.878694
STAR,-0.365297,-0.377347
GALAXY,-0.266426,-0.585691
STAR,-0.367955,1.065844
STAR,-0.368386,0.801942
GALAXY,-0.001489,-0.678288
STAR,-0.369208,1.342312
GALAXY,-0.038998,-0.706067
GALAXY,-0.264063,-0.628682
GALAXY,-0.252342,-0.37404
GALAXY,-0.047944,-0.66043
GALAXY,-0.302695,-0.706067
GALAXY,-0.158886,-0.37867
GALAXY,-0.030881,-0.62273
GALAXY,-0.306976,1.545364
GALAXY,-0.222524,-0.412402
GALAXY,-0.161868,-0.66969
GALAXY,-0.339105,-0.698792
GALAXY,-0.065947,-0.82512
GALAXY,-0.166112,-0.826443
QSO,2.869504,-0.682256
GALAXY,-0.158871,-0.864805
GALAXY,-0.157672,2.518295
GALAXY,-0.139784,-0.681595
GALAXY,-0.234287,-0.824459
GALAXY,-0.169194,-0.681595
GALAXY,-0.011045,-0.631328
GALAXY,-0.215957,-0.681595
GALAXY,-0.302828,-0.866789
GALAXY,-0.323015,-0.703421
STAR,-0.368054,0.83832
STAR,-0.368325,1.010286
STAR,-0.365801,0.83832
GALAXY,-0.203914,-0.88134
GALAXY,-0.253421,-0.699453
STAR,-0.368028,1.342312
STAR,-0.368561,1.075765
STAR,-0.369926,-0.629344
GALAXY,-0.181744,-0.414386
GALAXY,-0.241082,-0.706067
STAR,-0.368623,1.030128
STAR,-0.36827,1.030128
GALAXY,-0.236805,-0.622068
STAR,-0.367175,-0.622068
QSO,5.15987,-0.699453
STAR,-0.366383,0.83832
STAR,-0.367723,-0.622068
QSO,5.09406,-0.622068
STAR,-0.368032,1.08767
GALAXY,0.001451,-0.606856
QSO,3.350319,-0.622068
GALAXY,-0.098401,-0.680272
GALAXY,-0.236097,-0.622068
GALAXY,-0.272698,-0.379332
STAR,-0.368119,0.637913
GALAXY,-0.083985,-0.845624
STAR,-0.367888,1.272864
STAR,-0.36749,-0.825782
GALAXY,-0.124058,-0.62273
GALAXY,-0.157566,-0.37867
STAR,-0.369282,1.034758
STAR,-0.367835,-0.82512
GALAXY,-0.116791,-0.629344
GALAXY,-0.18097,-0.681595
QSO,2.122265,-0.628682
GALAXY,-0.305075,-0.626698
QSO,4.884274,-0.62273
GALAXY,-0.247754,-0.680934
STAR,-0.367216,2.51631
STAR,-0.36805,0.841627
GALAXY,-0.119868,-0.682918
GALAXY,-0.24234,-0.682256
GALAXY,0.064707,-0.82512
STAR,-0.36816,1.010286
GALAXY,-0.157338,-0.395867
STAR,-0.367672,1.065844
STAR,-0.368815,1.310565
GALAXY,-0.312969,-0.650509
GALAXY,-0.090671,-0.622068
QSO,5.278879,2.322518
STAR,-0.3683,-0.826443
STAR,-0.367585,0.83832
GALAXY,-0.192739,-0.827766
STAR,-0.368087,1.132646
GALAXY,-0.132604,-0.659768
GALAXY,-0.286515,-0.631989
STAR,-0.367908,0.579048
GALAXY,-0.103166,0.328374
QSO,1.041793,2.496468
GALAXY,-0.187373,-0.839671
QSO,5.429766,-0.622068
GALAXY,-0.116637,-0.682256
GALAXY,-0.166394,-0.622068
STAR,-0.36699,-0.649186
STAR,-0.370111,-0.678288
GALAXY,-0.119239,-0.681595
GALAXY,-0.130674,-0.826443
GALAXY,-0.027821,-0.862159
GALAXY,-0.282802,-0.839671
STAR,-0.36726,1.290061
QSO,2.104113,-0.84827
STAR,-0.368451,1.075765
STAR,-0.365432,0.83832
GALAXY,-0.176028,-0.574447
GALAXY,-0.160389,-0.680934
STAR,-0.368343,-0.682256
STAR,-0.367888,0.304564
GALAXY,-0.180404,-0.84364
GALAXY,-0.001534,1.047986
STAR,-0.36817,1.212015
STAR,-0.368292,-0.624052
STAR,-0.366976,-0.87671
GALAXY,-0.174082,-0.709374
GALAXY,-0.223795,-0.827105
GALAXY,-0.188528,-0.415048
GALAXY,-0.248421,-0.37404
GALAXY,-0.294589,-0.650509
GALAXY,-0.291138,-0.39256
STAR,-0.368468,0.83832
GALAXY,-0.027537,-0.679611
GALAXY,-0.156072,-0.66969
GALAXY,-0.283811,-0.68887
STAR,-0.368159,0.83832
GALAXY,-0.194249,-0.607517
STAR,-0.366485,1.290061
STAR,-0.367608,-0.689532
STAR,-0.367955,2.504405
STAR,-0.369526,-0.826443
GALAXY,-0.000351,-0.844963
GALAXY,-0.18037,-0.862159
STAR,-0.36796,0.841627
STAR,-0.368779,-0.622068
STAR,-0.36695,2.678355
GALAXY,-0.135555,-0.681595
QSO,1.141892,1.502373
QSO,3.159235,1.194157
STAR,-0.367798,-0.379332
STAR,-0.367791,-0.628682
STAR,-0.368497,-0.823798
STAR,-0.367549,1.553963
STAR,-0.368763,-0.839671
STAR,-0.366502,0.83832
GALAXY,-0.308357,-0.622068
GALAXY,-0.18847,-0.415048
GALAXY,-0.126514,-0.844963
STAR,-0.369419,-0.413063
GALAXY,-0.012704,-0.681595
GALAXY,-0.239148,-0.412402
GALAXY,-0.161868,-0.622068
STAR,-0.368461,1.131985
GALAXY,-0.118008,-0.699453
STAR,-0.369675,-0.825782
GALAXY,-0.042163,-0.630005
STAR,-0.367628,1.075765
STAR,-0.366219,0.094236
GALAXY,-0.059187,-0.622068
STAR,-0.364985,1.01227
STAR,-0.369628,1.114788
STAR,-0.36714,1.01227
GALAXY,-0.263976,-0.878694
STAR,-0.368627,1.194157
STAR,-0.368906,-0.377347
STAR,-0.368883,-0.629344
STAR,-0.366162,0.793344
GALAXY,-0.2713,-0.838349
GALAXY,-0.067409,-0.632651
STAR,-0.36621,2.692906
STAR,-0.367756,0.841627
GALAXY,0.119848,2.512342
STAR,-0.367206,2.503744
GALAXY,-0.154254,-0.679611
GALAXY,-0.189935,-0.827766
GALAXY,-0.089444,0.328374
STAR,-0.367334,-0.651832
STAR,-0.368629,1.079733
STAR,-0.36702,1.01227
GALAXY,-0.267449,-0.682256
STAR,-0.367821,0.83832
STAR,-0.366932,2.504405
GALAXY,-0.202646,-0.606856
STAR,-0.367765,0.540025
STAR,-0.367546,-0.681595
GALAXY,-0.176448,-0.585691
GALAXY,-0.211557,-0.606856
STAR,-0.368128,0.304564
STAR,-0.37008,2.323179
GALAXY,-0.255291,-0.706067
STAR,-0.368202,1.132646
GALAXY,-0.222584,-0.70739
QSO,1.578443,-0.622068
STAR,-0.367867,1.01227
GALAXY,-0.149186,-0.688209
GALAXY,-0.097738,-0.630005
GALAXY,-0.09675,-0.84827
STAR,-0.370167,1.346281
QSO,0.161325,-0.699453
GALAXY,-0.227522,-0.682256
GALAXY,-0.114695,-0.661091
GALAXY,0.007333,-0.688209
GALAXY,-0.063814,-0.827766
STAR,-0.368086,-0.827105
GALAXY,-0.265351,-0.747074
GALAXY,-0.241988,-0.706067
GALAXY,-0.299131,-0.688209
GALAXY,-0.151706,-0.379332
GALAXY,-0.285251,-0.37404
QSO,1.21094,-0.585029
GALAXY,-0.177884,-0.622068
GALAXY,-0.19316,1.047986
GALAXY,-0.032612,-0.688209
STAR,-0.367922,-0.629344
GALAXY,-0.134066,-0.688209
QSO,1.024095,-0.622068
QSO,4.245569,-0.703421
GALAXY,-0.202887,-0.632651
GALAXY,-0.174774,-0.679611
GALAXY,-0.267101,-0.682256
STAR,-0.367389,1.017561
GALAXY,-0.203133,-0.631328
GALAXY,0.008513,-0.427614
GALAXY,-0.296285,-0.82512
GALAXY,-0.160383,-0.413063
STAR,-0.368097,1.132646
GALAXY,-0.23523,-0.762287
STAR,-0.36688,2.244472
GALAXY,-0.121489,-0.679611
QSO,3.264642,-0.866789
GALAXY,-0.242468,-0.706067
STAR,-0.365712,2.419084
GALAXY,-0.041746,-0.606856
GALAXY,-0.144469,-0.825782
STAR,-0.36779,1.030128
STAR,-0.367289,-0.839671
STAR,-0.366676,-0.681595
QSO,3.541815,2.24844
GALAXY,-0.151578,-0.626037
STAR,-0.368587,0.211305
GALAXY,-0.163092,-0.82512
STAR,-0.370625,1.079733
QSO,4.136076,-0.681595
GALAXY,-0.169018,-0.818506
GALAXY,-0.030336,-0.377347
GALAXY,0.114037,-0.622068
GALAXY,-0.147682,-0.88134
GALAXY,-0.16183,-0.632651
STAR,-0.366781,0.59889
QSO,3.932522,-0.630005
STAR,-0.367914,1.342312
GALAXY,-0.192523,-0.388591
STAR,-0.367745,1.075765
STAR,-0.367518,0.334327
GALAXY,-0.278324,-0.632651
GALAXY,-0.250273,-0.682918
STAR,-0.368239,0.793344
GALAXY,-0.151211,-0.628682
STAR,-0.368033,-0.628682
GALAXY,-0.009077,-0.377347
GALAXY,-0.212789,-0.622068
STAR,-0.36631,-0.650509
STAR,-0.367594,0.211305
STAR,-0.366188,0.334327
STAR,-0.368971,1.290061
STAR,-0.366298,-0.466637
STAR,-0.367792,2.504405
STAR,-0.369121,2.436942
GALAXY,-0.302009,-0.622068
GALAXY,-0.111344,-0.379332
STAR,-0.366882,-0.622068
STAR,-0.367945,0.793344
STAR,-0.367471,1.780164
GALAXY,-0.038302,-0.682918
GALAXY,-0.180765,-0.632651
STAR,-0.367829,1.243762
QSO,3.171369,-0.699453
GALAXY,-0.113844,-0.377347
STAR,-0.36613,0.793344
GALAXY,-0.328261,-0.66043
STAR,-0.367382,0.793344
GALAXY,-0.339062,-0.669028
STAR,-0.368027,0.793344
GALAXY,-0.094007,-0.668367
STAR,-0.368031,1.072458
STAR,-0.366671,1.575789
QSO,2.987215,1.768259
GALAXY,-0.156481,-0.631989
GALAXY,-0.003657,-0.699453
GALAXY,-0.222544,-0.845624
GALAXY,-0.038746,-0.688209
GALAXY,-0.153291,-0.68887
STAR,-0.367788,0.793344
QSO,3.83806,-0.585029
GALAXY,-0.258379,-0.706067
STAR,-0.369395,1.243762
STAR,-0.3685,0.793344
STAR,-0.367099,2.504405
GALAXY,-0.145921,-0.682918
GALAXY,-0.196504,-0.630005
STAR,-0.367572,1.075765
GALAXY,-0.043597,-0.706067
STAR,-0.370828,2.300692
GALAXY,-0.24628,-0.864805
GALAXY,-0.210944,-0.650509
GALAXY,-0.238187,-0.632651
GALAXY,-0.322894,-0.743106
STAR,-0.368081,0.83832
STAR,-0.367376,-0.631328
GALAXY,-0.092368,-0.37404
STAR,-0.368112,1.67963
GALAXY,-0.134241,-0.699453
GALAXY,-0.264485,-0.681595
QSO,0.361739,-0.682918
STAR,-0.368185,0.793344
GALAXY,-0.009523,-0.844963
STAR,-0.368727,1.311887
QSO,4.933952,-0.862159
QSO,0.336549,-0.706067
STAR,-0.367873,1.721299
STAR,-0.367101,-0.435551
GALAXY,-0.152122,-0.762287
GALAXY,0.030966,-0.650509
GALAXY,-0.130152,-0.626698
QSO,1.850252,-0.689532
STAR,-0.370111,1.114788
GALAXY,-0.225089,-0.630005
GALAXY,-0.22806,-0.828427
GALAXY,-0.151827,-0.629344
GALAXY,-0.108637,-0.661091
STAR,-0.368178,0.83832
QSO,0.731975,-0.827105
GALAXY,-0.265289,-0.825782
STAR,-0.369326,-0.37404
GALAXY,-0.165433,-0.62273
STAR,-0.368494,1.034758
GALAXY,-0.166605,-0.82512
STAR,-0.366738,1.046663
STAR,-0.366671,2.419084
STAR,-0.368039,-0.827105
STAR,-0.368197,-0.682918
STAR,-0.37003,1.079733
GALAXY,-0.220213,-0.74046
GALAXY,-0.095425,-0.630005
GALAXY,0.034927,-0.630005
GALAXY,-0.26026,-0.827105
GALAXY,-0.198508,-0.823798
STAR,-0.368579,-0.82512
STAR,-0.368593,1.59497
GALAXY,0.04101,-0.69813
GALAXY,-0.1186,-0.466637
STAR,-0.368682,-0.862159
STAR,-0.368301,1.243762
GALAXY,-0.183736,-0.626698
GALAXY,-0.177312,-0.622068
GALAXY,-0.020352,-0.698792
GALAXY,-0.242859,-0.651832
GALAXY,-0.122497,-0.682918
GALAXY,-0.367953,0.793344
STAR,-0.366291,1.01227
STAR,-0.368124,2.512342
GALAXY,-0.201163,-0.688209
GALAXY,-0.115401,-0.818506
GALAXY,-0.129326,-0.827105
GALAXY,-0.175395,-0.569817
STAR,-0.36963,2.497791
QSO,1.604698,-0.825782
GALAXY,-0.167392,-0.877372
GALAXY,-0.010291,-0.66969
GALAXY,-0.018033,-0.661091
GALAXY,-0.153799,-0.589659
GALAXY,-0.219368,-0.827766
STAR,-0.36655,1.01227
GALAXY,-0.243716,-0.688209
STAR,-0.368211,1.346281
GALAXY,-0.086954,-0.622068
STAR,-0.366299,1.778841
GALAXY,-0.197911,-0.687548
GALAXY,-0.29814,-0.762287
STAR,-0.368075,0.861469
STAR,-0.366545,1.738495
STAR,-0.368143,1.017561
GALAXY,-0.159434,-0.629344
STAR,-0.370522,2.497791
GALAXY,-0.210172,-0.82512
STAR,-0.367763,0.304564
GALAXY,-0.116151,-0.762287
QSO,3.96958,-0.630005
STAR,-0.368951,1.132646
GALAXY,-0.171445,-0.632651
GALAXY,-0.266367,-0.682256
GALAXY,-0.246563,-0.682918
STAR,-0.368437,0.83832
GALAXY,-0.249128,-0.682918
STAR,-0.367932,1.553963
STAR,-0.371623,1.311887
GALAXY,-0.153728,-0.82512
GALAXY,-0.312177,-0.37867
STAR,-0.368213,0.83832
GALAXY,-0.193156,-0.629344
GALAXY,-0.052903,-0.679611
GALAXY,-0.00967,-0.679611
STAR,-0.368246,1.731881
GALAXY,-0.084326,-0.62273
GALAXY,-0.314028,-0.606856
GALAXY,0.156288,-0.864805
STAR,-0.368304,-0.466637
QSO,3.663094,1.753708
QSO,0.280161,-0.624052
GALAXY,-0.149203,-0.632651
GALAXY,-0.354324,-0.628682
GALAXY,-0.083937,-0.864805
GALAXY,-0.268751,-0.681595
GALAXY,-0.236851,-0.699453
GALAXY,-0.19514,-0.682918
STAR,-0.368039,-0.681595
STAR,-0.368091,1.194157
GALAXY,-0.116189,-0.688209
STAR,-0.368535,-0.82512
STAR,-0.369117,2.504405
STAR,-0.367285,0.841627
STAR,-0.365293,1.578435
STAR,-0.368249,0.1994
GALAXY,-0.177596,-0.877372
GALAXY,-0.057624,-0.682918
GALAXY,-0.285088,-0.69813
GALAXY,-0.216709,-0.82512
GALAXY,-0.245496,-0.659768
STAR,-0.367863,0.793344
STAR,-0.367635,1.5996
STAR,-0.368531,-0.682918
STAR,-0.368194,1.105528
STAR,-0.367326,-0.825782
STAR,-0.367432,1.065844
GALAXY,-0.170219,-0.626698
STAR,-0.368532,2.497791
GALAXY,-0.087693,-0.661091
GALAXY,-0.20886,-0.37404
GALAXY,-0.1717,-0.688209
STAR,-0.3686,-0.864805
STAR,-0.367952,1.540073
STAR,-0.368157,-0.631989
GALAXY,-0.092837,-0.388591
STAR,-0.367696,0.793344
GALAXY,-0.268237,-0.706067
GALAXY,-0.250588,-0.397851
STAR,-0.36759,1.010286
QSO,4.474205,2.516972
GALAXY,-0.280897,-0.741122
GALAXY,-0.162375,-0.88134
GALAXY,-0.280867,-0.864805
GALAXY,-0.115883,-0.681595
GALAXY,-0.034102,-0.74046
GALAXY,-0.312984,-0.681595
GALAXY,-0.093337,-0.659768
STAR,-0.367792,1.290061
GALAXY,-0.160771,-0.827105
STAR,-0.368436,1.290061
STAR,-0.366481,1.046663
GALAXY,-0.097065,-0.427614
STAR,-0.365137,0.793344
GALAXY,-0.222736,-0.82512
QSO,3.481377,-0.631989
GALAXY,-0.325315,-0.703421
GALAXY,-0.118757,-0.681595
GALAXY,-0.157195,-0.631328
STAR,-0.367738,-0.87671
STAR,-0.368301,1.132646
GALAXY,0.017207,-0.679611
STAR,-0.367195,2.504405
STAR,-0.367882,0.1994
STAR,-0.36725,-0.661091
GALAXY,-0.157774,-0.862159
GALAXY,-0.168295,-0.630005
GALAXY,-0.156026,-0.66043
STAR,-0.369013,1.311887
GALAXY,-0.068996,-0.659768
STAR,-0.365981,0.793344
GALAXY,-0.115037,-0.388591
STAR,-0.367315,1.065844
STAR,-0.368584,1.030128
GALAXY,-0.233098,-0.74046
QSO,3.249232,-0.688209
GALAXY,-0.247555,-0.688209
QSO,3.135136,-0.630005
GALAXY,-0.185451,-0.606856
STAR,-0.367468,1.342312
GALAXY,-0.239714,-0.825782
GALAXY,-0.157518,-0.681595
STAR,-0.366808,0.83832
GALAXY,-0.184882,-0.659768
STAR,-0.368396,1.132646
GALAXY,-0.223531,-0.743106
GALAXY,-0.236386,-0.699453
GALAXY,-0.101118,-0.649186
STAR,-0.368085,-0.82512
STAR,-0.368235,1.342312
GALAXY,-0.060143,-0.703421
STAR,-0.367972,1.065844
GALAXY,-0.160314,-0.629344
STAR,-0.367807,1.010286
QSO,-0.122839,-0.688209
GALAXY,-0.047824,-0.679611
STAR,-0.368131,-0.628682
GALAXY,-0.247714,-0.37404
STAR,-0.365443,2.504405
STAR,-0.367649,1.108174
GALAXY,-0.156157,-0.631989
STAR,-0.367977,-0.87671
GALAXY,-0.278892,-0.626037
GALAXY,-0.054027,-0.84364
STAR,-0.365919,1.342312
GALAXY,-0.229907,-0.692839
QSO,5.238397,-0.681595
GALAXY,0.046929,-0.435551
STAR,-0.366709,-0.688209
STAR,-0.368233,-0.650509
STAR,-0.36868,2.504405
STAR,-0.367791,-0.622068
STAR,-0.366333,1.075765
STAR,-0.368734,1.030128
GALAXY,-0.180968,-0.661091
STAR,-0.36665,1.310565
GALAXY,-0.165196,-0.74046
STAR,-0.367214,1.075765
GALAXY,-0.224858,-0.827105
QSO,3.756701,-0.700114
GALAXY,-0.124255,-0.629344
STAR,-0.367787,1.499727
GALAXY,-0.168931,-0.681595
GALAXY,-0.015238,-0.377347
STAR,-0.368176,1.194157
QSO,5.324318,1.714685
STAR,-0.373266,2.497791
STAR,-0.368183,1.047986
STAR,-0.376558,1.524861
GALAXY,-0.112441,-0.706067
GALAXY,-0.19626,-0.682918
STAR,-0.368264,-0.87671
STAR,-0.367932,1.132646
STAR,-0.368145,-0.839671
GALAXY,0.00173,-0.377347
GALAXY,-0.243448,-0.84827
STAR,-0.368497,1.075765
QSO,2.676969,-0.678288
GALAXY,-0.142671,-0.703421
STAR,-0.368981,-0.826443
GALAXY,-0.135286,-0.688209
STAR,-0.368146,0.841627
GALAXY,-0.237416,-0.62273
GALAXY,-0.118235,-0.682256
GALAXY,-0.24975,-0.682918
STAR,-0.367795,-0.585691
GALAXY,-0.233128,-0.622068
QSO,0.014094,-0.630005
STAR,-0.368772,2.419084
GALAXY,-0.2383,-0.84827
QSO,-0.177104,-0.435551
STAR,-0.367962,1.561899
STAR,-0.368024,1.593647
STAR,-0.366139,0.83832
QSO,0.74038,-0.82512
STAR,-0.368262,-0.862159
STAR,-0.366817,2.678355
GALAXY,-0.095411,-0.650509
QSO,4.15699,-0.66043
GALAXY,-0.153903,-0.668367
GALAXY,-0.071674,-0.681595
STAR,-0.367763,1.310565
STAR,-0.367627,2.51631
GALAXY,-0.273598,-0.589659
GALAXY,-0.216816,-0.698792
STAR,-0.368338,-0.827105
GALAXY,0.0531,-0.668367
STAR,-0.365764,-0.650509
STAR,-0.366164,2.032822
GALAXY,-0.1906,-0.699453
STAR,-0.368372,1.065844
GALAXY,-0.160033,-0.706067
GALAXY,-0.298229,-0.84827
QSO,0.531807,2.729284
GALAXY,-0.200251,-0.688209
QSO,5.847528,2.307306
STAR,-0.367432,1.075765
GALAXY,-0.142538,-0.569817
GALAXY,-0.241301,-0.329726
STAR,-0.370585,-0.339647
STAR,-0.367016,1.682276
GALAXY,-0.247435,-0.699453
GALAXY,-0.155416,-0.82512
GALAXY,-0.172767,-0.606856
STAR,-0.368054,-0.650509
GALAXY,0.756935,-0.624052
STAR,-0.369976,1.072458
GALAXY,-0.042551,-0.682918
STAR,-0.366942,2.504405
STAR,-0.369166,-0.397851
GALAXY,-0.355755,-0.377347
STAR,-0.367892,1.342312
GALAXY,-0.100163,-0.682918
GALAXY,-0.250398,1.792069
STAR,-0.36796,-0.682256
STAR,-0.367506,1.065844
GALAXY,-0.169276,-0.681595
QSO,4.787251,1.030128
GALAXY,-0.207105,-0.827766
GALAXY,-0.357239,-0.377347
STAR,-0.365999,1.520892
STAR,-0.36803,1.132646
GALAXY,-0.06787,-0.682918
STAR,-0.367671,0.841627
GALAXY,-0.183963,-0.622068
QSO,1.422692,1.030128
GALAXY,-0.077668,-0.844963
GALAXY,-0.18676,-0.66043
STAR,-0.367844,0.793344
QSO,5.481065,1.545364
STAR,-0.368636,-0.706067
GALAXY,-0.248053,-0.681595
GALAXY,-0.2237,-0.862159
GALAXY,-0.162372,-0.818506
STAR,-0.368138,1.079733
GALAXY,-0.054544,-0.622068
QSO,2.212302,-0.629344
STAR,-0.369347,1.311887
GALAXY,-0.08425,-0.844963
GALAXY,-0.030503,-0.681595
STAR,-0.366365,1.792069
GALAXY,-0.168599,-0.622068
STAR,-0.366419,1.290061
GALAXY,-0.289013,-0.82512
STAR,-0.366062,1.290061
STAR,-0.367866,0.83832
STAR,-0.366825,1.065844
GALAXY,-0.125903,-0.880679
GALAXY,-0.095725,-0.682256
QSO,4.881758,-0.380655
GALAXY,-0.235047,-0.574447
GALAXY,-0.101329,-0.661091
GALAXY,-0.178644,-0.88134
STAR,-0.368828,1.323793
GALAXY,-0.193217,0.328374
GALAXY,-0.147656,1.790746
GALAXY,-0.096451,-0.878694
STAR,-0.367756,0.793344
STAR,-0.368634,-0.39256
STAR,-0.367934,1.08767
GALAXY,-0.158564,-0.649186
GALAXY,-0.344985,-0.412402
GALAXY,-0.175008,-0.688209
STAR,-0.368441,1.079733
GALAXY,-0.035099,-0.709374
STAR,-0.367378,1.310565
GALAXY,-0.136651,-0.88134
STAR,-0.366953,0.83832
GALAXY,0.044893,-0.630005
GALAXY,-0.132831,-0.839671
GALAXY,-0.183889,-0.415048
GALAXY,-0.101616,-0.661091
STAR,-0.368291,-0.622068
STAR,-0.367665,1.072458
GALAXY,-0.214503,-0.659768
GALAXY,-0.166841,-0.651832
STAR,-0.369233,2.199496
STAR,-0.367996,1.342312
GALAXY,-0.046892,-0.626037
GALAXY,-0.253451,-0.827105
QSO,4.546009,1.553301
GALAXY,-0.158204,-0.681595
GALAXY,-0.201088,-0.626698
GALAXY,0.012933,-0.682256
QSO,1.565963,-0.668367
STAR,-0.368289,-0.629344
STAR,-0.367154,-0.659768
GALAXY,-0.237514,-0.583045
GALAXY,-0.148628,-0.824459
STAR,-0.368492,-0.622068
STAR,-0.367433,0.83832
GALAXY,-0.203504,-0.661091
QSO,3.911645,2.307306
STAR,-0.368374,1.342312
GALAXY,-0.266133,-0.688209
STAR,-0.369083,1.485176
STAR,-0.366676,2.504405
STAR,-0.369415,1.079733
STAR,-0.367884,1.132646
GALAXY,-0.256284,-0.687548
QSO,4.342185,-0.709374
STAR,-0.365208,1.010286
STAR,-0.368089,1.072458
GALAXY,-0.215754,1.048647
GALAXY,-0.252225,-0.626037
GALAXY,-0.301382,-0.622068
GALAXY,-0.070768,-0.703421
STAR,-0.36717,2.518956
STAR,-0.36782,0.861469
STAR,-0.36895,-0.826443
GALAXY,-0.195684,-0.82512
STAR,-0.366415,-0.87671
STAR,-0.366683,1.231196
GALAXY,-0.312618,-0.668367
STAR,-0.368421,0.211305
STAR,-0.368225,1.075765
STAR,-0.367841,0.540025
GALAXY,-0.068695,-0.703421
GALAXY,-0.296771,-0.845624
GALAXY,-0.194739,-0.699453
QSO,1.040847,-0.688209
GALAXY,0.23237,-0.412402
STAR,-0.368045,1.131985
GALAXY,-0.24572,-0.706067
GALAXY,-0.128512,-0.84364
GALAXY,-0.22528,-0.862159
STAR,-0.367528,1.310565
GALAXY,-0.156684,-0.628682
GALAXY,-0.117145,-0.706067
GALAXY,-0.299469,-0.377347
STAR,-0.367793,0.83832
GALAXY,-0.152971,-0.862159
STAR,-0.367935,-0.682918
GALAXY,-0.223386,-0.622068
STAR,-0.368073,1.079733
GALAXY,-0.30645,-0.622068
STAR,-0.368919,1.222597
STAR,-0.369489,1.59497
GALAXY,-0.107948,-0.630005
GALAXY,-0.225069,-0.622068
STAR,-0.368366,0.1994
GALAXY,-0.103242,-0.682918
GALAXY,-0.145527,-0.649186
GALAXY,-0.186521,-0.87671
GALAXY,-0.123121,-0.661091
STAR,-0.366098,1.010286
STAR,-0.369976,-0.741122
STAR,-0.368343,-0.435551
GALAXY,-0.225561,-0.880679
STAR,-0.366574,1.243762
GALAXY,-0.18608,-0.687548
GALAXY,-0.211,-0.649186
STAR,-0.367988,1.485176
